Date,fdi_inflows_usd,fdi_inflows_usd_MA30
2000-01-06,72649.57,
2000-01-06,72649.57,
2000-01-06,72649.57,
2000-01-06,72649.57,
2000-01-06,72649.57,
2000-01-06,72649.57,
2000-01-06,72649.57,
2000-01-07,72649.57,
2000-01-07,72649.57,
2000-01-07,72649.57,
2000-01-07,72649.57,
2000-01-07,72649.57,
2000-01-07,72649.57,
2000-01-07,72649.57,
2000-01-07,72649.57,
2000-01-07,72649.57,
2000-01-07,72649.57,
2000-01-08,72649.57,
2000-01-08,72649.57,
2000-01-08,72649.57,
2000-01-08,72649.57,
2000-01-08,72649.57,
2000-01-08,72649.57,
2000-01-08,72649.57,
2000-01-08,72649.57,
2000-01-08,72649.57,
2000-01-08,72649.57,
2000-01-09,72649.57,
2000-01-09,72649.57,
2000-01-09,72649.57,72649.57
2000-01-09,72649.57,72649.57
2000-01-09,72649.57,72649.57
2000-01-09,72649.57,72649.57
2000-01-09,72649.57,72649.57
2000-01-09,72649.57,72649.57
2000-01-09,72649.57,72649.57
2000-01-09,72649.57,72649.57
2000-01-10,72649.57,72649.57
2000-01-10,72649.57,72649.57
2000-01-10,72649.57,72649.57
2000-01-10,72649.57,72649.57
2000-01-10,72649.57,72649.57
2000-01-10,72649.57,72649.57
2000-01-10,72649.57,72649.57
2000-01-10,72649.57,72649.57
2000-01-10,72649.57,72649.57
2000-01-10,72649.57,72649.57
2000-01-10,72649.57,72649.57
2000-01-11,72649.57,72649.57
2000-01-11,72649.57,72649.57
2000-01-11,72649.57,72649.57
2000-01-11,72649.57,72649.57
2000-01-11,72649.57,72649.57
2000-01-11,72649.57,72649.57
2000-01-11,72649.57,72649.57
2000-01-11,72649.57,72649.57
2000-01-11,72649.57,72649.57
2000-01-11,72649.57,72649.57
2000-01-12,72649.57,72649.57
2000-01-12,72649.57,72649.57
2000-01-12,72649.57,72649.57
2000-01-12,72649.57,72649.57
2000-01-12,72649.57,72649.57
2000-01-12,72649.57,72649.57
2000-01-12,72649.57,72649.57
2000-01-12,72649.57,72649.57
2000-01-12,72649.57,72649.57
2000-01-12,72649.57,72649.57
2000-01-13,72649.57,72649.57
2000-01-13,72649.57,72649.57
2000-01-13,72649.57,72649.57
2000-01-13,72649.57,72649.57
2000-01-13,72649.57,72649.57
2000-01-13,72649.57,72649.57
2000-01-13,72649.57,72649.57
2000-01-13,72649.57,72649.57
2000-01-13,72649.57,72649.57
2000-01-13,72649.57,72649.57
2000-01-14,72649.57,72649.57
2000-01-14,72649.57,72649.57
2000-01-14,72649.57,72649.57
2000-01-14,72649.57,72649.57
2000-01-14,72649.57,72649.57
2000-01-14,72649.57,72649.57
2000-01-14,72649.57,72649.57
2000-01-14,72649.57,72649.57
2000-01-14,72649.57,72649.57
2000-01-14,72649.57,72649.57
2000-01-15,72649.57,72649.57
2000-01-19,33675.21,71350.42466666667
2000-01-19,30854.7,69957.26233333333
2000-01-19,29358.97,68514.24233333334
2000-01-19,28034.19,67027.06300000001
2000-01-19,26581.2,65491.45066666668
2000-01-19,25170.94,63908.82966666667
2000-01-19,23632.48,62274.92666666667
2000-01-19,22222.22,60594.01500000001
2000-01-20,50512.82,59856.12333333334
2000-01-20,50170.94,59106.835666666666
2000-01-20,49829.06,58346.152
2000-01-20,49145.3,57562.676333333344
2000-01-20,45940.17,56672.363000000005
2000-01-20,47564.1,55836.180666666674
2000-01-20,42735.04,54839.02966666666
2000-01-20,41153.85,53789.172333333336
2000-01-20,39401.71,52680.91033333333
2000-01-20,36538.46,51477.206666666665
2000-01-20,44358.97,50534.18666666666
2000-01-21,51196.58,49819.08700000001
2000-01-21,50769.23,49089.742333333335
2000-01-21,50982.91,48367.520333333334
2000-01-21,51153.85,47650.99633333333
2000-01-21,51282.05,46938.74566666667
2000-01-21,51068.38,46219.37266666666
2000-01-21,50854.7,45492.877
2000-01-21,50641.03,44759.259
2000-01-21,50384.62,44017.094000000005
2000-01-21,50170.94,43267.806333333334
2000-01-22,50299.15,42522.79233333333
2000-01-22,50170.94,43072.65
2000-01-22,51410.26,43757.835333333336
2000-01-22,50512.82,44462.96366666667
2000-01-22,50000.0,45195.15733333334
2000-01-22,49786.32,45968.66133333333
2000-01-22,49786.32,46789.174
2000-01-22,49914.53,47665.242333333335
2000-01-22,50042.74,48592.593
2000-01-22,49871.79,48571.225333333336
2000-01-23,57606.84,48819.08866666666
2000-01-23,52350.43,48903.134333333335
2000-01-23,53247.86,49039.88633333333
2000-01-23,54145.3,49313.390666666666
2000-01-23,55042.74,49562.67866666666
2000-01-23,55982.91,50004.274333333335
2000-01-23,59230.77,50606.83833333333
2000-01-23,60897.44,51323.36266666667
2000-01-23,61923.08,52169.51666666667
2000-01-23,62777.78,52783.477
2000-01-24,52136.75,52814.816
2000-01-24,60470.09,53138.178
2000-01-24,50128.21,53109.687999999995
2000-01-24,53205.13,53178.064
2000-01-24,51153.85,53173.79066666667
2000-01-24,54658.12,53293.44866666667
2000-01-24,63333.33,53709.403
2000-01-24,58717.95,53978.63366666667
2000-01-24,61495.73,54349.004
2000-01-24,62521.37,54760.685000000005
2000-01-24,56709.4,54974.35999999999
2000-01-25,54871.79,55131.055
2000-01-25,56452.99,55299.14599999999
2000-01-25,55641.03,55470.086333333325
2000-01-25,54102.56,55606.83833333333
2000-01-25,57264.96,55856.12633333333
2000-01-25,52094.02,55933.049666666666
2000-01-25,51025.64,55970.08666666667
2000-01-25,50341.88,55980.058
2000-01-25,49829.06,55978.63366666667
2000-01-25,53119.66,55829.061
2000-01-26,61282.05,56126.78166666666
2000-01-26,61153.85,56390.314666666665
2000-01-26,60555.56,56603.99
2000-01-26,60897.44,56799.14666666666
2000-01-26,60854.7,56961.539666666664
2000-01-26,59957.26,56985.75600000001
2000-01-26,60512.82,56972.93533333333
2000-01-26,59358.97,56887.465000000004
2000-01-26,58803.42,56754.986333333334
2000-01-26,58034.19,56951.56766666667
2000-01-27,52649.57,56690.88366666667
2000-01-27,53589.74,56806.268000000004
2000-01-27,54487.18,56849.003000000004
2000-01-27,55384.62,56990.02866666667
2000-01-27,56324.79,57045.584333333325
2000-01-27,57222.22,56841.88066666667
2000-01-27,58076.92,56820.513000000006
2000-01-27,58803.42,56730.76933333333
2000-01-27,59487.18,56629.62966666667
2000-01-27,60170.94,56745.01433333334
2000-01-28,42264.96,56324.78666666667
2000-01-28,43247.86,55884.615666666665
2000-01-28,44273.5,55505.698
2000-01-28,45256.41,55210.82633333334
2000-01-28,46282.05,54844.72933333334
2000-01-28,48290.6,54717.94866666666
2000-01-28,49358.97,54662.393
2000-01-28,50470.09,54666.666666666664
2000-01-28,51623.93,54726.49566666666
2000-01-28,47307.69,54532.763333333336
2000-01-29,38846.15,53784.9
2000-01-29,43376.07,53192.30733333333
2000-01-29,41837.61,52568.37566666667
2000-01-29,40982.91,51904.558000000005
2000-01-29,40170.94,51215.09933333333
2000-01-29,39188.03,50522.791666666664
2000-01-29,44914.53,50002.84866666667
2000-01-29,39658.12,49346.15366666667
2000-01-29,40470.09,48735.04266666667
2000-01-29,41367.52,48179.487
