Date,energy_consumption_mwh,energy_consumption_mwh_MA30
2000-01-19,1315.38,
2000-01-19,1313.14,
2000-01-19,1310.9,
2000-01-19,1308.65,
2000-01-19,1306.41,
2000-01-19,1304.49,
2000-01-19,1300.96,
2000-01-19,1296.47,
2000-01-20,1275.64,
2000-01-20,1275.8,
2000-01-20,1275.8,
2000-01-20,1275.8,
2000-01-20,1277.24,
2000-01-20,1283.97,
2000-01-20,1281.73,
2000-01-20,1286.22,
2000-01-20,1288.46,
2000-01-20,1292.15,
2000-01-20,1279.49,
2000-01-21,1271.31,
2000-01-21,1269.39,
2000-01-21,1269.07,
2000-01-21,1270.19,
2000-01-21,1272.44,
2000-01-21,1274.2,
2000-01-21,1273.56,
2000-01-21,1274.84,
2000-01-21,1275.32,
2000-01-21,1273.08,
2000-01-22,1328.53,1286.6876666666665
2000-01-22,1324.04,1286.9763333333333
2000-01-22,1317.63,1287.1260000000002
2000-01-22,1308.65,1287.051
2000-01-22,1299.68,1286.752
2000-01-22,1287.34,1286.1163333333332
2000-01-22,1282.69,1285.3896666666667
2000-01-22,1278.21,1284.6313333333335
2000-01-22,1273.72,1283.873
2000-01-22,1291.83,1284.4126666666666
2000-01-23,1313.78,1285.6786666666667
2000-01-23,1300.0,1286.4853333333333
2000-01-23,1304.17,1287.431
2000-01-23,1308.33,1288.4673333333335
2000-01-23,1320.19,1289.6746666666666
2000-01-23,1331.25,1291.3253333333334
2000-01-23,1326.44,1292.6660000000002
2000-01-23,1334.46,1294.1993333333335
2000-01-23,1336.54,1295.679
2000-01-23,1333.01,1297.4630000000002
2000-01-24,1275.16,1297.5913333333333
2000-01-24,1275.96,1297.8103333333333
2000-01-24,1276.92,1298.0720000000001
2000-01-24,1277.88,1298.3283333333334
2000-01-24,1278.85,1298.5420000000001
2000-01-24,1280.61,1298.7556666666667
2000-01-24,1282.37,1299.0493333333334
2000-01-24,1284.13,1299.359
2000-01-24,1287.82,1299.7756666666667
2000-01-24,1291.99,1300.406
2000-01-24,1295.99,1299.3213333333335
2000-01-25,1263.62,1297.3073333333334
2000-01-25,1266.83,1295.614
2000-01-25,1270.03,1294.3266666666668
2000-01-25,1273.24,1293.4453333333333
2000-01-25,1276.92,1293.0980000000002
2000-01-25,1275.8,1292.868333333333
2000-01-25,1276.28,1292.8039999999999
2000-01-25,1275.16,1292.8519999999999
2000-01-25,1274.68,1292.2803333333334
2000-01-25,1276.44,1291.0356666666669
2000-01-26,1238.14,1288.973666666667
2000-01-26,1260.26,1287.5099999999998
2000-01-26,1254.81,1285.726
2000-01-26,1248.4,1283.333
2000-01-26,1241.83,1280.3523333333333
2000-01-26,1237.02,1277.3716666666667
2000-01-26,1233.65,1274.0113333333331
2000-01-26,1230.45,1270.475
2000-01-26,1231.09,1267.0776666666666
2000-01-26,1234.46,1265.7210000000002
2000-01-27,1279.17,1265.8280000000002
2000-01-27,1275.16,1265.7693333333332
2000-01-27,1286.86,1266.0686666666666
2000-01-27,1283.17,1266.2126666666666
2000-01-27,1271.15,1265.8973333333333
2000-01-27,1263.14,1265.2563333333333
2000-01-27,1267.15,1264.6903333333332
2000-01-27,1256.89,1263.6593333333333
2000-01-27,1250.0,1262.2596666666666
2000-01-27,1243.11,1260.4969999999998
2000-01-28,1283.33,1261.154
2000-01-28,1285.74,1261.7843333333333
2000-01-28,1287.18,1262.356
2000-01-28,1288.46,1262.8633333333335
2000-01-28,1289.74,1263.2906666666668
2000-01-28,1290.71,1263.7876666666668
2000-01-28,1290.06,1264.247
2000-01-28,1288.94,1264.7063333333333
2000-01-28,1287.82,1265.1443333333334
2000-01-28,1291.03,1265.6306666666667
2000-01-29,1257.05,1266.2609999999997
2000-01-29,1243.59,1265.7053333333336
2000-01-29,1248.24,1265.4863333333333
2000-01-29,1252.88,1265.6356666666668
2000-01-29,1260.58,1266.2606666666666
2000-01-29,1264.26,1267.1686666666667
2000-01-29,1267.79,1268.3066666666668
2000-01-29,1271.47,1269.674
2000-01-29,1275.0,1271.1376666666667
2000-01-29,1278.21,1272.596
2000-01-29,1280.77,1272.6493333333333
2000-01-30,1287.98,1273.0766666666668
2000-01-30,1279.17,1272.8203333333333
2000-01-30,1269.55,1272.3663333333336
2000-01-30,1259.78,1271.9873333333335
2000-01-30,1253.21,1271.6563333333334
2000-01-30,1248.24,1271.026
2000-01-30,1243.43,1270.5773333333334
2000-01-30,1238.62,1270.198
2000-01-30,1237.5,1270.011
2000-01-30,1239.9,1268.5633333333333
2000-01-31,1316.35,1269.5836666666667
2000-01-31,1317.79,1270.604
2000-01-31,1317.63,1271.5763333333334
2000-01-31,1317.47,1272.5006666666666
2000-01-31,1317.31,1273.3873333333331
2000-01-31,1307.85,1273.9803333333334
2000-01-31,1302.88,1274.445
2000-01-31,1297.92,1274.7816666666665
2000-01-31,1292.95,1274.8456666666668
2000-01-31,1312.82,1276.704666666667
2000-02-01,1299.52,1278.569
2000-02-01,1313.94,1280.7590000000002
2000-02-01,1311.38,1282.7089999999998
2000-02-01,1308.97,1284.3220000000001
2000-02-01,1306.41,1285.7269999999999
