Date,consumption_pct_gdp,consumption_pct_gdp_MA30
2000-01-18,77.97,
2000-01-19,73.0,
2000-01-20,73.03,
2000-01-21,75.05,
2000-01-22,75.36,
2000-01-23,74.74,
2000-01-24,73.95,
2000-01-25,72.96,
2000-01-26,75.74,
2000-01-27,73.48,
2000-01-28,71.9,
2000-01-29,74.83,
2000-01-30,74.56,
2000-01-31,76.34,
2000-02-01,74.88,
2000-02-02,78.42,
2000-02-03,76.16,
2000-02-04,74.52,
2000-02-05,74.7,
2000-02-06,74.08,
2000-02-07,74.49,
2000-02-08,77.02,
2000-02-09,76.38,
2000-02-10,76.56,
2000-02-11,76.75,
2000-02-12,75.27,
2000-02-13,74.97,
2000-02-14,76.85,
2000-02-15,74.73,
2000-02-16,73.26,75.065
2000-02-17,74.28,74.94200000000001
2000-02-18,74.62,74.99600000000001
2000-02-19,76.85,75.12333333333332
2000-02-20,75.23,75.12933333333332
2000-02-21,75.56,75.136
2000-02-22,75.97,75.17699999999999
2000-02-23,76.39,75.25833333333334
2000-02-24,76.07,75.36200000000001
2000-02-25,75.56,75.356
2000-02-26,74.46,75.38866666666667
2000-02-27,75.31,75.50233333333334
2000-02-28,76.78,75.56733333333332
2000-02-29,77.62,75.66933333333333
2000-03-01,78.85,75.753
2000-03-02,77.1,75.827
2000-03-03,75.74,75.73766666666667
2000-03-04,75.63,75.72
2000-03-05,76.7,75.79266666666668
2000-03-06,76.14,75.84066666666666
2000-03-07,74.77,75.86366666666666
2000-03-08,73.7,75.83733333333333
2000-03-09,71.48,75.65266666666666
2000-03-10,74.62,75.59400000000001
2000-03-11,75.38,75.55466666666666
2000-03-12,73.91,75.46000000000001
2000-03-13,73.38,75.39699999999999
2000-03-14,74.59,75.38433333333333
2000-03-15,77.57,75.40833333333333
2000-03-16,77.98,75.51666666666667
2000-03-17,78.28,75.684
2000-03-18,75.6,75.72800000000001
2000-03-19,74.5,75.724
2000-03-20,78.23,75.77000000000001
2000-03-21,77.95,75.86066666666667
2000-03-22,75.04,75.84333333333333
2000-03-23,75.03,75.812
2000-03-24,76.14,75.80366666666667
2000-03-25,75.04,75.76933333333334
2000-03-26,75.24,75.75866666666666
2000-03-27,75.72,75.80066666666667
2000-03-28,73.39,75.73666666666666
2000-03-29,76.92,75.74133333333333
2000-03-30,77.29,75.73033333333333
2000-03-31,78.37,75.71433333333333
2000-04-01,78.68,75.76700000000001
2000-04-02,76.15,75.78066666666668
2000-04-03,74.73,75.75066666666666
2000-04-04,74.44,75.67533333333333
2000-04-05,76.26,75.67933333333333
2000-04-06,75.64,75.70833333333333
2000-04-07,76.03,75.78600000000002
2000-04-08,73.44,75.85133333333334
2000-04-09,73.74,75.82199999999999
2000-04-10,74.6,75.796
2000-04-11,75.85,75.86066666666666
2000-04-12,74.35,75.893
2000-04-13,74.26,75.882
2000-04-14,75.0,75.79633333333332
2000-04-15,75.37,75.70933333333332
2000-04-16,76.74,75.658
2000-04-17,75.04,75.63933333333333
2000-04-18,73.44,75.604
2000-04-19,74.68,75.48566666666667
2000-04-20,74.78,75.38000000000001
2000-04-21,76.31,75.42233333333334
2000-04-22,77.63,75.509
2000-04-23,74.24,75.44566666666667
2000-04-24,75.81,75.47133333333333
2000-04-25,74.68,75.45266666666667
2000-04-26,74.75,75.42033333333333
2000-04-27,74.12,75.44466666666668
2000-04-28,78.09,75.48366666666668
2000-04-29,74.42,75.38799999999999
2000-04-30,76.3,75.319
2000-05-01,77.85,75.29133333333333
2000-05-02,74.91,75.25
2000-05-03,77.04,75.32700000000001
2000-05-04,74.88,75.34166666666667
2000-05-05,74.68,75.289
2000-05-06,75.73,75.292
2000-05-07,75.79,75.284
2000-05-08,76.09,75.37233333333332
2000-05-09,74.0,75.381
2000-05-10,79.42,75.54166666666667
2000-05-11,75.4,75.52666666666667
2000-05-12,74.24,75.523
2000-05-13,75.78,75.57366666666667
2000-05-14,77.93,75.67133333333335
2000-05-15,76.49,75.70866666666667
2000-05-16,74.27,75.62633333333333
2000-05-17,74.5,75.60833333333333
2000-05-18,76.09,75.69666666666667
2000-05-19,75.74,75.732
2000-05-20,76.67,75.795
2000-05-21,78.2,75.85799999999999
2000-05-22,77.52,75.85433333333332
2000-05-23,78.38,75.99233333333333
2000-05-24,77.98,76.06466666666667
2000-05-25,77.38,76.15466666666666
2000-05-26,75.85,76.19133333333333
2000-05-27,76.97,76.28633333333333
2000-05-28,76.24,76.22466666666666
2000-05-29,76.72,76.30133333333333
2000-05-30,76.36,76.30333333333333
2000-05-31,76.46,76.257
2000-06-01,74.03,76.22766666666668
2000-06-02,77.06,76.22833333333332
2000-06-03,76.65,76.28733333333335
2000-06-04,71.93,76.19566666666667
2000-06-05,75.72,76.19533333333332
2000-06-06,74.6,76.15566666666668
2000-06-07,75.31,76.12966666666668
2000-06-08,77.46,76.24500000000002
2000-06-09,72.95,76.02933333333334
2000-06-10,72.29,75.92566666666667
2000-06-11,76.12,75.98833333333332
2000-06-12,75.85,75.99066666666667
2000-06-13,75.26,75.90166666666666
2000-06-14,73.93,75.81633333333333
2000-06-15,73.19,75.78033333333333
2000-06-16,77.21,75.87066666666666
2000-06-17,76.77,75.89333333333333
2000-06-18,75.81,75.89566666666666
2000-06-19,76.49,75.88966666666667
2000-06-20,75.61,75.80333333333334
2000-06-21,74.14,75.69066666666667
2000-06-22,74.91,75.575
2000-06-23,76.38,75.52166666666668
2000-06-24,77.03,75.51
2000-06-25,74.5,75.46499999999999
2000-06-26,73.79,75.359
2000-06-27,73.11,75.25466666666667
2000-06-28,77.66,75.28600000000002
2000-06-29,76.89,75.30366666666667
2000-06-30,78.05,75.35666666666665
2000-07-01,76.09,75.42533333333333
2000-07-02,76.04,75.39133333333332
2000-07-03,74.07,75.30533333333332
2000-07-04,77.03,75.47533333333332
2000-07-05,75.61,75.47166666666666
2000-07-06,74.85,75.47999999999999
2000-07-07,74.17,75.442
2000-07-08,74.45,75.34166666666667
2000-07-09,73.33,75.35433333333334
2000-07-10,73.83,75.40566666666668
2000-07-11,75.42,75.38233333333334
2000-07-12,77.37,75.43299999999999
2000-07-13,73.96,75.38966666666667
2000-07-14,74.85,75.42033333333333
2000-07-15,76.42,75.528
2000-07-16,79.03,75.58866666666668
2000-07-17,75.01,75.53
2000-07-18,75.79,75.52933333333334
2000-07-19,74.09,75.44933333333333
2000-07-20,76.09,75.46533333333333
2000-07-21,77.25,75.569
2000-07-22,74.82,75.566
2000-07-23,74.33,75.49766666666666
2000-07-24,74.45,75.41166666666666
2000-07-25,75.11,75.432
2000-07-26,74.66,75.461
2000-07-27,76.17,75.56300000000002
2000-07-28,76.05,75.50933333333333
2000-07-29,75.29,75.45599999999999
2000-07-30,78.32,75.465
2000-07-31,77.15,75.50033333333334
2000-08-01,75.49,75.482
2000-08-02,76.62,75.567
2000-08-03,76.61,75.55300000000001
2000-08-04,76.62,75.58666666666666
2000-08-05,73.99,75.558
2000-08-06,74.93,75.58333333333333
2000-08-07,74.49,75.58466666666666
2000-08-08,75.42,75.65433333333334
2000-08-09,73.62,75.64733333333334
2000-08-10,76.1,75.67
2000-08-11,76.95,75.65599999999999
2000-08-12,75.03,75.69166666666666
2000-08-13,77.21,75.77033333333334
2000-08-14,74.03,75.69066666666666
2000-08-15,74.91,75.55333333333333
2000-08-16,77.81,75.64666666666668
2000-08-17,75.13,75.62466666666667
2000-08-18,73.26,75.597
2000-08-19,75.39,75.57366666666665
2000-08-20,75.88,75.52799999999999
2000-08-21,73.85,75.49566666666666
2000-08-22,73.41,75.465
2000-08-23,77.8,75.57666666666665
2000-08-24,76.14,75.61100000000002
2000-08-25,75.66,75.64433333333334
2000-08-26,75.74,75.62999999999998
2000-08-27,75.0,75.595
2000-08-28,74.43,75.56633333333335
2000-08-29,75.0,75.45566666666667
2000-08-30,74.33,75.36166666666666
2000-08-31,76.59,75.39833333333334
2000-09-01,78.25,75.45266666666667
2000-09-02,78.07,75.50133333333333
2000-09-03,74.01,75.41433333333335
2000-09-04,72.15,75.35300000000001
2000-09-05,74.51,75.339
2000-09-06,74.22,75.32999999999998
2000-09-07,78.37,75.42833333333333
2000-09-08,73.14,75.41233333333334
2000-09-09,72.79,75.30199999999999
2000-09-10,75.39,75.25
2000-09-11,73.4,75.19566666666667
2000-09-12,75.5,75.13866666666667
2000-09-13,73.99,75.13733333333334
2000-09-14,76.83,75.20133333333334
2000-09-15,77.57,75.19333333333333
