country_code,region,income_group,trade_balance_status,political_stability,economic_sector_dominant,currency_type,policy_framework,season,crisis_event,governance_quality,climate_impact_level,trade_bloc,financial_access,migration_trend,date,year,quarter,gdp_per_capita,inflation_rate,unemployment_rate,interest_rate,exchange_rate,exports_usd,imports_usd,debt_gdp_ratio,investment_pct_gdp,consumption_pct_gdp,population_million,urbanization_pct,internet_penetration,energy_consumption_mwh,renewable_energy_pct,income_inequality_gini,education_index,healthcare_index,poverty_rate,fdi_inflows_usd,business_confidence_index,manufacturing_pmi,economic_day_status
C07,,Upper-Middle,Surplus,,Agriculture,Fiat,Mixed,Q1,None,High,Medium,NAFTA,Low,Inflow,,2000,1,,,3.975111043900516,4.675648664036911,,,,,,,50.52797194046902,55.577068641983445,,,,,,,,,,46.11197064306599,Medium
C07,,,,,Agriculture,Fiat,Neoliberal,,None,High,Medium,NAFTA,,Outflow,2000-01-02,2000,1,,2.683195182516405,,,,771812.4598964101,,,,,51.33199772057941,,,,,,,,24.746103892911005,,,,High
C07,,,Surplus,Stable,Agriculture,,,,None,,Medium,NAFTA,High,,2000-01-03,2000,1,19017.96468570846,,,,,,,72.1753185456779,,74.21177315568256,,,53.075778410969846,599.96062206306,,49.84294671532037,0.5738082226377097,0.6292569785228879,23.0957461723924,,,,Low
C07,Americas,,Deficit,Stable,Agriculture,Fiat,Keynesian,Q1,None,High,Low,NAFTA,High,,,2000,1,,1.472419617203425,3.936175992391663,,,939741.190089347,782312.6606922795,,,,50.8285102057907,57.36840429577567,44.65360358782705,578.4678281788616,,,,,,,,,Medium
,,,Deficit,,Agriculture,,Neoliberal,Q1,,,Medium,NAFTA,Medium,,2000-01-05,2000,1,,,4.25536093504308,,,,,,,,,,52.901084007252194,,,39.01785715333995,0.5727545017305273,,,53154.55561277958,,,Medium
C07,,,Surplus,Stable,Agriculture,Fiat,Keynesian,,None,High,,,Medium,,,2000,1,19511.079767772164,3.1473130280704757,,,,871008.3123007014,694044.1976238561,,,,50.65394166519154,,42.31330086347607,668.5478025168459,,46.30270768206849,,,25.666559275594715,,,,Medium
C07,Americas,Upper-Middle,,,Agriculture,Fiat,Mixed,Q1,,High,Low,,,Inflow,2000-01-07,2000,1,,2.4021002222934635,,3.916568230137895,,,,45.65190597605536,,,,,,,,,,0.6152998413250858,,,,,Medium
C07,Americas,Upper-Middle,,,Agriculture,Fiat,Keynesian,Q1,None,High,High,NAFTA,Medium,,2000-01-08,2000,1,,,,,,893109.4743678459,734270.7441525438,,,,,55.77995620533336,,,,,,,,,,,Medium
,Americas,Upper-Middle,Surplus,,,Fiat,,Q1,None,High,,,Low,Neutral,2000-01-09,2000,1,18743.10206199427,,,3.1747576211175508,,,,,,,,51.441669159121616,,,,47.55394678217059,,,23.576128012727207,65456.41084620152,47.97865692372107,,Medium
C07,Americas,Upper-Middle,Surplus,Stable,Agriculture,Fiat,,Q1,,High,Medium,NAFTA,High,Inflow,2000-01-10,2000,1,20633.93319290404,,5.469624724845929,5.261730943037758,,,752550.7712187269,,,70.48560629871386,,,,,,41.95763149772733,0.5801501734234031,,,58399.27661077787,,,Low
