Date,poverty_rate,poverty_rate_MA30
2000-01-19,24.27,
2000-01-19,24.34,
2000-01-19,24.4,
2000-01-19,24.46,
2000-01-19,24.52,
2000-01-19,24.57,
2000-01-19,24.69,
2000-01-19,24.81,
2000-01-20,24.39,
2000-01-20,24.52,
2000-01-20,24.67,
2000-01-20,24.82,
2000-01-20,24.93,
2000-01-20,25.13,
2000-01-20,25.09,
2000-01-20,25.09,
2000-01-20,25.02,
2000-01-20,24.93,
2000-01-20,25.01,
2000-01-21,24.35,
2000-01-21,24.62,
2000-01-21,24.52,
2000-01-21,24.43,
2000-01-21,24.26,
2000-01-21,24.17,
2000-01-21,24.16,
2000-01-21,24.24,
2000-01-21,24.32,
2000-01-21,24.2,
2000-01-22,25.58,24.617
2000-01-22,25.51,24.658333333333335
2000-01-22,25.43,24.694666666666667
2000-01-22,25.32,24.72533333333333
2000-01-22,25.21,24.750333333333334
2000-01-22,25.0,24.766333333333332
2000-01-22,24.9,24.777333333333335
2000-01-22,24.81,24.781333333333336
2000-01-22,24.71,24.778000000000002
2000-01-22,25.1,24.801666666666666
2000-01-23,25.98,24.85033333333333
2000-01-23,26.05,24.896333333333335
2000-01-23,26.03,24.936666666666667
2000-01-23,26.0,24.972333333333335
2000-01-23,25.94,24.999333333333333
2000-01-23,25.87,25.025333333333332
2000-01-23,25.91,25.052666666666664
2000-01-23,25.79,25.078333333333333
2000-01-23,25.72,25.104666666666667
2000-01-23,25.65,25.126
2000-01-24,24.97,25.146666666666665
2000-01-24,25.22,25.166666666666668
2000-01-24,25.48,25.198666666666668
2000-01-24,25.73,25.242
2000-01-24,25.98,25.299333333333333
2000-01-24,26.06,25.362333333333332
2000-01-24,26.06,25.425666666666668
2000-01-24,26.07,25.486666666666668
2000-01-24,26.07,25.545
2000-01-24,26.08,25.607666666666667
2000-01-24,26.06,25.62366666666667
2000-01-25,22.2,25.513333333333332
2000-01-25,22.04,25.400333333333332
2000-01-25,22.17,25.295333333333335
2000-01-25,22.43,25.202666666666666
2000-01-25,22.93,25.133666666666667
2000-01-25,23.91,25.100666666666665
2000-01-25,23.42,25.054333333333332
2000-01-25,24.41,25.044333333333334
2000-01-25,24.71,25.031333333333336
