Date,renewable_energy_pct,income_inequality_gini,renewable_energy_pct_MA30,income_inequality_gini_MA30
2000-01-05,25.0,54.58,,
2000-01-06,25.0,54.58,,
2000-01-07,25.0,54.58,,
2000-01-08,25.0,54.58,,
2000-01-09,25.0,54.58,,
2000-01-10,25.0,54.58,,
2000-01-11,25.0,54.58,,
2000-01-12,25.0,54.58,,
2000-01-13,25.0,54.58,,
2000-01-14,25.0,54.58,,
2000-01-18,3.52,43.01,,
2000-01-19,5.42,41.57,,
2000-01-20,14.58,39.95,,
2000-01-21,8.15,43.06,,
2000-01-22,6.67,36.06,,
2000-01-23,9.49,37.69,,
2000-01-24,10.69,39.54,,
2000-01-25,9.44,41.67,,
2000-01-26,14.49,40.05,,
2000-01-27,9.07,42.18,,
2000-01-28,7.45,40.83,,
2000-01-29,10.6,35.37,,
2000-01-30,12.82,40.46,,
2000-01-31,13.15,48.19,,
2000-02-01,12.22,44.31,,
2000-02-02,14.81,31.99,,
2000-02-03,15.0,39.58,,
2000-02-04,13.66,41.44,,
2000-02-05,15.83,35.14,,
2000-02-06,10.65,40.51,15.590333333333332,44.946666666666665
2000-02-07,3.8,46.39,14.883666666666667,44.67366666666667
2000-02-08,6.67,33.52,14.272666666666668,43.971666666666664
2000-02-09,14.35,38.43,13.917666666666666,43.43333333333333
2000-02-10,11.34,41.9,13.462333333333333,43.010666666666665
2000-02-11,13.84,40.6,13.090333333333332,42.544666666666664
2000-02-12,13.98,41.16,12.723,42.09733333333333
2000-02-13,7.59,41.16,12.142666666666665,41.65
2000-02-14,13.98,36.9,11.775333333333332,41.06066666666667
2000-02-15,12.27,35.32,11.350999999999999,40.41866666666667
2000-02-16,4.77,40.46,10.676666666666668,39.948
2000-02-17,2.64,44.86,10.647333333333334,40.00966666666667
2000-02-18,10.05,42.27,10.801666666666668,40.033
2000-02-19,6.62,39.44,10.536333333333335,40.016
2000-02-20,3.43,40.23,10.379,39.92166666666667
2000-02-21,9.54,44.91,10.474666666666668,40.21666666666667
2000-02-22,10.32,39.86,10.502333333333333,40.288999999999994
2000-02-23,5.32,42.92,10.323333333333334,40.401666666666664
2000-02-24,9.35,40.51,10.320333333333334,40.36300000000001
2000-02-25,10.32,39.35,10.181333333333333,40.33966666666666
2000-02-26,8.52,34.35,10.163000000000002,40.07866666666667
2000-02-27,17.55,42.45,10.499666666666664,40.13266666666666
2000-02-28,22.73,39.77,10.904,40.279333333333334
2000-02-29,13.06,37.36,10.912,40.176
2000-03-01,1.53,43.1,10.524666666666667,40.00633333333333
2000-03-02,10.83,46.67,10.478333333333333,40.085
2000-03-03,1.48,43.8,10.033999999999999,40.47866666666666
2000-03-04,7.59,40.93,9.787,40.52366666666667
2000-03-05,12.5,44.72,9.748333333333333,40.633
2000-03-06,12.82,40.97,9.648,40.827333333333335
2000-03-07,9.77,28.0,9.618666666666666,40.41033333333334
2000-03-08,8.38,42.22,9.771333333333333,40.27133333333334
2000-03-09,6.39,45.6,9.762,40.674
2000-03-10,13.38,42.73,9.729666666666667,40.81733333333333
2000-03-11,17.78,40.93,9.944333333333333,40.785000000000004
2000-03-12,13.47,36.99,9.932,40.66466666666667
2000-03-13,5.93,37.36,9.663666666666668,40.538000000000004
2000-03-14,10.93,34.4,9.775000000000002,40.31266666666667
2000-03-15,12.73,37.73,9.733333333333333,40.340333333333334
2000-03-16,14.35,40.23,9.802666666666669,40.504
2000-03-17,11.16,34.31,10.015666666666666,40.299
2000-03-18,9.4,38.24,10.241000000000001,40.07833333333334
2000-03-19,8.94,41.44,10.204,40.050666666666665
2000-03-20,4.12,41.2,10.120666666666667,40.10933333333333
2000-03-21,6.81,31.94,10.233333333333333,39.833
2000-03-22,11.57,34.91,10.301,39.49966666666667
2000-03-23,13.56,32.64,10.409,39.259
2000-03-24,6.94,33.56,10.463,38.946999999999996
2000-03-25,4.26,39.63,10.293333333333333,38.91766666666667
2000-03-26,6.39,43.75,10.162333333333333,39.06433333333334
2000-03-27,4.07,45.88,10.014,39.44866666666666
2000-03-28,9.31,43.33,9.739333333333333,39.478
2000-03-29,15.83,48.38,9.509333333333334,39.765
2000-03-30,12.92,50.09,9.504666666666667,40.18933333333334
2000-03-31,7.22,41.39,9.694333333333333,40.132333333333335
2000-04-01,1.81,51.2,9.393666666666666,40.28333333333333
2000-04-02,9.86,38.94,9.673000000000002,40.12133333333334
2000-04-03,11.71,38.61,9.810333333333334,40.044
2000-04-04,4.49,37.5,9.543333333333333,39.80333333333333
2000-04-05,6.3,36.81,9.326,39.66466666666666
2000-04-06,12.55,36.94,9.418666666666667,39.962666666666664
2000-04-07,17.92,31.85,9.736666666666668,39.617
2000-04-08,9.12,39.58,9.827666666666666,39.416333333333334
2000-04-09,18.43,41.76,9.996,39.384
2000-04-10,11.53,32.04,9.787666666666667,39.087666666666664
2000-04-11,5.65,41.57,9.527,39.240333333333325
2000-04-12,2.96,38.52,9.427999999999999,39.278999999999996
2000-04-13,6.34,33.94,9.275,39.26366666666666
2000-04-14,6.02,28.0,9.051333333333334,38.93933333333333
2000-04-15,12.87,39.91,9.002,38.92866666666667
2000-04-16,10.65,39.72,8.985000000000001,39.109
2000-04-17,3.43,34.07,8.786,38.97
2000-04-18,8.15,39.63,8.759666666666666,38.90966666666667
2000-04-19,5.37,47.31,8.801333333333332,39.11333333333334
2000-04-20,10.93,50.23,8.938666666666666,39.723
2000-04-21,1.57,36.76,8.605333333333332,39.784666666666666
2000-04-22,9.03,40.14,8.454333333333333,40.034666666666666
2000-04-23,15.05,37.55,8.724666666666668,40.167666666666676
2000-04-24,11.71,41.48,8.973,40.22933333333333
2000-04-25,7.36,40.46,9.005333333333335,40.11966666666667
2000-04-26,8.06,37.22,9.138333333333334,39.831
2000-04-27,16.25,36.67,9.369666666666667,39.609
2000-04-28,3.24,37.64,8.95,39.251
2000-04-29,9.86,39.12,8.848,38.88533333333333
2000-04-30,3.01,36.76,8.707666666666666,38.731
2000-05-01,4.03,34.72,8.781666666666666,38.181666666666665
2000-05-02,3.89,33.56,8.582666666666666,38.00233333333333
2000-05-03,14.03,39.81,8.66,38.04233333333333
2000-05-04,15.6,42.55,9.030333333333333,38.21066666666666
2000-05-05,13.47,41.99,9.269333333333332,38.38333333333333
2000-05-06,10.74,42.78,9.209000000000001,38.578
2000-05-07,8.98,40.23,8.911,38.85733333333333
2000-05-08,10.0,41.06,8.940333333333333,38.906666666666666
2000-05-09,7.92,38.1,8.59,38.784666666666666
2000-05-10,7.96,36.57,8.471,38.93566666666666
2000-05-11,8.98,38.98,8.582,38.849333333333334
2000-05-12,10.6,37.92,8.836666666666668,38.82933333333334
2000-05-13,11.9,45.19,9.021999999999998,39.20433333333334
2000-05-14,13.56,38.06,9.273333333333333,39.53966666666667
2000-05-15,5.46,37.55,9.026333333333332,39.461
2000-05-16,12.04,37.41,9.072666666666667,39.384
2000-05-17,10.97,39.91,9.324000000000002,39.57866666666666
2000-05-18,10.14,38.84,9.390333333333334,39.55233333333333
2000-05-19,8.52,44.68,9.495333333333333,39.464666666666666
2000-05-20,9.54,40.69,9.449000000000002,39.14666666666666
2000-05-21,4.58,40.88,9.549333333333333,39.284
2000-05-22,5.0,51.62,9.415,39.666666666666664
2000-05-23,11.48,48.89,9.296,40.044666666666664
2000-05-24,10.14,42.27,9.243666666666666,40.071000000000005
2000-05-25,1.57,39.72,9.050666666666666,40.04633333333334
2000-05-26,7.08,47.92,9.017999999999999,40.403
2000-05-27,10.93,43.61,8.840666666666666,40.63433333333333
2000-05-28,5.93,40.51,8.930333333333332,40.730000000000004
2000-05-29,8.56,38.38,8.887,40.70533333333333
2000-05-30,4.03,34.26,8.921000000000001,40.62199999999999
2000-05-31,8.1,33.52,9.056666666666667,40.582
2000-06-01,10.79,33.52,9.286666666666667,40.580666666666666
2000-06-02,9.63,41.53,9.139999999999999,40.638000000000005
2000-06-03,9.44,42.13,8.934666666666667,40.624
2000-06-04,13.75,46.3,8.943999999999999,40.76766666666667
2000-06-05,11.48,34.72,8.968666666666667,40.498999999999995
2000-06-06,5.46,38.75,8.851333333333335,40.449666666666666
2000-06-07,7.64,35.56,8.772666666666668,40.266333333333336
2000-06-08,6.16,37.08,8.714,40.23233333333334
2000-06-09,12.64,44.77,8.870000000000001,40.50566666666667
2000-06-10,11.9,40.6,8.967333333333332,40.559666666666665
2000-06-11,11.85,35.65,9.009000000000002,40.484
2000-06-12,12.13,46.11,9.016666666666667,40.51466666666667
2000-06-13,16.85,45.42,9.126333333333331,40.76
2000-06-14,11.3,40.69,9.321,40.86466666666667
2000-06-15,7.5,43.24,9.169666666666666,41.059
2000-06-16,3.66,42.5,8.926,41.14533333333334
2000-06-17,16.99,40.46,9.154333333333334,41.199333333333335
2000-06-18,17.13,42.04,9.441333333333334,41.11133333333334
2000-06-19,8.66,40.93,9.412,41.11933333333334
2000-06-20,4.81,32.27,9.419666666666666,40.83233333333333
2000-06-21,5.93,47.64,9.450666666666667,40.699666666666666
2000-06-22,13.06,36.44,9.503333333333334,40.284666666666666
2000-06-23,8.56,33.8,9.450666666666669,40.00233333333333
2000-06-24,10.37,35.88,9.744,39.87433333333333
2000-06-25,1.71,33.98,9.565,39.40966666666667
2000-06-26,1.85,36.3,9.262333333333334,39.166000000000004
2000-06-27,14.31,43.66,9.541666666666666,39.270999999999994
2000-06-28,4.31,40.14,9.4,39.32966666666667
2000-06-29,5.69,39.54,9.455333333333334,39.50566666666667
2000-06-30,6.06,36.94,9.387333333333334,39.61966666666667
2000-07-01,6.53,32.27,9.245333333333333,39.577999999999996
2000-07-02,0.19,33.47,8.930666666666667,39.309333333333335
2000-07-03,5.74,42.96,8.807333333333334,39.337
2000-07-04,2.92,31.67,8.446333333333333,38.84933333333333
2000-07-05,0.69,41.44,8.086666666666668,39.07333333333334
2000-07-06,13.1,42.13,8.341333333333333,39.18600000000001
2000-07-07,16.02,49.95,8.620666666666667,39.66566666666667
2000-07-08,12.96,48.66,8.847333333333333,40.05166666666666
2000-07-09,7.18,42.27,8.665333333333333,39.968333333333334
2000-07-10,7.92,44.17,8.532666666666666,40.08733333333334
2000-07-11,8.06,34.77,8.406333333333333,40.058
2000-07-12,8.61,43.38,8.289,39.967000000000006
