Date,internet_penetration,internet_penetration_MA30
2000-01-19,48.08,
2000-01-19,48.53,
2000-01-19,49.0,
2000-01-19,49.44,
2000-01-19,49.87,
2000-01-19,50.28,
2000-01-19,50.98,
2000-01-19,51.86,
2000-01-20,55.43,
2000-01-20,55.56,
2000-01-20,55.64,
2000-01-20,55.73,
2000-01-20,55.68,
2000-01-20,54.38,
2000-01-20,54.81,
2000-01-20,53.93,
2000-01-20,53.48,
2000-01-20,52.76,
2000-01-20,55.26,
2000-01-21,51.84,
2000-01-21,49.66,
2000-01-21,50.15,
2000-01-21,50.98,
2000-01-21,52.67,
2000-01-21,54.04,
2000-01-21,53.59,
2000-01-21,54.51,
2000-01-21,54.98,
2000-01-21,53.12,
2000-01-22,53.23,52.649
2000-01-22,52.8,52.806333333333335
2000-01-22,52.2,52.92866666666667
2000-01-22,51.39,53.00833333333333
2000-01-22,50.56,53.04566666666667
2000-01-22,49.42,53.03066666666666
2000-01-22,49.0,52.98799999999999
2000-01-22,48.8,52.91533333333333
2000-01-22,49.21,52.827
2000-01-22,49.85,52.641
2000-01-23,49.25,52.43066666666667
2000-01-23,46.86,52.138
2000-01-23,47.59,51.86666666666667
2000-01-23,48.29,51.620333333333335
2000-01-23,50.3,51.48433333333333
2000-01-23,52.14,51.39533333333333
2000-01-23,51.35,51.309333333333335
2000-01-23,52.67,51.282333333333334
2000-01-23,53.21,51.29733333333333
2000-01-23,53.55,51.24033333333333
2000-01-24,43.33,50.95666666666667
2000-01-24,42.91,50.73166666666666
2000-01-24,42.5,50.476666666666674
2000-01-24,42.61,50.19766666666667
2000-01-24,42.82,49.86933333333333
2000-01-24,43.23,49.509
2000-01-24,43.61,49.17633333333334
2000-01-24,44.02,48.826666666666675
2000-01-24,44.66,48.48266666666667
2000-01-24,45.41,48.22566666666667
2000-01-24,46.13,47.989
2000-01-25,50.58,47.915
2000-01-25,49.81,47.83533333333333
2000-01-25,49.04,47.757
2000-01-25,48.27,47.68066666666666
2000-01-25,46.73,47.591
2000-01-25,45.02,47.458333333333336
2000-01-25,45.88,47.361000000000004
2000-01-25,44.21,47.19433333333334
2000-01-25,43.76,46.99133333333334
2000-01-25,47.52,46.93366666666667
2000-01-26,54.25,47.18
2000-01-26,51.35,47.30533333333333
2000-01-26,52.03,47.42999999999999
2000-01-26,52.71,47.51033333333333
2000-01-26,53.4,47.55233333333334
2000-01-26,53.93,47.63833333333333
2000-01-26,54.27,47.69166666666667
2000-01-26,54.62,47.73866666666667
2000-01-26,54.81,47.78066666666666
2000-01-26,54.55,48.154666666666664
2000-01-27,51.07,48.42666666666667
2000-01-27,51.35,48.72166666666667
2000-01-27,50.98,49.00066666666667
2000-01-27,50.9,49.27
2000-01-27,51.62,49.54966666666667
2000-01-27,52.2,49.836
2000-01-27,51.92,50.099333333333334
2000-01-27,52.71,50.367666666666665
2000-01-27,53.27,50.62966666666667
2000-01-27,53.85,50.88700000000001
2000-01-28,49.74,50.859
2000-01-28,50.24,50.873333333333335
2000-01-28,50.51,50.922333333333334
2000-01-28,50.77,51.00566666666667
2000-01-28,51.03,51.149
2000-01-28,51.43,51.36266666666667
2000-01-28,51.37,51.54566666666666
2000-01-28,51.24,51.779999999999994
2000-01-28,51.11,52.025
2000-01-28,51.28,52.150333333333336
2000-01-29,48.72,51.966
2000-01-29,50.41,51.934666666666665
2000-01-29,49.81,51.860666666666674
2000-01-29,49.21,51.744
2000-01-29,48.4,51.57733333333333
2000-01-29,48.1,51.383
2000-01-29,47.91,51.171
2000-01-29,48.12,50.95433333333334
2000-01-29,48.38,50.74
2000-01-29,48.72,50.54566666666667
2000-01-29,49.23,50.48433333333333
2000-01-30,54.74,50.59733333333334
2000-01-30,54.42,50.712
2000-01-30,54.08,50.818
2000-01-30,53.72,50.888000000000005
2000-01-30,53.29,50.92433333333334
2000-01-30,52.82,50.95433333333333
2000-01-30,52.35,50.94233333333334
2000-01-30,51.88,50.895999999999994
2000-01-30,51.41,50.81466666666667
2000-01-30,50.94,50.85466666666666
2000-01-31,44.81,50.67366666666667
2000-01-31,45.71,50.51366666666667
2000-01-31,47.37,50.400333333333336
2000-01-31,48.97,50.33166666666667
2000-01-31,50.62,50.30466666666666
2000-01-31,52.35,50.33733333333334
2000-01-31,53.16,50.40133333333333
2000-01-31,54.0,50.49766666666666
2000-01-31,54.81,50.61533333333333
2000-01-31,51.52,50.708666666666666
2000-02-01,42.24,50.43633333333334
2000-02-01,44.0,50.242666666666665
2000-02-01,43.16,50.041000000000004
2000-02-01,42.35,49.839333333333336
2000-02-01,41.71,49.62633333333334
2000-02-01,41.86,49.42466666666667
2000-02-01,42.69,49.24366666666666
2000-02-01,43.12,49.068333333333335
2000-02-01,43.65,48.89933333333333
2000-02-01,44.25,48.733333333333334
2000-02-02,49.4,48.55533333333333
2000-02-02,46.62,48.29533333333333
2000-02-02,50.15,48.164333333333325
2000-02-02,49.79,48.03333333333333
2000-02-02,48.78,47.883
2000-02-02,44.85,47.617333333333335
2000-02-02,47.29,47.44866666666666
2000-02-02,46.03,47.25366666666666
2000-02-02,45.43,47.05433333333333
2000-02-02,48.03,46.95733333333333
2000-02-03,46.05,46.99866666666666
2000-02-03,45.36,46.986999999999995
2000-02-03,45.17,46.91366666666667
2000-02-03,45.6,46.80133333333333
2000-02-03,46.88,46.67666666666667
2000-02-03,45.96,46.46366666666666
2000-02-03,48.61,46.312000000000005
2000-02-03,49.19,46.15166666666667
2000-02-03,49.64,45.97933333333333
2000-02-03,50.06,45.93066666666666
2000-02-03,47.74,46.114
2000-02-04,52.88,46.41
2000-02-04,52.26,46.71333333333334
2000-02-04,54.04,47.102999999999994
2000-02-04,53.5,47.495999999999995
