Date,debt_gdp_ratio,debt_gdp_ratio_MA30
2000-01-19,86.55,
2000-01-19,84.66,
2000-01-19,82.66,
2000-01-19,80.81,
2000-01-19,78.96,
2000-01-19,77.22,
2000-01-19,74.4,
2000-01-19,70.66,
2000-01-20,68.24,
2000-01-20,65.96,
2000-01-20,63.58,
2000-01-20,61.15,
2000-01-20,59.66,
2000-01-20,60.16,
2000-01-20,58.3,
2000-01-20,62.04,
2000-01-20,63.9,
2000-01-20,66.96,
2000-01-20,58.45,
2000-01-21,65.21,
2000-01-21,58.66,
2000-01-21,60.16,
2000-01-21,62.69,
2000-01-21,67.67,
2000-01-21,71.37,
2000-01-21,70.31,
2000-01-21,70.66,
2000-01-21,69.45,
2000-01-21,69.02,
2000-01-22,60.76,68.34266666666666
2000-01-22,60.12,67.46166666666666
2000-01-22,59.23,66.61399999999999
2000-01-22,57.98,65.79133333333333
2000-01-22,56.74,64.98899999999999
2000-01-22,54.99,64.19
2000-01-22,54.89,63.44566666666667
2000-01-22,56.17,62.837999999999994
2000-01-22,57.41,62.39633333333333
2000-01-22,55.63,61.97599999999999
2000-01-23,56.49,61.660333333333334
2000-01-23,54.1,61.34433333333333
2000-01-23,54.74,61.13066666666667
2000-01-23,55.38,60.98799999999999
2000-01-23,57.77,60.908333333333324
2000-01-23,59.98,60.96433333333333
2000-01-23,59.05,60.86466666666667
2000-01-23,60.66,60.75666666666667
2000-01-23,61.3,60.568
2000-01-23,61.37,60.665333333333336
2000-01-24,53.6,60.27833333333333
2000-01-24,53.46,60.105000000000004
2000-01-24,53.32,59.876999999999995
2000-01-24,53.18,59.559999999999995
2000-01-24,53.03,59.071999999999996
2000-01-24,52.82,58.45366666666666
2000-01-24,52.61,57.86366666666667
2000-01-24,52.39,57.254666666666665
2000-01-24,52.29,56.68266666666667
2000-01-24,52.82,56.14266666666666
2000-01-24,53.46,55.89933333333333
2000-01-25,56.52,55.779333333333334
2000-01-25,55.99,55.67133333333334
2000-01-25,55.46,55.58733333333334
2000-01-25,54.96,55.528000000000006
2000-01-25,54.0,55.495
2000-01-25,53.89,55.461666666666666
2000-01-25,53.96,55.388000000000005
2000-01-25,53.85,55.26933333333333
2000-01-25,53.71,55.205333333333336
2000-01-25,54.39,55.13533333333334
2000-01-26,60.19,55.33833333333333
2000-01-26,57.06,55.41566666666667
2000-01-26,57.91,55.5
