Date,internet_penetration,internet_penetration_MA30
2000-01-19,55.04,
2000-01-19,54.89,
2000-01-19,54.72,
2000-01-19,54.57,
2000-01-19,54.4,
2000-01-19,54.25,
2000-01-19,54.0,
2000-01-19,53.68,
2000-01-20,48.61,
2000-01-20,49.17,
2000-01-20,49.72,
2000-01-20,50.3,
2000-01-20,50.77,
2000-01-20,52.09,
2000-01-20,51.65,
2000-01-20,52.54,
2000-01-20,52.99,
2000-01-20,53.35,
2000-01-20,51.24,
2000-01-21,48.16,
2000-01-21,48.97,
2000-01-21,48.76,
2000-01-21,48.46,
2000-01-21,47.86,
2000-01-21,47.74,
2000-01-21,47.54,
2000-01-21,48.03,
2000-01-21,48.31,
2000-01-21,47.67,
2000-01-22,49.23,50.957
2000-01-22,49.04,50.757
2000-01-22,49.12,50.56466666666666
2000-01-22,49.23,50.38166666666666
2000-01-22,49.36,50.208
2000-01-22,49.51,50.045
2000-01-22,49.44,49.884666666666675
2000-01-22,49.29,49.72766666666667
2000-01-22,49.12,49.57566666666666
2000-01-22,49.44,49.60333333333333
2000-01-23,52.33,49.708666666666666
2000-01-23,53.55,49.83633333333333
2000-01-23,53.21,49.93333333333333
2000-01-23,52.88,50.00366666666667
2000-01-23,51.69,49.99033333333333
2000-01-23,50.53,49.953
2000-01-23,51.03,49.90266666666666
2000-01-23,50.21,49.809999999999995
2000-01-23,49.87,49.693999999999996
2000-01-23,49.55,49.63766666666666
2000-01-24,50.0,49.69899999999999
2000-01-24,50.41,49.747
2000-01-24,50.79,49.81466666666667
2000-01-24,51.2,49.906
2000-01-24,51.58,50.029999999999994
2000-01-24,52.09,50.175
2000-01-24,52.59,50.343333333333334
2000-01-24,53.1,50.51233333333333
2000-01-24,53.42,50.68266666666667
2000-01-24,53.68,50.883
2000-01-24,53.82,51.035999999999994
2000-01-25,47.63,50.989000000000004
2000-01-25,47.78,50.94433333333334
2000-01-25,47.91,50.900333333333336
2000-01-25,48.06,50.857
2000-01-25,48.38,50.81933333333333
2000-01-25,48.93,50.80233333333333
2000-01-25,48.65,50.78099999999999
2000-01-25,49.21,50.784
2000-01-25,49.62,50.79
2000-01-25,48.21,50.65266666666667
2000-01-26,48.48,50.48366666666667
2000-01-26,47.56,50.29533333333334
2000-01-26,47.61,50.11966666666667
2000-01-26,47.65,49.985
2000-01-26,47.67,49.88966666666667
2000-01-26,47.76,49.78066666666667
2000-01-26,47.91,49.70399999999999
2000-01-26,48.03,49.64266666666666
2000-01-26,48.18,49.597
2000-01-26,48.33,49.541333333333334
