Date,energy_consumption_mwh,energy_consumption_mwh_MA30
2000-01-19,1609.72,
2000-01-19,1608.76,
2000-01-19,1607.69,
2000-01-19,1606.73,
2000-01-19,1605.77,
2000-01-19,1604.91,
2000-01-19,1603.21,
2000-01-19,1601.28,
2000-01-20,1618.06,
2000-01-20,1614.1,
2000-01-20,1609.94,
2000-01-20,1605.77,
2000-01-20,1603.1,
2000-01-20,1596.79,
2000-01-20,1598.93,
2000-01-20,1596.58,
2000-01-20,1597.65,
2000-01-20,1599.25,
2000-01-20,1600.96,
2000-01-21,1635.9,
2000-01-21,1640.17,
2000-01-21,1638.46,
2000-01-21,1637.18,
2000-01-21,1634.51,
2000-01-21,1626.28,
2000-01-21,1629.06,
2000-01-21,1623.5,
2000-01-21,1620.83,
2000-01-21,1631.73,
2000-01-22,1657.8,1615.4873333333335
2000-01-22,1656.62,1617.0506666666665
2000-01-22,1655.02,1618.5926666666667
2000-01-22,1652.88,1620.099
2000-01-22,1650.75,1621.5663333333332
2000-01-22,1647.01,1622.941
2000-01-22,1645.3,1624.2873333333332
2000-01-22,1643.59,1625.6333333333334
2000-01-22,1641.88,1626.9866666666667
2000-01-22,1648.72,1628.0086666666668
2000-01-23,1657.05,1629.4403333333332
2000-01-23,1648.18,1630.7150000000001
2000-01-23,1651.71,1632.2463333333333
2000-01-23,1655.24,1633.9843333333333
2000-01-23,1658.01,1636.025
2000-01-23,1659.83,1638.055
2000-01-23,1658.97,1640.1346666666666
2000-01-23,1660.36,1642.225
2000-01-23,1659.94,1644.248
2000-01-23,1658.87,1646.1783333333335
2000-01-24,1603.1,1645.085
2000-01-24,1606.2,1643.9526666666668
2000-01-24,1609.29,1642.9803333333332
2000-01-24,1612.39,1642.1539999999998
2000-01-24,1615.6,1641.5236666666667
2000-01-24,1621.47,1641.3633333333335
2000-01-24,1627.46,1641.31
2000-01-24,1633.55,1641.645
2000-01-24,1637.61,1642.2043333333336
2000-01-24,1641.13,1642.5176666666666
2000-01-24,1644.66,1642.0796666666668
2000-01-25,1598.4,1640.1390000000001
2000-01-25,1597.97,1638.2373333333333
2000-01-25,1597.44,1636.3893333333333
2000-01-25,1597.01,1634.5980000000002
2000-01-25,1596.58,1632.9170000000001
2000-01-25,1596.79,1631.3
2000-01-25,1596.69,1629.7366666666667
2000-01-25,1597.01,1628.2410000000002
2000-01-25,1600.0,1626.617
2000-01-25,1596.58,1624.6013333333333
2000-01-26,1607.91,1623.2589999999998
2000-01-26,1598.93,1621.4996666666666
2000-01-26,1599.79,1619.6513333333335
2000-01-26,1600.75,1617.7426666666665
2000-01-26,1601.71,1615.8053333333332
2000-01-26,1602.67,1613.9286666666667
2000-01-26,1603.74,1612.0413333333336
2000-01-26,1604.81,1610.2036666666668
2000-01-26,1605.88,1608.437333333333
2000-01-26,1606.94,1608.5653333333332
2000-01-27,1625.0,1609.192
2000-01-27,1621.9,1609.6123333333335
2000-01-27,1631.2,1610.2393333333334
2000-01-27,1627.88,1610.648666666667
2000-01-27,1619.02,1610.567
2000-01-27,1613.03,1610.086
2000-01-27,1616.03,1609.502
2000-01-27,1611.32,1608.6256666666666
2000-01-27,1610.15,1607.593
