Date,consumption_pct_gdp,consumption_pct_gdp_MA30
2000-01-06,64.65,
2000-01-06,64.65,
2000-01-06,64.65,
2000-01-06,64.65,
2000-01-06,64.65,
2000-01-06,64.65,
2000-01-06,64.65,
2000-01-06,64.65,
2000-01-07,64.65,
2000-01-07,64.65,
2000-01-07,64.65,
2000-01-07,64.65,
2000-01-07,64.65,
2000-01-07,64.65,
2000-01-07,64.65,
2000-01-07,64.65,
2000-01-07,64.65,
2000-01-07,64.65,
2000-01-08,64.65,
2000-01-08,64.65,
2000-01-08,64.65,
2000-01-08,64.65,
2000-01-08,64.65,
2000-01-08,64.65,
2000-01-08,64.65,
2000-01-08,64.65,
2000-01-08,64.65,
2000-01-08,64.65,
2000-01-09,64.65,
2000-01-09,64.65,64.65
2000-01-09,64.65,64.65
2000-01-09,64.65,64.65
2000-01-09,64.65,64.65
2000-01-09,64.65,64.65
2000-01-09,64.65,64.65
2000-01-09,64.65,64.65
2000-01-09,64.65,64.65
2000-01-09,64.65,64.65
2000-01-10,64.65,64.65
2000-01-10,64.65,64.65
2000-01-10,64.65,64.65
2000-01-10,64.65,64.65
2000-01-10,64.65,64.65
2000-01-10,64.65,64.65
2000-01-10,64.65,64.65
2000-01-10,64.65,64.65
2000-01-10,64.65,64.65
2000-01-10,64.65,64.65
2000-01-10,64.65,64.65
2000-01-11,64.65,64.65
2000-01-11,64.65,64.65
2000-01-11,64.65,64.65
2000-01-11,64.65,64.65
2000-01-11,64.65,64.65
2000-01-11,64.65,64.65
2000-01-11,64.65,64.65
2000-01-11,64.65,64.65
2000-01-11,64.65,64.65
2000-01-11,64.65,64.65
2000-01-12,64.65,64.65
2000-01-12,64.65,64.65
2000-01-12,64.65,64.65
2000-01-12,64.65,64.65
2000-01-12,64.65,64.65
2000-01-12,64.65,64.65
2000-01-12,64.65,64.65
2000-01-12,64.65,64.65
2000-01-12,64.65,64.65
2000-01-12,64.65,64.65
2000-01-13,64.65,64.65
2000-01-13,64.65,64.65
2000-01-13,64.65,64.65
2000-01-13,64.65,64.65
2000-01-13,64.65,64.65
2000-01-13,64.65,64.65
2000-01-13,64.65,64.65
2000-01-13,64.65,64.65
2000-01-13,64.65,64.65
2000-01-13,64.65,64.65
2000-01-14,64.65,64.65
2000-01-14,64.65,64.65
2000-01-14,64.65,64.65
2000-01-14,64.65,64.65
2000-01-14,64.65,64.65
2000-01-14,64.65,64.65
2000-01-14,64.65,64.65
2000-01-14,64.65,64.65
2000-01-14,64.65,64.65
2000-01-14,64.65,64.65
2000-01-15,64.65,64.65
2000-01-19,60.09,64.498
2000-01-19,60.14,64.34766666666667
2000-01-19,60.19,64.19900000000001
2000-01-19,60.21,64.051
2000-01-19,60.24,63.904
2000-01-19,60.26,63.75766666666667
2000-01-19,60.29,63.61233333333334
2000-01-19,60.31,63.46766666666667
2000-01-20,59.1,63.28266666666668
2000-01-20,59.22,63.10166666666667
2000-01-20,59.33,62.924333333333344
2000-01-20,59.46,62.75133333333334
2000-01-20,59.64,62.58433333333333
2000-01-20,59.55,62.41433333333334
2000-01-20,59.81,62.25300000000001
2000-01-20,59.89,62.09433333333333
2000-01-20,59.98,61.93866666666667
2000-01-20,60.04,61.785
2000-01-20,59.72,61.62066666666667
2000-01-21,58.88,61.428333333333335
2000-01-21,59.04,61.24133333333334
