Date,population_million,urbanization_pct,population_million_MA30,urbanization_pct_MA30
2000-01-05,58.0,48.79,,
2000-01-06,58.0,48.79,,
2000-01-07,58.0,48.79,,
2000-01-08,58.0,48.79,,
2000-01-09,58.0,48.79,,
2000-01-10,58.0,48.79,,
2000-01-11,58.0,48.79,,
2000-01-12,58.0,48.79,,
2000-01-13,58.0,48.79,,
2000-01-14,58.0,48.79,,
2000-01-18,60.7,57.17,,
2000-01-19,60.71,57.13,,
2000-01-20,60.47,57.9,,
2000-01-21,60.19,57.48,,
2000-01-22,60.46,54.28,,
2000-01-23,60.25,59.71,,
2000-01-24,60.13,58.89,,
2000-01-25,59.91,56.27,,
2000-01-26,59.95,56.67,,
2000-01-27,59.82,55.16,,
2000-01-28,60.06,54.8,,
2000-01-29,60.12,56.47,,
2000-01-30,60.09,55.77,,
2000-01-31,60.16,54.13,,
2000-02-01,60.21,55.47,,
2000-02-02,59.85,55.98,,
2000-02-03,60.11,54.15,,
2000-02-04,60.32,57.88,,
2000-02-05,60.12,55.66,,
2000-02-06,60.4,54.5,59.467666666666666,53.778999999999996
2000-02-07,60.25,52.74,59.54266666666667,53.910666666666664
2000-02-08,60.16,53.6,59.61466666666667,54.071000000000005
2000-02-09,60.05,56.59,59.683,54.331
2000-02-10,60.16,56.45,59.755,54.58633333333333
2000-02-11,59.92,58.0,59.818999999999996,54.89333333333333
2000-02-12,60.24,57.42,59.89366666666667,55.181000000000004
2000-02-13,60.33,58.87,59.971333333333334,55.517
2000-02-14,60.43,57.07,60.05233333333333,55.793
2000-02-15,60.2,56.75,60.12566666666667,56.05833333333333
2000-02-16,59.97,56.38,60.19133333333333,56.31133333333333
2000-02-17,60.18,55.11,60.174,56.242666666666665
2000-02-18,59.93,57.57,60.147999999999996,56.257333333333335
2000-02-19,60.31,59.75,60.14266666666666,56.319
2000-02-20,60.24,54.08,60.144333333333336,56.205666666666666
2000-02-21,60.28,56.82,60.138333333333335,56.290333333333336
2000-02-22,60.21,55.02,60.13700000000001,56.134
2000-02-23,60.23,56.77,60.140333333333324,56.063333333333325
2000-02-24,60.19,56.22,60.14966666666667,56.06166666666666
2000-02-25,60.04,55.92,60.15266666666666,56.03666666666666
2000-02-26,60.03,60.52,60.159666666666666,56.215333333333334
2000-02-27,60.02,57.56,60.15833333333333,56.30733333333333
2000-02-28,60.02,55.35,60.155,56.27
2000-02-29,60.37,56.95,60.16433333333334,56.30933333333334
2000-03-01,60.32,54.1,60.169666666666664,56.30833333333333
2000-03-02,60.2,53.14,60.169333333333334,56.23066666666667
2000-03-03,59.94,55.86,60.172333333333334,56.22666666666667
2000-03-04,59.63,56.33,60.156333333333336,56.29933333333334
2000-03-05,59.85,56.68,60.14066666666667,56.25933333333333
2000-03-06,59.77,54.68,60.129,56.226666666666674
2000-03-07,60.25,55.48,60.124,56.25933333333334
2000-03-08,60.25,55.36,60.124,56.34666666666667
2000-03-09,60.03,55.08,60.11966666666667,56.395999999999994
2000-03-10,59.96,56.24,60.11666666666667,56.38433333333333
2000-03-11,60.03,54.83,60.11233333333333,56.330333333333336
2000-03-12,60.28,51.42,60.12433333333333,56.111
2000-03-13,60.38,54.14,60.129000000000005,56.001666666666665
2000-03-14,60.23,51.66,60.12566666666667,55.76133333333334
2000-03-15,60.36,53.25,60.123333333333335,55.63400000000001
2000-03-16,60.21,54.69,60.123666666666665,55.565333333333335
2000-03-17,60.03,52.62,60.12566666666667,55.440000000000005
2000-03-18,60.05,53.16,60.12133333333333,55.375
2000-03-19,60.07,53.91,60.126000000000005,55.253
2000-03-20,60.45,54.35,60.13066666666666,55.07299999999999
2000-03-21,60.48,56.67,60.13866666666666,55.15933333333333
2000-03-22,60.15,54.47,60.13433333333333,55.081
2000-03-23,60.1,54.38,60.13066666666666,55.05966666666667
2000-03-24,60.18,56.7,60.129000000000005,55.05733333333333
2000-03-25,60.12,54.24,60.126666666666665,54.99133333333334
2000-03-26,60.48,55.26,60.141333333333336,54.96933333333333
2000-03-27,60.23,55.9,60.148,54.815333333333335
2000-03-28,60.15,57.03,60.15233333333333,54.79766666666667
2000-03-29,60.23,56.05,60.15933333333333,54.821
2000-03-30,60.11,55.74,60.150666666666666,54.78066666666666
2000-03-31,60.2,54.82,60.14666666666667,54.80466666666666
2000-04-01,60.15,55.82,60.145,54.894
2000-04-02,60.23,58.06,60.15466666666667,54.967333333333336
2000-04-03,60.29,56.75,60.17666666666666,54.98133333333333
2000-04-04,59.86,54.06,60.177,54.894
2000-04-05,60.14,56.04,60.18933333333334,54.93933333333333
2000-04-06,60.04,55.21,60.18233333333333,54.93033333333333
2000-04-07,60.01,57.88,60.17433333333334,55.01433333333333
2000-04-08,59.94,57.24,60.17133333333334,55.086333333333336
2000-04-09,60.2,59.01,60.17933333333333,55.17866666666667
2000-04-10,60.02,56.98,60.179,55.25033333333333
2000-04-11,60.19,55.37,60.176,55.382
2000-04-12,59.83,55.36,60.157666666666664,55.42266666666667
2000-04-13,60.04,55.2,60.15133333333333,55.54066666666666
