country_code,region,income_group,trade_balance_status,political_stability,economic_sector_dominant,currency_type,policy_framework,season,crisis_event,governance_quality,climate_impact_level,trade_bloc,financial_access,migration_trend,date,year,quarter,gdp_per_capita,inflation_rate,unemployment_rate,interest_rate,exchange_rate,exports_usd,imports_usd,debt_gdp_ratio,investment_pct_gdp,consumption_pct_gdp,population_million,urbanization_pct,internet_penetration,energy_consumption_mwh,renewable_energy_pct,income_inequality_gini,education_index,healthcare_index,poverty_rate,fdi_inflows_usd,business_confidence_index,manufacturing_pmi,economic_day_status
C02,Asia,,,Stable,Agriculture,Fiat,Mixed,Q1,None,Medium,Low,EU,Medium,,2000-01-01,2000,1,,,,,,,482465.46136475954,,,,,,,748.6334297531852,,,0.6180871257244894,,,,,,Low
C02,Asia,,Deficit,Stable,Agriculture,Fiat,,Q1,None,Medium,Low,EU,Low,Outflow,,2000,1,,,4.506104875127448,5.43866184472645,,,,,,,,,,,,,0.6267440593761002,0.643759510407238,,,46.98454992314377,,Low
,Asia,,Surplus,Moderate,Agriculture,Fiat,,Q1,,Medium,,EU,High,Neutral,2000-01-03,2000,1,,,,5.104935501846064,,,,,,,,,,,,,,,,23871.248599916275,49.457766476605975,,Medium
,Asia,,Deficit,Stable,Agriculture,,Socialist,Q1,None,Medium,Low,EU,,Outflow,2000-01-04,2000,1,,,,,,730317.6805722027,,,35.28245597843537,65.1583576324896,28.239436452744076,,,,5.519005944072084,,,,27.84370997446271,,51.70355806345204,,Low
C02,Asia,Low,Deficit,,Agriculture,Fiat,Mixed,,,High,Low,EU,,Outflow,2000-01-05,2000,1,,,6.058955140125877,,,,,,,,,,,,11.936627323229036,,0.6283511026183003,0.6609267881604483,,,,,Medium
,Asia,Low,,Stable,,Fiat,Neoliberal,,,Medium,Low,EU,,Neutral,2000-01-06,2000,1,,,,,2.8857885879416583,,502736.3594588404,63.938586250358384,31.035153894627857,61.968787113718896,,52.16046372650588,48.11578253461325,722.8012656703229,,,,,,,49.61058866274848,,Medium
C02,Asia,Low,,Stable,Agriculture,Fiat,Keynesian,Q1,None,Medium,,,Medium,Neutral,2000-01-07,2000,1,23686.63091846326,,,,,,,,,,,,57.50787511416311,,,,0.5583913330127194,,,,49.01744155838137,,Low
,Asia,Low,Deficit,Moderate,,,Neoliberal,,None,,Low,EU,Medium,Neutral,,2000,1,23711.972132984283,,4.567888598764632,,,,,36.50245097752567,,63.16889059288456,,57.124250428645226,,,,,0.5643219544681242,,21.33678787214233,,48.43167217603703,,Medium
C02,Asia,Low,Deficit,Moderate,Agriculture,Fiat,Neoliberal,Q1,None,Medium,,EU,,Inflow,2000-01-09,2000,1,,2.769682783844257,,,,,,49.47710188282881,,,28.56071078875032,,,,,,0.5952993303326747,0.6369659329907649,,,46.53022614640373,,Medium
,Asia,Low,,Stable,Agriculture,Fiat,Neoliberal,Q1,None,Medium,Medium,EU,Medium,Neutral,2000-01-10,2000,1,,,4.728274124154466,5.143205095673384,,,,50.4991046610598,,,,,,,,,,,,,,,Low
C02,Asia,Low,Surplus,Moderate,,Fiat,Neoliberal,Q1,None,,Medium,EU,High,Inflow,2000-01-11,2000,1,,,4.251995357893998,,,,501147.410918853,,,,,,,,,43.34375726805944,,0.6514785353286658,,,,,Medium
