Date,energy_consumption_mwh,energy_consumption_mwh_MA30
2000-01-18,749,
2000-01-18,751,
2000-01-18,753,
2000-01-19,774,
2000-01-19,777,
2000-01-19,776,
2000-01-19,774,
2000-01-19,768,
2000-01-19,772,
2000-01-19,760,
2000-01-19,759,
2000-01-19,757,
2000-01-19,755,
2000-01-19,764,
2000-01-20,746,
2000-01-20,737,
2000-01-20,740,
2000-01-20,743,
2000-01-20,749,
2000-01-20,771,
2000-01-20,758,
2000-01-20,764,
2000-01-20,768,
2000-01-20,753,
2000-01-21,723,
2000-01-21,711,
2000-01-21,715,
2000-01-21,719,
2000-01-21,727,
2000-01-21,734,751.5666666666667
2000-01-21,732,751.0
2000-01-21,732,750.3666666666667
2000-01-21,732,749.6666666666666
2000-01-21,731,748.2333333333333
2000-01-22,678,744.9333333333333
2000-01-22,675,741.5666666666667
2000-01-22,671,738.1333333333333
2000-01-22,670,734.8666666666667
2000-01-22,674,731.6
2000-01-22,682,729.0
2000-01-22,690,726.7
2000-01-22,699,724.7666666666667
2000-01-22,707,723.1666666666666
2000-01-22,678,720.3
2000-01-23,714,719.2333333333333
2000-01-23,722,718.7333333333333
2000-01-23,721,718.1
2000-01-23,718,717.2666666666667
2000-01-23,710,715.9666666666667
2000-01-23,685,713.1
2000-01-23,703,711.2666666666667
2000-01-23,692,708.8666666666667
2000-01-23,707,706.8333333333334
2000-01-23,699,705.0333333333333
2000-01-24,725,705.1
2000-01-24,728,705.6666666666666
2000-01-24,727,706.0666666666667
2000-01-24,726,706.3
2000-01-24,724,706.2
2000-01-24,724,705.8666666666667
2000-01-24,723,705.5666666666667
2000-01-24,722,705.2333333333333
2000-01-24,722,704.9
2000-01-24,722,704.6
2000-01-24,722,706.0666666666667
2000-01-25,744,708.3666666666667
2000-01-25,742,710.7333333333333
2000-01-25,740,713.0666666666667
2000-01-25,738,715.2
2000-01-25,746,717.3333333333334
2000-01-25,737,718.9
2000-01-25,733,720.0333333333333
2000-01-25,731,720.8333333333334
2000-01-25,729,722.5333333333333
2000-01-25,735,723.2333333333333
2000-01-26,715,723.0
2000-01-26,719,722.9333333333333
2000-01-26,725,723.1666666666666
2000-01-26,731,723.8666666666667
2000-01-26,736,725.5666666666667
2000-01-26,742,726.8666666666667
2000-01-26,745,728.6333333333333
2000-01-26,748,730.0
2000-01-26,748,731.6333333333333
2000-01-26,739,732.1
2000-01-27,698,731.1
2000-01-27,706,730.4
2000-01-27,699,729.5
2000-01-27,697,728.6
2000-01-27,698,727.7333333333333
2000-01-27,712,727.3666666666667
2000-01-27,703,726.7333333333333
2000-01-27,709,726.3
2000-01-27,700,725.5666666666667
2000-01-27,706,725.0333333333333
2000-01-28,713,724.0
2000-01-28,720,723.2666666666667
2000-01-28,726,722.8
2000-01-28,733,722.6333333333333
2000-01-28,741,722.4666666666667
2000-01-28,755,723.0666666666667
2000-01-28,768,724.2333333333333
2000-01-28,781,725.9
2000-01-28,788,727.8666666666667
