Date,internet_penetration,internet_penetration_MA30
2000-01-18,45.81,
2000-01-18,46.11,
2000-01-18,46.41,
2000-01-19,49.62,
2000-01-19,49.96,
2000-01-19,49.91,
2000-01-19,49.64,
2000-01-19,48.82,
2000-01-19,49.32,
2000-01-19,47.67,
2000-01-19,47.26,
2000-01-19,46.99,
2000-01-19,46.71,
2000-01-19,48.27,
2000-01-20,45.88,
2000-01-20,44.34,
2000-01-20,44.85,
2000-01-20,45.36,
2000-01-20,46.37,
2000-01-20,46.88,
2000-01-20,47.54,
2000-01-20,48.23,
2000-01-20,48.89,
2000-01-20,49.27,
2000-01-21,45.49,
2000-01-21,44.81,
2000-01-21,44.15,
2000-01-21,43.48,
2000-01-21,42.8,
2000-01-21,42.54,46.779333333333334
2000-01-21,42.76,46.677666666666674
2000-01-21,43.1,46.57733333333333
2000-01-21,43.44,46.47833333333334
2000-01-21,43.82,46.285
2000-01-22,51.94,46.351
2000-01-22,52.33,46.431666666666665
2000-01-22,52.61,46.53066666666667
2000-01-22,52.16,46.642
2000-01-22,51.5,46.714666666666666
2000-01-22,50.15,46.797333333333334
2000-01-22,49.17,46.861
2000-01-22,47.84,46.88933333333333
2000-01-22,46.5,46.882333333333335
2000-01-22,50.81,46.967
2000-01-23,49.91,47.10133333333333
2000-01-23,52.31,47.367
2000-01-23,51.37,47.58433333333333
2000-01-23,50.88,47.76833333333333
2000-01-23,50.41,47.903000000000006
2000-01-23,49.89,48.00333333333333
2000-01-23,50.21,48.092333333333336
2000-01-23,50.73,48.175666666666665
2000-01-23,51.35,48.257666666666665
2000-01-23,49.62,48.269333333333336
2000-01-24,54.44,48.56766666666667
2000-01-24,53.68,48.86333333333333
2000-01-24,55.62,49.24566666666667
2000-01-24,51.88,49.525666666666666
2000-01-24,52.78,49.858333333333334
2000-01-24,54.91,50.27066666666666
2000-01-24,55.15,50.68366666666667
2000-01-24,54.68,51.06966666666666
2000-01-24,54.17,51.42733333333333
2000-01-24,53.23,51.741
2000-01-24,55.36,51.855
2000-01-25,52.91,51.87433333333333
2000-01-25,51.28,51.83
2000-01-25,50.83,51.785666666666664
2000-01-25,50.38,51.748333333333335
2000-01-25,50.04,51.74466666666667
2000-01-25,50.32,51.783
2000-01-25,50.64,51.876333333333335
2000-01-25,51.11,52.029999999999994
2000-01-25,51.77,52.062
2000-01-25,52.41,52.14533333333333
2000-01-26,49.38,52.04766666666667
2000-01-26,50.15,52.007
2000-01-26,48.82,51.938333333333325
2000-01-26,51.03,51.958999999999996
2000-01-26,51.88,52.025333333333336
2000-01-26,52.41,52.09866666666667
2000-01-26,52.86,52.169666666666664
2000-01-26,53.29,52.23433333333333
2000-01-26,53.55,52.36533333333333
2000-01-26,53.25,52.32566666666666
2000-01-27,45.15,52.041333333333334
2000-01-27,45.28,51.696666666666665
2000-01-27,45.41,51.481
2000-01-27,45.62,51.242333333333335
2000-01-27,45.85,50.940333333333335
2000-01-27,46.09,50.63833333333333
2000-01-27,46.65,50.37066666666667
2000-01-27,47.18,50.13766666666666
2000-01-27,47.74,49.95466666666666
2000-01-27,48.29,49.71900000000001
2000-01-28,47.74,49.54666666666667
2000-01-28,47.33,49.415
2000-01-28,46.94,49.28533333333334
2000-01-28,46.58,49.15866666666667
2000-01-28,46.26,49.032666666666664
2000-01-28,45.66,48.87733333333334
2000-01-28,45.47,48.705
2000-01-28,45.3,48.51133333333334
2000-01-28,45.15,48.29066666666667
2000-01-28,45.92,48.074333333333335
2000-01-29,50.21,48.102
2000-01-29,51.07,48.132666666666665
2000-01-29,51.05,48.207
2000-01-29,50.83,48.200333333333326
2000-01-29,50.6,48.157666666666664
2000-01-29,49.32,48.05466666666666
2000-01-29,50.83,47.987
2000-01-29,48.89,47.840333333333334
2000-01-29,48.5,47.672
2000-01-29,48.12,47.501
2000-01-29,49.76,47.65466666666667
2000-01-30,47.99,47.745000000000005
2000-01-30,48.25,47.839666666666666
2000-01-30,47.5,47.90233333333334
2000-01-30,47.74,47.965333333333334
2000-01-30,48.78,48.055
2000-01-30,49.76,48.15866666666667
2000-01-30,49.25,48.22766666666667
2000-01-30,50.26,48.311666666666675
2000-01-30,50.56,48.38733333333333
2000-01-30,48.5,48.412666666666674
2000-01-31,49.59,48.48799999999999
2000-01-31,49.29,48.566333333333326
2000-01-31,49.02,48.647666666666666
2000-01-31,48.68,48.72833333333333
2000-01-31,48.38,48.818999999999996
2000-01-31,47.78,48.896
2000-01-31,47.69,48.97566666666667
2000-01-31,47.61,49.05766666666667
2000-01-31,47.5,49.11033333333333
2000-01-31,48.08,49.039333333333325
2000-02-01,52.29,49.080000000000005
2000-02-01,52.41,49.12533333333333
2000-02-01,52.48,49.18033333333333
2000-02-01,52.24,49.235
2000-02-01,51.97,49.32333333333334
2000-02-01,51.45,49.344
2000-02-01,51.07,49.416666666666664
2000-02-01,50.56,49.48533333333333
2000-02-01,50.02,49.54866666666666
2000-02-01,51.71,49.61366666666666
2000-02-02,49.02,49.647999999999996
2000-02-02,52.12,49.777
2000-02-02,51.92,49.92433333333334
2000-02-02,51.71,50.056666666666665
2000-02-02,51.41,50.14433333333333
2000-02-02,51.11,50.18933333333333
2000-02-02,50.79,50.24066666666667
2000-02-02,50.49,50.248333333333335
2000-02-02,50.19,50.236
2000-02-02,49.89,50.282333333333334
2000-02-02,49.47,50.278333333333336
2000-02-03,49.19,50.275
2000-02-03,48.76,50.26633333333333
2000-02-03,49.68,50.29966666666667
2000-02-03,48.5,50.303666666666665
2000-02-03,50.15,50.382666666666665
2000-02-03,48.03,50.394
2000-02-03,48.16,50.412333333333336
2000-02-03,48.38,50.44166666666667
2000-02-03,48.61,50.45933333333334
2000-02-03,48.25,50.324666666666666
2000-02-04,45.11,50.08133333333333
2000-02-04,45.88,49.86133333333334
2000-02-04,46.9,49.68333333333333
2000-02-04,47.95,49.54933333333334
2000-02-04,48.74,49.458999999999996
2000-02-04,49.27,49.399
2000-02-04,49.81,49.374
2000-02-04,50.32,49.384
2000-02-04,50.68,49.349666666666664
2000-02-04,50.47,49.398
2000-02-05,49.04,49.29533333333333
2000-02-05,48.27,49.17366666666667
2000-02-05,47.37,49.029
2000-02-05,46.41,48.86233333333333
2000-02-05,45.45,48.67366666666667
2000-02-05,44.81,48.474333333333334
2000-02-05,44.34,48.26933333333333
2000-02-05,43.85,48.058
2000-02-05,44.06,47.86366666666667
2000-02-05,44.59,47.701
2000-02-06,54.85,47.88966666666667
2000-02-06,54.7,48.087666666666664
2000-02-06,54.42,48.24566666666667
2000-02-06,53.89,48.425333333333334
2000-02-06,53.35,48.532000000000004
2000-02-06,52.05,48.666000000000004
2000-02-06,51.3,48.77066666666666
2000-02-06,50.56,48.843333333333334
2000-02-06,49.79,48.882666666666665
2000-02-06,52.82,49.035
2000-02-07,47.82,49.12533333333333
2000-02-07,45.73,49.120333333333335
2000-02-07,46.43,49.10466666666667
2000-02-07,47.16,49.07833333333333
2000-02-07,48.65,49.07533333333333
2000-02-07,51.18,49.139
2000-02-07,49.91,49.14233333333333
2000-02-07,52.29,49.20799999999999
2000-02-07,52.93,49.283
2000-02-07,53.57,49.38633333333333
2000-02-07,54.21,49.55866666666667
2000-02-08,43.59,49.40266666666667
2000-02-08,43.48,49.273
2000-02-08,43.4,49.17266666666667
2000-02-08,43.46,49.10633333333333
2000-02-08,43.55,49.06433333333334
2000-02-08,43.65,49.041333333333334
2000-02-08,43.76,49.038333333333334
2000-02-08,43.89,49.03266666666666
2000-02-08,44.34,49.02433333333333
2000-02-08,45.02,48.69666666666667
2000-02-09,46.75,48.431666666666665
2000-02-09,46.28,48.160333333333334
2000-02-09,45.81,47.891
2000-02-09,45.36,47.62466666666667
2000-02-09,44.42,47.37033333333333
2000-02-09,44.0,47.126999999999995
2000-02-09,44.17,46.914
2000-02-09,43.8,46.71433333333333
2000-02-09,43.68,46.409666666666666
2000-02-09,44.89,46.312000000000005
2000-02-10,52.26,46.52966666666667
2000-02-10,47.2,46.55533333333333
2000-02-10,47.91,46.580333333333336
2000-02-10,48.68,46.58133333333333
2000-02-10,49.4,46.522
2000-02-10,49.89,46.52133333333334
2000-02-10,50.36,46.457
2000-02-10,50.83,46.38700000000001
2000-02-10,51.3,46.31133333333334
2000-02-10,51.79,46.23066666666667
2000-02-11,52.78,46.537
2000-02-11,52.99,46.854
2000-02-11,52.56,47.15933333333333
2000-02-11,53.18,47.483333333333334
2000-02-11,52.26,47.77366666666667
2000-02-11,53.12,48.089333333333336
2000-02-11,52.99,48.397
2000-02-11,52.78,48.69333333333334
2000-02-11,52.56,48.967333333333336
2000-02-11,53.25,49.24166666666667
2000-02-12,50.88,49.37933333333333
2000-02-12,50.68,49.525999999999996
2000-02-12,50.51,49.68266666666667
2000-02-12,50.41,49.851
2000-02-12,50.32,50.04766666666667
2000-02-12,50.49,50.264
2000-02-12,50.68,50.481
2000-02-12,50.9,50.717666666666666
2000-02-12,51.11,50.965333333333334
2000-02-12,51.43,51.18333333333333
2000-02-12,51.86,51.169999999999995
2000-02-13,50.94,51.29466666666667
2000-02-13,51.05,51.39933333333333
2000-02-13,51.15,51.48166666666666
2000-02-13,51.26,51.54366666666667
2000-02-13,51.32,51.59133333333333
2000-02-13,51.32,51.623333333333335
2000-02-13,51.24,51.63699999999999
2000-02-13,51.15,51.632
2000-02-13,51.05,51.60733333333334
2000-02-13,51.39,51.561
2000-02-14,50.15,51.46633333333333
2000-02-14,50.79,51.407333333333334
2000-02-14,50.62,51.322
2000-02-14,50.47,51.26233333333333
2000-02-14,50.3,51.16833333333333
2000-02-14,49.98,51.068
2000-02-14,49.79,50.968333333333334
2000-02-14,49.55,50.868
2000-02-14,49.34,50.73766666666666
2000-02-14,49.19,50.681333333333335
2000-02-15,48.97,50.62433333333333
2000-02-15,48.89,50.57033333333333
2000-02-15,49.04,50.52466666666667
2000-02-15,48.82,50.474666666666664
2000-02-15,49.08,50.42766666666667
2000-02-15,48.74,50.36299999999999
2000-02-15,48.82,50.29366666666667
2000-02-15,48.93,50.221
2000-02-15,49.06,50.14199999999999
2000-02-15,48.76,50.038666666666664
2000-02-16,49.42,49.98799999999999
2000-02-16,49.4,49.933
2000-02-16,49.38,49.874
2000-02-16,49.36,49.81066666666667
2000-02-16,49.34,49.74466666666667
2000-02-16,49.29,49.677
2000-02-16,49.27,49.61133333333333
2000-02-16,49.23,49.54733333333333
2000-02-16,49.17,49.48466666666666
2000-02-16,49.12,49.409
2000-02-16,49.32,49.38133333333334
2000-02-17,49.34,49.333
2000-02-17,49.29,49.288666666666664
2000-02-17,49.32,49.25033333333334
2000-02-17,49.34,49.218333333333334
2000-02-17,49.29,49.19533333333333
2000-02-17,49.38,49.181666666666665
2000-02-17,49.4,49.17666666666666
2000-02-17,49.4,49.17866666666667
2000-02-17,49.42,49.18633333333333
2000-02-17,49.36,49.199333333333335
2000-02-18,49.1,49.20633333333333
2000-02-18,49.15,49.21
2000-02-18,49.21,49.223
2000-02-18,49.25,49.22866666666667
2000-02-18,49.04,49.23866666666667
2000-02-18,49.27,49.25366666666667
2000-02-18,49.29,49.26566666666667
2000-02-18,49.29,49.27333333333333
2000-02-18,49.29,49.291000000000004
2000-02-18,49.27,49.28600000000001
2000-02-19,46.32,49.18333333333333
2000-02-19,46.75,49.09566666666667
2000-02-19,47.18,49.023
2000-02-19,47.61,48.965333333333334
2000-02-19,48.03,48.92333333333333
2000-02-19,48.44,48.89566666666667
2000-02-19,48.78,48.88066666666667
2000-02-19,48.89,48.87133333333334
2000-02-19,48.97,48.86633333333334
2000-02-19,48.65,48.844
2000-02-20,44.44,48.68066666666667
2000-02-20,45.98,48.57033333333334
