Date,investment_pct_gdp,investment_pct_gdp_MA30
2000-01-18,41.0,
2000-01-18,41.0,
2000-01-18,41.0,
2000-01-19,41.0,
2000-01-19,41.0,
2000-01-19,41.0,
2000-01-19,41.0,
2000-01-19,41.0,
2000-01-19,41.0,
2000-01-19,41.0,
2000-01-19,41.0,
2000-01-19,41.0,
2000-01-19,41.0,
2000-01-19,41.0,
2000-01-20,40.13,
2000-01-20,39.88,
2000-01-20,39.89,
2000-01-20,40.01,
2000-01-20,40.25,
2000-01-20,40.37,
2000-01-20,40.61,
2000-01-20,40.85,
2000-01-20,41.0,
2000-01-20,41.0,
2000-01-21,40.42,
2000-01-21,40.46,
2000-01-21,40.48,
2000-01-21,40.43,
2000-01-21,40.38,
2000-01-21,40.32,40.68266666666667
2000-01-21,40.25,40.657666666666664
2000-01-21,40.14,40.629
2000-01-21,40.03,40.59666666666667
2000-01-21,39.94,40.56133333333333
2000-01-22,39.82,40.522000000000006
2000-01-22,39.87,40.48433333333333
2000-01-22,39.93,40.44866666666667
2000-01-22,39.99,40.415
2000-01-22,40.05,40.38333333333333
2000-01-22,40.16,40.355333333333334
2000-01-22,40.23,40.32966666666667
2000-01-22,40.3,40.306333333333335
2000-01-22,40.37,40.285333333333334
2000-01-22,40.1,40.25533333333333
2000-01-23,39.64,40.239
2000-01-23,39.78,40.23566666666667
2000-01-23,39.73,40.23033333333333
2000-01-23,39.7,40.22
2000-01-23,39.67,40.20066666666666
2000-01-23,39.67,40.17733333333333
2000-01-23,39.69,40.14666666666666
2000-01-23,39.73,40.10933333333333
2000-01-23,39.77,40.068333333333335
2000-01-23,39.65,40.02333333333333
2000-01-24,39.96,40.008
2000-01-24,39.93,39.99033333333333
2000-01-24,39.98,39.97366666666667
2000-01-24,39.86,39.95466666666667
2000-01-24,39.9,39.93866666666666
2000-01-24,39.98,39.92733333333333
2000-01-24,39.95,39.91733333333333
2000-01-24,39.92,39.910000000000004
2000-01-24,39.89,39.90533333333333
2000-01-24,39.83,39.90166666666667
2000-01-24,40.0,39.907666666666664
2000-01-25,40.23,39.919666666666664
2000-01-25,39.83,39.916333333333334
2000-01-25,39.81,39.910333333333334
2000-01-25,39.83,39.903
2000-01-25,39.87,39.89333333333333
2000-01-25,39.91,39.88266666666666
2000-01-25,39.95,39.870999999999995
2000-01-25,40.0,39.858666666666664
2000-01-25,40.08,39.85799999999999
2000-01-25,40.16,39.87533333333333
