Date,internet_penetration,internet_penetration_MA30
2000-01-19,43.5,
2000-01-19,43.54,
2000-01-19,43.59,
2000-01-19,43.63,
2000-01-19,43.68,
2000-01-19,43.73,
2000-01-19,43.82,
2000-01-19,43.91,
2000-01-20,39.17,
2000-01-20,39.95,
2000-01-20,40.79,
2000-01-20,41.6,
2000-01-20,42.13,
2000-01-20,43.38,
2000-01-20,42.96,
2000-01-20,43.8,
2000-01-20,44.05,
2000-01-20,43.98,
2000-01-20,42.55,
2000-01-21,40.05,
2000-01-21,42.2,
2000-01-21,41.69,
2000-01-21,40.88,
2000-01-21,39.24,
2000-01-21,38.06,
2000-01-21,38.38,
2000-01-21,38.33,
2000-01-21,38.73,
2000-01-21,38.8,
2000-01-22,37.78,41.59666666666667
2000-01-22,38.26,41.422000000000004
2000-01-22,38.94,41.26866666666667
2000-01-22,39.88,41.144999999999996
2000-01-22,40.81,41.051
2000-01-22,42.11,40.998666666666665
2000-01-22,42.59,40.96066666666666
2000-01-22,42.92,40.93066666666667
2000-01-22,42.62,40.88766666666666
2000-01-22,41.64,40.970000000000006
2000-01-23,41.5,41.02166666666667
2000-01-23,43.47,41.111000000000004
2000-01-23,42.96,41.15633333333333
2000-01-23,42.41,41.16566666666667
2000-01-23,40.46,41.068333333333335
2000-01-23,38.61,40.923333333333325
2000-01-23,39.4,40.776666666666664
2000-01-23,38.08,40.577666666666666
2000-01-23,37.55,40.36333333333333
2000-01-23,37.31,40.18866666666667
2000-01-24,43.87,40.316
2000-01-24,44.1,40.379333333333335
2000-01-24,44.31,40.46666666666667
2000-01-24,44.51,40.58766666666667
2000-01-24,44.75,40.77133333333334
2000-01-24,44.86,40.998
2000-01-24,44.98,41.217999999999996
2000-01-24,45.09,41.44333333333334
2000-01-24,45.07,41.65466666666667
2000-01-24,44.54,41.846000000000004
2000-01-24,44.0,42.05333333333333
2000-01-25,42.99,42.211
2000-01-25,42.66,42.33500000000001
2000-01-25,42.36,42.41766666666667
2000-01-25,42.18,42.46333333333334
2000-01-25,42.55,42.477999999999994
2000-01-25,43.15,42.49666666666667
2000-01-25,42.85,42.49433333333333
2000-01-25,43.45,42.522000000000006
2000-01-25,43.66,42.58933333333333
2000-01-25,42.31,42.61633333333334
2000-01-26,45.79,42.693666666666665
2000-01-26,43.31,42.705333333333336
2000-01-26,43.82,42.75233333333333
2000-01-26,44.44,42.885
2000-01-26,45.07,43.10033333333333
2000-01-26,45.53,43.30466666666666
2000-01-26,45.86,43.564
2000-01-26,46.16,43.851000000000006
