Date,exports_usd,imports_usd,exports_usd_MA30,imports_usd_MA30
2000-01-18,451566.95,443732.19,,
2000-01-19,458689.46,417022.79,,
2000-01-20,380000.0,340000.0,,
2000-01-21,506054.13,355769.23,,
2000-01-22,682692.31,475427.35,,
2000-01-23,501424.5,422008.55,,
2000-01-24,473646.72,424145.3,,
2000-01-25,524928.77,419515.67,,
2000-01-26,470441.6,360754.99,,
2000-01-27,444088.32,340000.0,,
2000-01-28,547364.67,390313.39,,
2000-01-29,530270.66,469017.09,,
2000-01-30,480769.23,440170.94,,
2000-01-31,408475.78,435897.44,,
2000-02-01,543091.17,501780.63,,
2000-02-02,458333.33,436253.56,,
2000-02-03,464387.46,448361.82,,
2000-02-04,440170.94,426282.05,,
2000-02-05,442307.69,458333.33,,
2000-02-06,446937.32,482193.73,,
2000-02-07,430911.68,408831.91,,
2000-02-08,443732.19,409544.16,,
2000-02-09,491452.99,458333.33,,
2000-02-10,519586.89,491809.12,,
2000-02-11,461894.59,422364.67,,
2000-02-12,519586.89,465455.84,,
2000-02-13,579059.83,415598.29,,
2000-02-14,619301.99,405982.91,,
2000-02-15,459045.58,446581.2,,
2000-02-16,407407.41,340000.0,486254.03500000003,425049.3826666667
2000-02-17,503917.38,340000.0,487999.0493333333,421591.64300000004
2000-02-18,425925.93,340000.0,486906.93166666664,419024.2166666667
2000-02-19,456196.58,363603.99,489446.81766666664,419811.01633333333
2000-02-20,486467.24,452279.2,488793.9213333333,423028.01533333334
2000-02-21,407407.41,400997.15,479617.75800000003,420547.00866666663
2000-02-22,500356.13,340000.0,479582.1456666667,417813.39033333334
2000-02-23,458689.46,435897.44,479083.57033333334,418205.1283333333
2000-02-24,457799.145,458333.33,476845.9161666667,419499.0503333333
2000-02-25,456908.83,498575.5,476394.8238333334,424093.0673333333
2000-02-26,441951.57,503561.25,476323.59883333335,429545.109
2000-02-27,524928.77,452279.2,475575.73550000007,431610.636
2000-02-28,471509.97,487535.61,473617.04583333334,432227.92
2000-02-29,456196.58,456908.83,472797.95749999996,432785.84966666665
2000-03-01,462606.84,392450.14,474602.3261666667,431337.6063333333
2000-03-02,578703.7,466880.34,475789.41050000006,430174.2633333333
2000-03-03,513532.76,418447.29,477629.3915,429580.721
2000-03-04,450498.58,424857.55,477166.42883333337,428797.2453333334
2000-03-05,465099.72,422720.8,477997.3881666667,428678.53699999995
2000-03-06,576923.08,431267.81,482484.56783333333,427776.353
2000-03-07,524216.52,433048.43,485060.5411666667,426138.1763333333
2000-03-08,471866.1,438746.44,486425.68850000005,427135.3273333333
2000-03-09,461538.46,402421.65,487019.2308333333,426897.91033333336
2000-03-10,413461.54,398504.27,484419.5158333333,424903.60833333334
2000-03-11,407407.41,369658.12,480680.1998333334,420831.9083333333
2000-03-12,397079.77,431980.06,478519.70583333337,421152.42133333336
2000-03-13,435897.44,411680.91,475730.0575,419359.9236666666
2000-03-14,490028.49,430199.43,472762.34616666666,419846.62833333336
2000-03-15,567307.69,405982.91,471029.2028333333,419846.62833333336
2000-03-16,643162.39,416666.67,477166.4298333333,418849.47733333334
2000-03-17,529914.53,477207.98,481250.00049999997,423423.0766666666
