Date,investment_pct_gdp,investment_pct_gdp_MA30
2000-01-05,23.07,
2000-01-06,23.07,
2000-01-07,23.07,
2000-01-08,23.07,
2000-01-09,23.07,
2000-01-10,23.07,
2000-01-11,23.07,
2000-01-12,23.07,
2000-01-13,23.07,
2000-01-14,23.07,
2000-01-18,34.03,
2000-01-19,38.5,
2000-01-20,33.58,
2000-01-21,33.04,
2000-01-22,33.65,
2000-01-23,33.54,
2000-01-24,38.27,
2000-01-25,35.18,
2000-01-26,34.73,
2000-01-27,35.59,
2000-01-28,31.91,
2000-01-29,29.17,
2000-01-30,32.57,
2000-01-31,33.85,
2000-02-01,33.77,
2000-02-02,29.2,
2000-02-03,30.04,
2000-02-04,33.58,
2000-02-05,34.95,
2000-02-06,32.51,30.078666666666667
2000-02-07,34.07,30.44533333333333
2000-02-08,34.64,30.831000000000003
2000-02-09,32.22,31.136
2000-02-10,36.97,31.599333333333334
2000-02-11,35.82,32.02433333333333
2000-02-12,35.1,32.425333333333334
2000-02-13,35.28,32.83233333333333
2000-02-14,37.12,33.30066666666667
2000-02-15,33.85,33.66
2000-02-16,33.03,33.992
2000-02-17,38.44,34.139
2000-02-18,38.89,34.152
2000-02-19,35.83,34.227
2000-02-20,33.71,34.24933333333333
2000-02-21,36.25,34.336
2000-02-22,30.12,34.222
2000-02-23,26.99,33.846000000000004
2000-02-24,30.27,33.68233333333333
2000-02-25,29.65,33.513
2000-02-26,29.98,33.326
2000-02-27,34.22,33.403
2000-02-28,32.03,33.498333333333335
2000-02-29,27.47,33.32833333333333
2000-03-01,38.24,33.474666666666664
2000-03-02,38.73,33.64
2000-03-03,32.53,33.751
2000-03-04,36.18,33.955666666666666
2000-03-05,37.77,34.095333333333336
2000-03-06,37.36,34.175666666666665
2000-03-07,33.34,34.20333333333333
2000-03-08,30.09,34.07066666666667
2000-03-09,34.44,34.064
2000-03-10,35.6,34.17666666666666
2000-03-11,34.06,34.07966666666667
2000-03-12,31.43,33.93333333333333
2000-03-13,31.53,33.81433333333334
2000-03-14,35.74,33.82966666666667
2000-03-15,35.88,33.788333333333334
2000-03-16,33.25,33.76833333333333
2000-03-17,33.53,33.785
2000-03-18,35.34,33.681666666666665
2000-03-19,31.93,33.449666666666666
2000-03-20,34.65,33.410333333333334
2000-03-21,35.09,33.45633333333333
2000-03-22,34.6,33.40133333333333
2000-03-23,34.44,33.54533333333333
2000-03-24,32.56,33.731
2000-03-25,37.79,33.98166666666667
2000-03-26,37.05,34.22833333333333
2000-03-27,32.56,34.31433333333334
2000-03-28,38.98,34.473
2000-03-29,36.89,34.635
2000-03-30,34.45,34.867666666666665
2000-03-31,35.41,34.77333333333333
2000-04-01,36.34,34.693666666666665
2000-04-02,32.58,34.69533333333334
2000-04-03,34.64,34.644
2000-04-04,35.8,34.57833333333334
