country_code,region,income_group,trade_balance_status,political_stability,economic_sector_dominant,currency_type,policy_framework,season,crisis_event,governance_quality,climate_impact_level,trade_bloc,financial_access,migration_trend,date,year,quarter,gdp_per_capita,inflation_rate,unemployment_rate,interest_rate,exchange_rate,exports_usd,imports_usd,debt_gdp_ratio,investment_pct_gdp,consumption_pct_gdp,population_million,urbanization_pct,internet_penetration,energy_consumption_mwh,renewable_energy_pct,income_inequality_gini,education_index,healthcare_index,poverty_rate,fdi_inflows_usd,business_confidence_index,manufacturing_pmi,economic_day_status
C03,,,Deficit,Unstable,Services,Fiat,,Q1,None,,High,,Medium,,,2000,1,,,,,,,,,,,,,,1084.7722904280768,12.602892570247125,,,,,,,,Low
,,Upper-Middle,Deficit,,Services,,,,None,,Low,,,Inflow,2000-01-02,2000,1,,,7.467908505939715,,,,,,,,,53.78809343489485,,1113.3264576604838,,29.518362177863203,0.5734612445487853,,,33617.53194805716,49.05942992315049,,Medium
C03,Asia,Upper-Middle,Deficit,Unstable,,Fiat,Neoliberal,Q1,None,Low,Low,,High,Inflow,,2000,1,24563.424292780284,,4.546434847367154,,,,,,,,,,,,6.206822246761864,,,,,,,52.73169064661692,Low
C03,Asia,Upper-Middle,Surplus,,Services,Fiat,Socialist,,,,,ASEAN,Low,Outflow,,2000,1,,,5.903843979749614,4.611989071202753,1.5263056385310037,637235.2507350957,,,,,,,50.4454359713786,,,,0.5959439209328331,,24.204010358099747,19659.571513297476,,,Low
C03,Asia,Upper-Middle,,Unstable,,Fiat,Mixed,Q1,None,Low,Medium,,,,2000-01-05,2000,1,24098.95019317012,,,,1.6250466999680313,483953.5244110249,,,,,25.607230990582277,53.535010627843086,,,,,,0.6366732734058532,,33404.54547842959,,,Medium
C03,Asia,Upper-Middle,Surplus,Unstable,Services,,,,None,Low,,,,Neutral,2000-01-06,2000,1,,,,,,,,64.9093288806912,,,25.41169037658453,,,,16.48645288599627,,,,,,44.7279621161498,,Low
C03,Asia,Upper-Middle,,Unstable,Services,Fiat,Keynesian,,,,,ASEAN,,Outflow,2000-01-07,2000,1,,,,,,,,79.42736451311825,,,,,,,,,,0.6431781743690514,,,,,Medium
,Asia,,,Unstable,Services,Fiat,,Q1,None,,,,Medium,Inflow,2000-01-08,2000,1,,,6.884264477810164,4.436494614603688,,522783.3990729472,,,,62.41625758139887,,,53.47882785226983,,,,0.5950992750252849,,,28493.677262625024,,,Medium
C03,Asia,Upper-Middle,Deficit,Unstable,Services,Fiat,Socialist,Q1,,Low,Low,ASEAN,,Inflow,,2000,1,,,7.357625904571126,,,,,49.91103095351777,32.947343183362584,65.69826132512985,,,,,,,,,,,,,Medium
,,Upper-Middle,Neutral,Unstable,Services,Fiat,,Q1,None,Low,,,High,Neutral,2000-01-10,2000,1,,,,7.379808331292993,,,,56.95701632390719,,,,53.7505955188964,,1055.4778462975414,,,,,26.81241365710673,,,,Low
