Date,energy_consumption_mwh,energy_consumption_mwh_MA30
2000-01-05,1171.47,
2000-01-06,1171.47,
2000-01-07,1171.47,
2000-01-08,1171.47,
2000-01-09,1171.47,
2000-01-10,1171.47,
2000-01-11,1171.47,
2000-01-12,1171.47,
2000-01-13,1171.47,
2000-01-14,1171.47,
2000-01-18,1081.88,
2000-01-19,1103.12,
2000-01-20,1088.46,
2000-01-21,1063.93,
2000-01-22,1056.45,
2000-01-23,1063.63,
2000-01-24,1039.55,
2000-01-25,1076.35,
2000-01-26,1078.29,
2000-01-27,1064.53,
2000-01-28,1052.41,
2000-01-29,1069.76,
2000-01-30,1078.74,
2000-01-31,1094.44,
2000-02-01,1099.08,
2000-02-02,1114.34,
2000-02-03,1093.85,
2000-02-04,1065.13,
2000-02-05,1079.04,
2000-02-06,1109.7,1109.5793333333334
2000-02-07,1089.81,1106.8573333333334
2000-02-08,1087.71,1104.0653333333332
2000-02-09,1074.1,1100.8196666666668
2000-02-10,1078.29,1097.7136666666665
2000-02-11,1067.22,1094.2386666666669
2000-02-12,1039.4,1089.8363333333334
2000-02-13,1049.27,1085.763
2000-02-14,1051.82,1081.7746666666667
2000-02-15,1084.72,1078.883
2000-02-16,1045.83,1074.695
2000-02-17,1062.88,1074.0616666666667
2000-02-18,1053.16,1072.3963333333334
2000-02-19,1042.84,1070.8756666666666
2000-02-20,1074.25,1071.2196666666666
2000-02-21,1091.3,1072.3813333333333
2000-02-22,1077.54,1072.845
2000-02-23,1055.11,1073.3636666666666
2000-02-24,1064.23,1072.9596666666666
2000-02-25,1074.4,1072.8300000000002
2000-02-26,1080.09,1073.3486666666665
2000-02-27,1052.71,1073.3586666666667
2000-02-28,1056.0,1072.9
2000-02-29,1089.81,1073.269
2000-03-01,1101.77,1073.5133333333333
2000-03-02,1101.32,1073.588
2000-03-03,1101.47,1073.159
2000-03-04,1094.74,1073.1886666666664
2000-03-05,1050.92,1072.715
2000-03-06,1047.63,1071.6680000000001
2000-03-07,1108.35,1071.623
2000-03-08,1107.61,1072.2163333333333
2000-03-09,1105.81,1072.8196666666668
2000-03-10,1099.23,1073.6573333333333
2000-03-11,1075.3,1073.5576666666666
2000-03-12,1101.77,1074.7093333333335
2000-03-13,1097.29,1076.639
2000-03-14,1077.84,1077.5913333333333
2000-03-15,1064.68,1078.02
2000-03-16,1094.0,1078.3293333333334
2000-03-17,1070.96,1079.1670000000001
2000-03-18,1066.32,1079.2816666666668
2000-03-19,1104.17,1080.982
2000-03-20,1085.32,1082.398
2000-03-21,1114.94,1083.7543333333333
2000-03-22,1082.33,1083.4553333333333
2000-03-23,1052.26,1082.6126666666667
2000-03-24,1075.9,1083.3056666666666
2000-03-25,1074.4,1083.6446666666666
2000-03-26,1088.01,1084.0983333333334
2000-03-27,1093.55,1084.547
2000-03-28,1091.75,1085.8483333333331
2000-03-29,1089.36,1086.9603333333332
2000-03-30,1087.41,1086.8803333333333
2000-03-31,1086.07,1086.357
2000-04-01,1101.47,1086.362
2000-04-02,1080.53,1085.664
2000-04-03,1085.32,1085.35
2000-04-04,1079.49,1086.3023333333333
2000-04-05,1111.79,1088.441
2000-04-06,1084.42,1087.6433333333332
2000-04-07,1068.72,1086.347
2000-04-08,1040.6,1084.1733333333332
2000-04-09,1089.96,1083.8643333333334
2000-04-10,1121.07,1085.39
2000-04-11,1092.8,1085.091
2000-04-12,1013.53,1082.299
2000-04-13,1015.32,1080.215
2000-04-14,1035.96,1079.2576666666669
2000-04-15,1044.19,1077.5973333333334
2000-04-16,1063.03,1077.3329999999999
2000-04-17,1053.16,1076.8943333333332
2000-04-18,1063.78,1075.548
2000-04-19,1028.93,1073.6683333333335
2000-04-20,1059.15,1071.8086666666666
2000-04-21,1085.32,1071.9083333333333
2000-04-22,1061.54,1072.2176666666667
2000-04-23,1049.57,1071.34
2000-04-24,1048.53,1070.4776666666667
2000-04-25,1047.48,1069.1266666666666
2000-04-26,1052.41,1067.7553333333335
2000-04-27,1097.14,1067.9350000000002
2000-04-28,1045.09,1066.4593333333335
2000-04-29,1060.49,1065.5620000000001
2000-04-30,1066.92,1064.9236666666668
2000-05-01,1056.75,1063.433
2000-05-02,1078.29,1063.3583333333333
2000-05-03,1144.85,1065.3426666666667
2000-05-04,1149.19,1067.666
2000-05-05,1031.77,1064.9986666666666
2000-05-06,1065.28,1064.3606666666667
2000-05-07,1092.8,1065.1633333333334
2000-05-08,1072.01,1066.2103333333334
2000-05-09,1094.15,1066.35
2000-05-10,1099.08,1065.617
2000-05-11,1112.84,1066.285
2000-05-12,1090.85,1068.8623333333333
2000-05-13,1085.17,1071.1906666666666
2000-05-14,1083.08,1072.7613333333334
2000-05-15,1057.5,1073.205
2000-05-16,1031.32,1072.1480000000001
2000-05-17,1057.05,1072.2776666666666
2000-05-18,1075.75,1072.6766666666667
2000-05-19,1064.68,1073.8683333333333
2000-05-20,1037.01,1073.1303333333333
2000-05-21,1089.96,1073.285
2000-05-22,1120.92,1075.2643333333333
2000-05-23,1112.99,1077.3783333333333
2000-05-24,1107.76,1079.3526666666667
2000-05-25,1065.28,1079.9460000000001
2000-05-26,1073.21,1080.6393333333333
2000-05-27,1063.03,1079.5023333333334
2000-05-28,1055.11,1079.8363333333332
2000-05-29,1047.33,1079.3976666666667
2000-05-30,1083.97,1079.966
2000-05-31,1088.31,1081.0179999999998
2000-06-01,1047.18,1079.981
2000-06-02,1045.24,1076.6606666666667
2000-06-03,1078.89,1074.3173333333334
2000-06-04,1052.26,1075.0003333333332
2000-06-05,1065.73,1075.0153333333335
