Date,consumption_pct_gdp,consumption_pct_gdp_MA30
2000-01-18,64.14,
2000-01-19,61.33,
2000-01-20,60.78,
2000-01-21,62.12,
2000-01-22,64.76,
2000-01-23,63.94,
2000-01-24,62.46,
2000-01-25,64.97,
2000-01-26,61.65,
2000-01-27,62.5,
2000-01-28,67.46,
2000-01-29,65.44,
2000-01-30,64.29,
2000-01-31,62.22,
2000-02-01,64.07,
2000-02-02,65.62,
2000-02-03,64.35,
2000-02-04,62.07,
2000-02-05,60.73,
2000-02-06,61.04,
2000-02-07,63.04,
2000-02-08,62.74,
2000-02-09,66.08,
2000-02-10,64.04,
2000-02-11,64.14,
2000-02-12,62.92,
2000-02-13,61.83,
2000-02-14,61.51,
2000-02-15,63.55,
2000-02-16,61.71,63.25
2000-02-17,57.8,63.038666666666664
2000-02-18,58.35,62.93933333333334
2000-02-19,64.48,63.06266666666667
2000-02-20,62.45,63.07366666666667
2000-02-21,62.12,62.98566666666667
2000-02-22,66.96,63.086333333333336
2000-02-23,67.39,63.25066666666667
2000-02-24,66.01,63.285333333333334
2000-02-25,63.5,63.346999999999994
2000-02-26,64.12,63.400999999999996
2000-02-27,63.2,63.25900000000001
2000-02-28,63.19,63.184
2000-02-29,63.68,63.16366666666667
2000-03-01,60.99,63.12266666666667
2000-03-02,61.3,63.03033333333334
2000-03-03,61.65,62.898
2000-03-04,60.4,62.766333333333336
2000-03-05,60.22,62.70466666666666
2000-03-06,61.7,62.736999999999995
2000-03-07,61.45,62.75066666666667
2000-03-08,65.61,62.83633333333333
2000-03-09,62.8,62.83833333333334
2000-03-10,60.16,62.641
2000-03-11,60.96,62.538333333333334
2000-03-12,65.78,62.592999999999996
2000-03-13,67.14,62.733666666666664
2000-03-14,62.91,62.769666666666666
2000-03-15,62.58,62.80533333333334
2000-03-16,63.95,62.818666666666665
2000-03-17,63.21,62.86866666666666
2000-03-18,63.77,63.06766666666667
2000-03-19,60.46,63.138
2000-03-20,61.45,63.037
2000-03-21,62.71,63.04566666666667
2000-03-22,65.75,63.166666666666664
2000-03-23,66.73,63.159
2000-03-24,65.53,63.097
2000-03-25,58.98,62.86266666666667
2000-03-26,60.72,62.77
2000-03-27,65.68,62.821999999999996
2000-03-28,62.5,62.79866666666667
2000-03-29,61.5,62.742333333333335
2000-03-30,63.88,62.749
2000-03-31,63.06,62.818
2000-04-01,64.32,62.91866666666667
2000-04-02,66.36,63.07566666666666
2000-04-03,63.56,63.181000000000004
2000-04-04,61.55,63.22533333333333
2000-04-05,62.59,63.255
2000-04-06,64.02,63.34066666666667
2000-04-07,64.93,63.318000000000005
2000-04-08,66.54,63.442666666666675
2000-04-09,67.29,63.68033333333334
2000-04-10,65.39,63.828
2000-04-11,60.68,63.658
2000-04-12,59.69,63.409666666666666
2000-04-13,61.57,63.365
2000-04-14,63.22,63.38633333333333
2000-04-15,60.96,63.28666666666667
2000-04-16,63.55,63.298
2000-04-17,62.3,63.249
2000-04-18,63.54,63.351666666666674
2000-04-19,62.81,63.397000000000006
2000-04-20,64.75,63.465
2000-04-21,62.05,63.34166666666667
2000-04-22,62.33,63.195
