country_code,region,income_group,trade_balance_status,political_stability,economic_sector_dominant,currency_type,policy_framework,season,crisis_event,governance_quality,climate_impact_level,trade_bloc,financial_access,migration_trend,date,year,quarter,gdp_per_capita,inflation_rate,unemployment_rate,interest_rate,exchange_rate,exports_usd,imports_usd,debt_gdp_ratio,investment_pct_gdp,consumption_pct_gdp,population_million,urbanization_pct,internet_penetration,energy_consumption_mwh,renewable_energy_pct,income_inequality_gini,education_index,healthcare_index,poverty_rate,fdi_inflows_usd,business_confidence_index,manufacturing_pmi,economic_day_status
C08,,,Surplus,Unstable,,Fiat,Neoliberal,Q1,None,,Low,,High,Neutral,2000-01-01,2000,1,,,,,,,,69.05894871814763,10.0,77.56372889665268,60.4831545939881,56.59621802923376,,,,,,,,,,,Low
C08,Americas,Upper-Middle,Deficit,Unstable,,Fiat,,,None,High,,EU,High,Outflow,2000-01-02,2000,1,,3.302056074318677,,,1.4443590826813957,,,,10.0,,,,49.408204908711,918.7596369031496,,,0.6068367871885427,,,,46.42489746112098,,Low
,Americas,,Deficit,Unstable,,,Neoliberal,Q1,,High,Low,EU,,,,2000,1,,2.4402941837216274,,,,,,,,,,,,918.3026456138664,,,0.5867986660761016,,,27633.48408769665,49.45308391236625,,Medium
,,Upper-Middle,,Unstable,Services,Fiat,Mixed,,,High,,EU,Medium,Outflow,2000-01-04,2000,1,,,5.749817249342989,,,,397481.7266175574,73.20760691843135,,,59.84584888326194,,46.84336324568239,,,,,0.6651847577633618,,,,,Low
C08,Americas,Upper-Middle,Neutral,Unstable,,Fiat,Keynesian,Q1,None,High,Medium,EU,High,Outflow,,2000,1,,,,,1.4667106742749347,,,45.186946332731566,,,60.35995480476908,,,,,28.80940142646194,,,24.19244807781885,27633.62199158622,,,Medium
,Americas,Upper-Middle,,Unstable,,Fiat,Neoliberal,Q1,None,,Medium,EU,,Neutral,,2000,1,9533.052095777384,,5.480047524037819,,,,,,,,59.60222950702196,60.0579877881409,,941.5923139567548,,,,0.6422795329116132,,,,,Low
,Americas,,Surplus,,Services,Fiat,Neoliberal,Q1,None,,Low,EU,Medium,,2000-01-07,2000,1,,,6.746551978256037,,,464175.00922916055,,60.99196639870173,10.0,,,,47.14957795276568,,12.796745771667418,,,0.6477460193338404,,,,,Medium
,Americas,Upper-Middle,,Unstable,,,,Q1,None,High,Medium,EU,Medium,Neutral,2000-01-08,2000,1,,,,,1.287251918078152,,,,10.0,72.76441375168835,59.518240196370286,,,,,,,,,,,,Medium
,Americas,,,Unstable,Services,Fiat,Socialist,Q1,,Medium,,EU,Medium,Neutral,2000-01-09,2000,1,,,,4.419887969867209,1.667294048506909,513105.057580756,,,10.0,,59.74057626417738,,,913.6811210753596,,,,,,,,,Low
,Americas,Upper-Middle,Deficit,Unstable,Services,Fiat,Mixed,,None,High,Medium,EU,Low,,2000-01-10,2000,1,,2.802105000242199,,3.7245731583982606,,558994.4281106592,,,,,,,,,,,0.566260636072746,0.6495163301339685,,,48.75769555986705,,Medium
C08,Americas,Upper-Middle,Deficit,,Services,,Socialist,,None,,High,,,Outflow,2000-01-11,2000,1,,,,,,466987.6779561416,376040.7893004752,,,,,,,,,39.75006866679636,0.5893378578498121,,,,,,Medium
C08,Americas,,Surplus,Unstable,Services,Fiat,Socialist,Q1,None,High,,,Low,Inflow,2000-01-12,2000,1,,,,6.582636785663916,,,,,,,59.93592898151103,,,,,,,0.6554306465894305,,,45.5622982787241,,Low
C08,,,Deficit,Unstable,Services,,Keynesian,Q1,None,High,Low,EU,High,Inflow,2000-01-13,2000,1,,,,,,570177.0226298764,,,,,,57.02483576944206,,,,30.68221458789125,,,,23434.72600697444,,49.06456063390186,Low
C08,,Upper-Middle,Neutral,Unstable,Services,,,,,High,Medium,EU,,Outflow,2000-01-14,2000,1,,,,,,,491686.6017300255,,10.0,,,,,,,,,,,,,44.907166441866174,Low
C08,Americas,Upper-Middle,,Unstable,,Fiat,Mixed,Q1,None,High,,,Medium,Inflow,2000-01-15,2000,1,,,4.777295370285979,6.231646803055199,,,495824.86348689126,56.66722260794913,,76.759310584403,59.870987845324166,,,,,,,,,,,,Low
C08,Americas,,,Unstable,Services,Fiat,Socialist,,None,High,High,EU,,,2000-01-16,2000,1,10851.284393884616,,,5.5862871220458405,,635195.2608704434,,,10.0,73.14747733682286,,,,,,,,,,,,51.49180932897479,Low
,Americas,,Surplus,,Services,Fiat,,,None,High,,EU,Medium,,2000-01-17,2000,1,,,,,,,,,,,,,,,,,,0.6208333263035785,22.595184480646942,24665.589642979103,,,Medium
,Americas,Upper-Middle,,Unstable,Services,Fiat,Socialist,,None,High,Medium,,,Outflow,2000-01-18,2000,1,,,,,,,,,,,,,40.550722815071225,916.7946999650088,17.097405872891876,,0.5601246824751434,,24.988969598380116,35750.70453728306,,,Medium
C08,Americas,Upper-Middle,,,Services,Fiat,Mixed,Q1,None,High,,EU,Medium,Outflow,,2000,1,10130.225620226964,,4.85965198123456,,,,,61.59557196271953,10.0,,,,40.01479373365814,988.9296024583788,11.91284745386537,,,0.629629335517078,,,,,Low
,Americas,,Deficit,Unstable,,Fiat,Socialist,Q1,,High,Medium,EU,Medium,Neutral,2000-01-20,2000,1,,,,4.74674206328163,,503188.2344474282,,,10.0,74.21216154101312,,,,,,38.64013851737072,,,,,,,Medium
,Americas,,Deficit,Unstable,Services,Fiat,,,None,,Low,EU,,Neutral,2000-01-21,2000,1,10537.061319989338,,,,,525243.5703249071,569991.4942154689,,10.0,75.0314499623023,59.85142921311224,,47.79687125296889,,,,,0.6531518502589508,,,,,Medium
C08,Americas,Upper-Middle,Surplus,,Services,Fiat,,Q1,,High,Low,EU,High,Neutral,2000-01-22,2000,1,,,,,1.4646303010756103,512753.7642199804,,,,,,,43.79541673162098,,,,,,,,,,Low
,Americas,Upper-Middle,,Unstable,Services,Fiat,Socialist,Q1,None,High,Medium,EU,Medium,Inflow,2000-01-23,2000,1,,2.7743215160597376,,,1.4343490448476668,,,,10.0,,,,,,,,,,23.964263129500367,28390.806518644717,,47.600490310960666,Low
,Americas,,Deficit,Unstable,Services,Fiat,,Q1,None,,Low,,Medium,Outflow,2000-01-24,2000,1,9529.070411842167,,4.033868203213738,,,,,,10.0,,,56.20690762703291,,,,28.661888813553084,,,,,,,Low
,Americas,,Surplus,Unstable,,Fiat,Socialist,Q1,None,High,Medium,EU,Low,,2000-01-25,2000,1,10394.157714674957,,,,,538955.0026446283,,,10.0,,,,,,16.226522790234107,,,0.6339318762209634,,,,,Medium
,Americas,Upper-Middle,Neutral,Unstable,Services,Fiat,Keynesian,Q1,None,High,,EU,,Neutral,,2000,1,,,,,,,568923.7007986722,,,,,55.52652683638824,,,10.529881533087863,39.55161440992546,,,18.305427594230604,,,,Low
C08,Americas,,,Unstable,Services,,,Q1,None,High,Low,EU,,Neutral,2000-01-27,2000,1,10162.817018580372,,6.823992627561406,,,,,,,76.31900960059328,59.53374994114444,,,,,37.74067060736856,,,,,,,Medium
C08,Americas,Upper-Middle,,Unstable,Services,,Socialist,Q1,,High,,EU,Medium,,2000-01-28,2000,1,,,,6.2546785453938,,,579153.5703467553,64.25265150441737,10.0,,,,,,,,,,,,,,Medium
C08,Americas,,Deficit,,Services,Fiat,Socialist,,,High,Low,EU,Medium,,2000-01-29,2000,1,,,,,,,,58.76279364388972,10.0,74.27401578800207,,,,,,,0.6068790115081515,,,32850.06077460012,,,Medium
C08,Americas,,Surplus,Moderate,Services,Fiat,Keynesian,Q1,None,High,High,EU,,,2000-01-30,2000,1,,1.9944787121965024,5.980341073217882,,1.5605313169753423,,,,,,,,51.10326589463182,,14.284291082296647,,,,,25116.67105076296,,,Medium
C08,Americas,Upper-Middle,,,,Fiat,,Q1,None,High,Medium,EU,,Neutral,2000-01-31,2000,1,,,,,,,,,10.0,,,55.7711105665375,,,,29.930686360522067,,,,,,53.68173113236181,Medium
,Americas,Upper-Middle,Surplus,,Services,Fiat,Mixed,,None,,Medium,EU,,Inflow,2000-02-01,2000,1,,4.10677218187758,,,1.5494732023627524,,,,,73.75853193991568,,56.48679155375375,,,,,,0.6286481325893398,,,,,Medium
,Americas,,Surplus,Unstable,Services,,,,,High,Medium,,Low,Neutral,2000-02-02,2000,1,9779.49871487665,,,,,,,,,,59.5964540460457,,41.94549805164866,,,39.394686104331086,,,,,,,Low
C08,Americas,Upper-Middle,Neutral,,Services,Fiat,Mixed,Q1,None,High,High,EU,,Outflow,2000-02-03,2000,1,,,,,,610272.4884701663,,,,,60.01715628393428,53.63388350607256,,,,45.05726586656162,0.5690288832163425,,,,46.50732835566578,48.04317178636549,Low
