Date,consumption_pct_gdp,consumption_pct_gdp_MA30
2000-01-19,75.69,
2000-01-19,75.52,
2000-01-19,75.33,
2000-01-19,75.16,
2000-01-19,74.99,
2000-01-19,74.83,
2000-01-19,74.54,
2000-01-19,74.19,
2000-01-20,73.7,
2000-01-20,73.53,
2000-01-20,73.34,
2000-01-20,73.16,
2000-01-20,73.05,
2000-01-20,73.2,
2000-01-20,73.03,
2000-01-20,73.38,
2000-01-20,73.55,
2000-01-20,73.85,
2000-01-20,72.95,
2000-01-21,74.2,
2000-01-21,73.91,
2000-01-21,74.17,
2000-01-21,74.18,
2000-01-21,74.21,
2000-01-21,73.98,
2000-01-21,74.07,
2000-01-21,73.89,
2000-01-21,73.8,
2000-01-21,74.17,
2000-01-22,70.06,73.921
2000-01-22,70.36,73.74333333333333
2000-01-22,70.78,73.58533333333334
2000-01-22,71.35,73.45266666666666
2000-01-22,71.93,73.34500000000001
2000-01-22,72.73,73.26966666666667
2000-01-22,73.03,73.20966666666666
2000-01-22,73.32,73.16900000000001
2000-01-22,73.62,73.15
2000-01-22,72.43,73.10766666666667
2000-01-23,71.3,73.03333333333333
2000-01-23,72.16,72.99399999999999
2000-01-23,71.93,72.953
2000-01-23,71.69,72.90766666666666
2000-01-23,70.84,72.829
2000-01-23,70.04,72.72933333333334
2000-01-23,70.38,72.62933333333334
2000-01-23,69.8,72.50433333333334
2000-01-23,69.6,72.36266666666667
2000-01-23,69.77,72.25666666666667
2000-01-24,70.87,72.14566666666666
2000-01-24,71.01,72.049
2000-01-24,71.15,71.94833333333332
2000-01-24,71.28,71.85166666666667
2000-01-24,71.42,71.75866666666667
2000-01-24,71.67,71.68166666666667
2000-01-24,71.93,71.61033333333333
2000-01-24,72.18,71.55333333333333
2000-01-24,72.35,71.50500000000001
2000-01-24,72.48,71.44866666666667
2000-01-24,72.39,71.52633333333333
2000-01-25,71.52,71.56500000000001
2000-01-25,71.33,71.58333333333333
2000-01-25,71.12,71.57566666666666
2000-01-25,70.93,71.54233333333333
2000-01-25,70.6,71.47133333333333
2000-01-25,70.61,71.39066666666668
2000-01-25,70.61,71.30033333333333
2000-01-25,70.62,71.20033333333335
2000-01-25,70.75,71.14433333333335
2000-01-25,70.74,71.12566666666666
2000-01-26,73.17,71.15933333333334
2000-01-26,71.73,71.15266666666666
2000-01-26,72.06,71.165
2000-01-26,72.44,71.21833333333333
2000-01-26,72.84,71.31166666666668
2000-01-26,73.14,71.40366666666667
2000-01-26,73.34,71.52166666666666
2000-01-26,73.54,71.653
