Date,inflation_rate,unemployment_rate,inflation_rate_MA30,unemployment_rate_MA30
2000-01-18,3.01,6.18,,
2000-01-19,3.24,6.18,,
2000-01-20,2.59,5.72,,
2000-01-21,3.05,5.93,,
2000-01-22,3.21,7.24,,
2000-01-23,3.21,6.08,,
2000-01-24,4.06,6.62,,
2000-01-25,2.69,5.21,,
2000-01-26,2.78,6.82,,
2000-01-27,3.55,6.17,,
2000-01-28,4.66,4.99,,
2000-01-29,2.04,5.31,,
2000-01-30,2.58,5.46,,
2000-01-31,4.05,4.57,,
2000-02-01,4.15,5.91,,
2000-02-02,3.47,5.31,,
2000-02-03,2.91,3.59,,
2000-02-04,3.8,5.36,,
2000-02-05,3.76,5.43,,
2000-02-06,3.23,4.24,,
2000-02-07,2.68,4.62,,
2000-02-08,4.02,4.49,,
2000-02-09,3.08,4.67,,
2000-02-10,2.17,3.97,,
2000-02-11,3.9,6.28,,
2000-02-12,2.99,6.02,,
2000-02-13,2.84,6.67,,
2000-02-14,2.22,5.98,,
2000-02-15,3.35,5.21,,
2000-02-16,3.45,4.41,3.2246666666666663,5.4879999999999995
2000-02-17,2.72,4.64,3.2149999999999994,5.4366666666666665
2000-02-18,2.39,5.6,3.1866666666666665,5.417333333333334
2000-02-19,1.93,5.95,3.1646666666666667,5.425
2000-02-20,2.61,7.04,3.15,5.462000000000001
2000-02-21,3.35,4.94,3.1546666666666665,5.3853333333333335
2000-02-22,2.79,5.38,3.1406666666666667,5.361999999999999
2000-02-23,3.66,5.01,3.127333333333333,5.308333333333334
2000-02-24,3.54,5.08,3.155666666666667,5.304
2000-02-25,2.44,4.24,3.1443333333333334,5.218000000000001
2000-02-26,0.8,4.37,3.0526666666666666,5.1579999999999995
2000-02-27,2.56,6.35,2.982666666666667,5.203333333333334
2000-02-28,2.86,5.33,3.01,5.204
2000-02-29,2.74,3.79,3.015333333333333,5.1483333333333325
2000-03-01,2.76,5.36,2.9723333333333333,5.174666666666667
2000-03-02,2.99,6.1,2.9336666666666664,5.181
2000-03-03,1.91,6.79,2.881666666666667,5.230333333333334
2000-03-04,2.0,6.71,2.8513333333333337,5.334333333333333
2000-03-05,2.78,8.88,2.817333333333333,5.451666666666666
2000-03-06,2.22,7.17,2.766,5.509666666666666
2000-03-07,3.21,5.1,2.765333333333333,5.538333333333333
2000-03-08,3.59,5.61,2.795666666666667,5.5713333333333335
2000-03-09,3.48,7.45,2.7776666666666667,5.67
2000-03-10,4.09,5.34,2.8113333333333332,5.692333333333334
2000-03-11,2.86,6.4,2.8343333333333334,5.773333333333334
2000-03-12,2.29,4.95,2.780666666666667,5.729
2000-03-13,4.47,6.92,2.83,5.7589999999999995
2000-03-14,2.74,5.88,2.8266666666666667,5.732666666666668
2000-03-15,2.72,5.03,2.8433333333333333,5.701
2000-03-16,3.75,5.96,2.856666666666667,5.726
2000-03-17,3.98,5.8,2.8743333333333334,5.772333333333334
2000-03-18,3.39,6.55,2.896666666666667,5.835999999999999
2000-03-19,2.95,6.83,2.9153333333333338,5.877
2000-03-20,1.79,6.79,2.9106666666666663,5.904999999999999
2000-03-21,2.84,5.9,2.9183333333333334,5.867
2000-03-22,4.81,5.64,2.967,5.890333333333333
2000-03-23,3.27,5.26,2.9829999999999997,5.886333333333334
2000-03-24,2.46,6.06,2.943,5.921333333333334
2000-03-25,2.49,4.59,2.908,5.905
2000-03-26,2.2,3.01,2.9,5.864
2000-03-27,2.28,6.02,2.9493333333333336,5.9190000000000005
2000-03-28,2.74,7.29,2.9553333333333334,5.950333333333333
2000-03-29,1.93,5.93,2.9243333333333337,5.9703333333333335
2000-03-30,3.24,6.1,2.9410000000000003,6.047333333333333
2000-03-31,2.52,5.17,2.933,6.0409999999999995
2000-04-01,2.93,5.0,2.931,6.004333333333333
2000-04-02,3.19,4.87,2.9736666666666665,5.940333333333332
2000-04-03,2.74,5.14,2.998333333333333,5.888000000000001
2000-04-04,2.98,6.52,3.0050000000000003,5.809333333333333
2000-04-05,3.01,6.03,3.0313333333333334,5.771333333333333
2000-04-06,2.36,6.23,3.003,5.809
2000-04-07,2.9,5.28,2.9799999999999995,5.798
2000-04-08,2.67,6.7,2.9530000000000003,5.773
2000-04-09,2.75,5.14,2.908333333333333,5.766333333333333
2000-04-10,2.82,5.9,2.9070000000000005,5.749666666666666
2000-04-11,3.98,6.72,2.963333333333333,5.808666666666666
