Date,internet_penetration,internet_penetration_MA30
2000-01-18,46.78,
2000-01-19,45.36,
2000-01-20,53.53,
2000-01-21,45.83,
2000-01-22,44.72,
2000-01-23,48.03,
2000-01-24,53.94,
2000-01-25,48.36,
2000-01-26,42.69,
2000-01-27,50.19,
2000-01-28,48.39,
2000-01-29,46.69,
2000-01-30,50.44,
2000-01-31,41.92,
2000-02-01,42.14,
2000-02-02,48.69,
2000-02-03,49.72,
2000-02-04,47.11,
2000-02-05,47.75,
2000-02-06,49.53,
2000-02-07,51.67,
2000-02-08,45.86,
2000-02-09,44.33,
2000-02-10,43.31,
2000-02-11,45.81,
2000-02-12,45.83,
2000-02-13,41.67,
2000-02-14,39.36,
2000-02-15,39.5,
2000-02-16,48.19,46.577999999999996
2000-02-17,53.31,46.79566666666667
2000-02-18,41.69,46.673333333333325
2000-02-19,46.11,46.426
2000-02-20,45.86,46.427
2000-02-21,46.22,46.477
2000-02-22,52.33,46.62033333333333
2000-02-23,46.83,46.38333333333333
2000-02-24,47.17,46.343666666666664
2000-02-25,49.25,46.56233333333333
2000-02-26,52.64,46.644
2000-02-27,47.06,46.599666666666664
2000-02-28,43.67,46.499
2000-02-29,43.81,46.278
2000-03-01,44.06,46.349333333333334
2000-03-02,41.11,46.315000000000005
2000-03-03,39.86,46.02066666666666
2000-03-04,39.28,45.672666666666665
2000-03-05,46.69,45.65866666666667
2000-03-06,45.22,45.574333333333335
2000-03-07,41.36,45.302
2000-03-08,48.42,45.193666666666665
2000-03-09,52.22,45.40566666666667
2000-03-10,60.5,45.94466666666666
2000-03-11,50.0,46.16766666666667
2000-03-12,43.97,46.10633333333333
2000-03-13,45.31,46.089000000000006
2000-03-14,42.94,46.13133333333334
2000-03-15,43.0,46.25266666666666
2000-03-16,40.42,46.28333333333333
2000-03-17,39.75,46.002
2000-03-18,38.31,45.501999999999995
2000-03-19,45.83,45.64
2000-03-20,47.25,45.678
2000-03-21,42.25,45.55766666666667
2000-03-22,46.39,45.56333333333334
2000-03-23,49.03,45.45333333333334
2000-03-24,43.47,45.34133333333333
2000-03-25,44.08,45.23833333333334
2000-03-26,48.11,45.20033333333333
2000-03-27,42.17,44.85133333333333
2000-03-28,35.42,44.46333333333334
2000-03-29,49.42,44.655
2000-03-30,51.36,44.906666666666666
2000-03-31,47.28,45.014
2000-04-01,43.14,45.08166666666667
2000-04-02,43.86,45.215
2000-04-03,40.83,45.266666666666666
2000-04-04,47.06,45.279
2000-04-05,48.5,45.388333333333335
2000-04-06,42.36,45.42166666666667
2000-04-07,52.53,45.55866666666667
2000-04-08,45.61,45.33833333333334
2000-04-09,46.56,44.873666666666665
2000-04-10,45.56,44.72566666666667
2000-04-11,44.28,44.736
2000-04-12,42.25,44.634
2000-04-13,43.92,44.666666666666664
2000-04-14,50.58,44.919333333333334
2000-04-15,48.67,45.19433333333333
2000-04-16,49.89,45.53233333333333
2000-04-17,46.81,45.815666666666665
2000-04-18,46.67,45.843666666666664
2000-04-19,55.86,46.13066666666667
2000-04-20,52.14,46.46033333333333
2000-04-21,47.22,46.48799999999999
2000-04-22,42.81,46.28066666666667
2000-04-23,50.47,46.513999999999996
2000-04-24,41.25,46.419666666666664
2000-04-25,50.28,46.492000000000004
2000-04-26,45.61,46.60666666666667
2000-04-27,46.44,46.974000000000004
2000-04-28,45.36,46.83866666666667
2000-04-29,42.25,46.535
2000-04-30,45.22,46.46633333333333
2000-05-01,44.08,46.49766666666666
2000-05-02,41.97,46.434666666666665
2000-05-03,42.69,46.49666666666667
2000-05-04,49.75,46.58633333333333
2000-05-05,44.58,46.45566666666666
2000-05-06,47.44,46.625
2000-05-07,38.19,46.147000000000006
2000-05-08,46.31,46.17033333333333
2000-05-09,49.67,46.274
2000-05-10,47.28,46.33133333333333
2000-05-11,58.42,46.802666666666674
2000-05-12,42.39,46.80733333333333
2000-05-13,51.53,47.061
2000-05-14,49.14,47.013000000000005
2000-05-15,41.33,46.76833333333333
2000-05-16,42.58,46.52466666666666
2000-05-17,45.22,46.471666666666664
2000-05-18,40.14,46.254000000000005
2000-05-19,39.03,45.693
2000-05-20,43.69,45.41133333333334
2000-05-21,44.83,45.33166666666667
2000-05-22,45.5,45.42133333333333
2000-05-23,50.83,45.43333333333333
2000-05-24,52.78,45.817666666666675
2000-05-25,40.61,45.49533333333333
2000-05-26,43.19,45.41466666666667
2000-05-27,36.67,45.08899999999999
2000-05-28,42.72,45.001
2000-05-29,46.19,45.132333333333335
2000-05-30,46.86,45.187
2000-05-31,45.47,45.233333333333334
2000-06-01,42.69,45.257333333333335
2000-06-02,44.22,45.30833333333333
2000-06-03,47.89,45.24633333333333
2000-06-04,40.42,45.10766666666667
2000-06-05,40.75,44.88466666666667
2000-06-06,47.14,45.183
2000-06-07,43.44,45.087333333333326
2000-06-08,40.03,44.766
2000-06-09,41.03,44.55766666666667
2000-06-10,50.92,44.30766666666666
2000-06-11,39.61,44.215
2000-06-12,40.11,43.83433333333333
2000-06-13,43.42,43.64366666666667
2000-06-14,47.64,43.854000000000006
2000-06-15,48.61,44.055
2000-06-16,44.42,44.028333333333336
2000-06-17,44.69,44.17999999999999
2000-06-18,48.36,44.491
2000-06-19,46.17,44.57366666666667
2000-06-20,46.58,44.632
2000-06-21,46.81,44.675666666666665
2000-06-22,43.81,44.44166666666667
