Date,consumption_pct_gdp,consumption_pct_gdp_MA30
2000-01-05,79.59,
2000-01-06,79.59,
2000-01-07,79.59,
2000-01-08,79.59,
2000-01-09,79.59,
2000-01-10,79.59,
2000-01-11,79.59,
2000-01-12,79.59,
2000-01-13,79.59,
2000-01-14,79.59,
2000-01-18,76.66,
2000-01-19,74.81,
2000-01-20,74.61,
2000-01-21,75.75,
2000-01-22,76.23,
2000-01-23,77.03,
2000-01-24,76.55,
2000-01-25,74.19,
2000-01-26,75.3,
2000-01-27,72.54,
2000-01-28,73.89,
2000-01-29,75.73,
2000-01-30,76.1,
2000-01-31,75.31,
2000-02-01,74.11,
2000-02-02,75.58,
2000-02-03,77.47,
2000-02-04,76.97,
2000-02-05,75.79,
2000-02-06,76.97,76.91633333333334
2000-02-07,74.34,76.74133333333333
2000-02-08,74.27,76.56400000000001
2000-02-09,76.45,76.45933333333333
2000-02-10,78.07,76.40866666666666
2000-02-11,77.41,76.33600000000001
2000-02-12,75.65,76.20466666666667
2000-02-13,73.69,76.008
2000-02-14,74.87,75.85066666666667
2000-02-15,75.04,75.69900000000001
2000-02-16,77.24,75.62066666666666
2000-02-17,74.68,75.55466666666668
2000-02-18,72.81,75.48800000000001
2000-02-19,75.63,75.52199999999999
2000-02-20,74.79,75.49
2000-02-21,76.03,75.48333333333333
2000-02-22,75.8,75.44233333333334
2000-02-23,75.56,75.40933333333334
2000-02-24,73.31,75.38000000000001
2000-02-25,74.12,75.34066666666666
2000-02-26,75.68,75.44533333333332
2000-02-27,75.09,75.48533333333333
2000-02-28,73.75,75.41933333333333
2000-02-29,73.82,75.34333333333333
2000-03-01,75.87,75.36200000000001
2000-03-02,76.27,75.434
2000-03-03,76.89,75.47766666666666
2000-03-04,75.15,75.40033333333332
2000-03-05,77.33,75.41233333333334
2000-03-06,76.05,75.421
2000-03-07,74.94,75.35333333333332
2000-03-08,76.47,75.42433333333334
2000-03-09,74.03,75.41633333333334
2000-03-10,76.34,75.41266666666667
2000-03-11,78.4,75.42366666666666
2000-03-12,75.98,75.37599999999999
2000-03-13,75.68,75.37700000000001
2000-03-14,75.11,75.42433333333334
2000-03-15,75.56,75.44733333333333
2000-03-16,72.55,75.36433333333333
2000-03-17,76.47,75.33866666666668
2000-03-18,76.53,75.40033333333334
2000-03-19,75.12,75.47733333333332
2000-03-20,74.05,75.42466666666668
2000-03-21,74.56,75.417
2000-03-22,74.42,75.36333333333333
2000-03-23,74.86,75.33200000000001
2000-03-24,75.86,75.342
2000-03-25,74.89,75.39466666666667
2000-03-26,73.85,75.38566666666667
2000-03-27,74.1,75.33300000000001
2000-03-28,75.11,75.33366666666667
2000-03-29,76.05,75.41033333333333
2000-03-30,74.84,75.44433333333333
2000-03-31,75.02,75.416
2000-04-01,74.63,75.36133333333333
2000-04-02,72.29,75.20800000000001
2000-04-03,74.29,75.17933333333333
2000-04-04,75.22,75.109
2000-04-05,75.93,75.105
2000-04-06,74.97,75.106
2000-04-07,75.21,75.06400000000001
2000-04-08,76.99,75.16266666666667
2000-04-09,75.95,75.14966666666666
2000-04-10,75.66,75.05833333333334
2000-04-11,77.13,75.09666666666666
2000-04-12,76.1,75.11066666666666
2000-04-13,74.74,75.09833333333334
2000-04-14,77.36,75.15833333333333
2000-04-15,77.29,75.31633333333335
2000-04-16,76.71,75.32433333333331
2000-04-17,76.7,75.33
2000-04-18,74.22,75.3
2000-04-19,72.59,75.25133333333333
2000-04-20,73.03,75.20033333333335
2000-04-21,72.78,75.14566666666666
2000-04-22,74.84,75.145
2000-04-23,76.82,75.17699999999999
2000-04-24,77.82,75.27466666666666
2000-04-25,75.88,75.34233333333333
2000-04-26,76.02,75.40633333333334
2000-04-27,74.16,75.37466666666666
2000-04-28,73.73,75.29733333333334
2000-04-29,73.55,75.25433333333334
2000-04-30,72.81,75.18066666666667
2000-05-01,73.18,75.13233333333332
2000-05-02,74.79,75.21566666666666
2000-05-03,75.39,75.25233333333334
2000-05-04,75.75,75.27000000000001
2000-05-05,77.23,75.31333333333333
2000-05-06,74.85,75.30933333333334
2000-05-07,74.91,75.29933333333334
2000-05-08,75.48,75.249
2000-05-09,76.08,75.25333333333333
2000-05-10,75.65,75.253
2000-05-11,76.88,75.24466666666667
2000-05-12,74.83,75.20233333333334
2000-05-13,75.36,75.223
2000-05-14,73.4,75.091
2000-05-15,73.54,74.96599999999998
2000-05-16,73.43,74.85666666666667
2000-05-17,73.76,74.75866666666666
