country_code,region,income_group,trade_balance_status,political_stability,economic_sector_dominant,currency_type,policy_framework,season,crisis_event,governance_quality,climate_impact_level,trade_bloc,financial_access,migration_trend,date,year,quarter,gdp_per_capita,inflation_rate,unemployment_rate,interest_rate,exchange_rate,exports_usd,imports_usd,debt_gdp_ratio,investment_pct_gdp,consumption_pct_gdp,population_million,urbanization_pct,internet_penetration,energy_consumption_mwh,renewable_energy_pct,income_inequality_gini,education_index,healthcare_index,poverty_rate,fdi_inflows_usd,business_confidence_index,manufacturing_pmi,economic_day_status
C05,,,Surplus,,Industry,Fiat,,Q1,None,,,None,,,2000-01-01,2000,1,,,,3.526417875892931,,,,,,77.16597326124031,,,,901.1491191399208,,,,,22.915865775714963,14506.251708942827,,,Medium
C05,Asia,Upper-Middle,,Stable,Industry,,,Q1,None,,Low,None,,Outflow,,2000,1,16803.63338761719,,,2.795512806107574,,,,,,73.41161460266763,,54.76644505610696,,,8.787355443685676,,,,25.42099940590964,,46.63882578603214,50.67632837708722,Medium
C05,Asia,Upper-Middle,Surplus,,Industry,,Neoliberal,,None,Low,,,,Inflow,2000-01-03,2000,1,,,,2.8048792192399827,,,,,,73.09152038422052,,54.21748086541783,,,,40.91293820025908,,,,26709.69379693781,,,Low
C05,Asia,Upper-Middle,Surplus,Stable,Industry,Fiat,Keynesian,Q1,None,Low,,None,,Outflow,,2000,1,,,,,1.385810774003569,,,,,,,52.94570094556559,,,,,,,,,51.40049167308244,47.88251866535271,Medium
,Asia,Upper-Middle,Surplus,Stable,Industry,Fiat,Neoliberal,,None,,,None,Low,Outflow,2000-01-05,2000,1,18151.889535831164,,,,,,374875.2649997326,,,,,57.25037284425373,,,,,0.5867464575012212,,,27448.09082531376,47.591020525102245,,Low
C05,Asia,Upper-Middle,Surplus,,,Fiat,,Q1,None,,High,,,Neutral,,2000,1,,,,5.81648181983425,,401818.2340621292,,,,,26.053723353227888,,,,,43.274199742416,,,25.70499952122506,,,53.00578863558015,Low
,Asia,Upper-Middle,,Stable,Industry,,,,None,Low,Low,None,,Inflow,2000-01-07,2000,1,16848.26704564343,,,,,,311297.6240119863,,10.0,,,,,,,30.669615208932345,,,26.61091145109784,18602.468167188126,,,Low
C05,,Upper-Middle,Deficit,Stable,Industry,Fiat,,,None,Low,Low,None,Low,,2000-01-08,2000,1,,,,,,,331299.98002420686,,,,,,,,13.527142043338294,,0.5920012759182168,,,,,50.07682780694666,Medium
C05,,Upper-Middle,,,,Fiat,Keynesian,Q1,None,Low,Medium,None,High,,,2000,1,,,,,,488350.228268979,,,10.0,,,,,,,36.8537003327709,0.5983340703276514,,,,,52.17721138922492,High
C05,Asia,Upper-Middle,Surplus,Stable,Industry,,Mixed,Q1,None,,Medium,None,,Outflow,,2000,1,17335.28803624026,,4.550286773109502,,1.565242388978015,392175.0138407741,379998.9315237647,,,,,,47.37928699551267,,,39.17607110781844,0.5904832699298391,,,,45.28706848589262,,Low
C05,Asia,,Deficit,Stable,,,Keynesian,Q1,None,Low,Medium,,High,Outflow,2000-01-11,2000,1,,,5.553981059889333,,,,,,10.0,70.93001353634877,,56.9793791510615,,,,,,,,21799.28857692016,,,Medium
,Asia,Upper-Middle,Neutral,Stable,Industry,,Socialist,,,Low,,None,,Inflow,2000-01-12,2000,1,,-0.1240014123429147,,3.837246467463597,,379501.1207399984,,,,,,,,,5.996528653142887,44.070835714014926,,,,,,,Low
