Date,investment_pct_gdp,investment_pct_gdp_MA30
2000-01-05,21.0,
2000-01-06,21.0,
2000-01-07,21.0,
2000-01-08,21.0,
2000-01-09,21.0,
2000-01-10,21.0,
2000-01-11,21.0,
2000-01-12,21.0,
2000-01-13,21.0,
2000-01-14,21.0,
2000-01-18,9.0,
2000-01-19,9.0,
2000-01-20,9.0,
2000-01-21,9.75,
2000-01-22,10.68,
2000-01-23,9.0,
2000-01-24,11.07,
2000-01-25,12.25,
2000-01-26,9.0,
2000-01-27,9.32,
2000-01-28,12.56,
2000-01-29,10.06,
2000-01-30,9.0,
2000-01-31,9.77,
2000-02-01,11.42,
2000-02-02,11.34,
2000-02-03,9.0,
2000-02-04,9.0,
2000-02-05,9.0,
2000-02-06,9.0,13.607333333333335
2000-02-07,9.49,13.223666666666666
2000-02-08,12.14,12.928333333333335
2000-02-09,9.79,12.554666666666666
2000-02-10,9.0,12.154666666666666
2000-02-11,9.0,11.754666666666667
2000-02-12,9.0,11.354666666666667
2000-02-13,9.0,10.954666666666666
2000-02-14,13.13,10.692333333333332
2000-02-15,12.04,10.393666666666666
2000-02-16,9.91,10.024000000000001
2000-02-17,13.82,10.184666666666667
2000-02-18,9.44,10.199333333333334
2000-02-19,9.0,10.199333333333334
2000-02-20,9.05,10.175999999999998
2000-02-21,9.37,10.132333333333332
2000-02-22,9.0,10.132333333333332
2000-02-23,9.0,10.063333333333333
2000-02-24,9.96,9.987
2000-02-25,9.24,9.995000000000001
2000-02-26,9.0,9.984333333333334
2000-02-27,11.61,9.952666666666666
2000-02-28,9.29,9.927
2000-02-29,10.33,9.971333333333332
2000-03-01,9.0,9.945666666666666
2000-03-02,9.0,9.865
2000-03-03,9.0,9.786999999999999
2000-03-04,10.38,9.832999999999998
2000-03-05,9.86,9.861666666666666
2000-03-06,9.0,9.861666666666666
2000-03-07,9.0,9.861666666666666
2000-03-08,9.0,9.845333333333334
2000-03-09,9.31,9.751
2000-03-10,9.0,9.724666666666668
2000-03-11,9.0,9.724666666666668
2000-03-12,9.0,9.724666666666668
2000-03-13,9.0,9.724666666666668
2000-03-14,9.0,9.724666666666668
2000-03-15,9.13,9.591333333333333
2000-03-16,13.66,9.645333333333333
2000-03-17,10.8,9.675
2000-03-18,9.0,9.514333333333333
2000-03-19,9.05,9.501333333333331
2000-03-20,10.75,9.559666666666665
2000-03-21,9.0,9.558
2000-03-22,11.63,9.633333333333333
2000-03-23,10.91,9.697000000000001
2000-03-24,9.28,9.706333333333335
2000-03-25,14.18,9.847
2000-03-26,14.54,10.023666666666665
2000-03-27,10.98,10.089666666666666
2000-03-28,10.91,10.066333333333334
2000-03-29,9.01,10.056999999999999
2000-03-30,9.0,10.012666666666666
2000-03-31,9.0,10.012666666666666
2000-04-01,9.0,10.012666666666666
2000-04-02,11.53,10.097000000000001
2000-04-03,10.01,10.084666666666667
2000-04-04,9.0,10.056000000000001
2000-04-05,9.0,10.056000000000001
2000-04-06,9.0,10.056000000000001
2000-04-07,9.26,10.064666666666666
2000-04-08,9.0,10.054333333333334
2000-04-09,9.53,10.072000000000001
2000-04-10,10.55,10.123666666666667
2000-04-11,10.83,10.184666666666667
2000-04-12,9.0,10.184666666666667
2000-04-13,9.0,10.184666666666667
2000-04-14,9.0,10.180333333333333
2000-04-15,9.0,10.025
2000-04-16,9.0,9.965
2000-04-17,9.02,9.965666666666666
2000-04-18,10.78,10.023333333333335
2000-04-19,13.46,10.113666666666667
2000-04-20,14.95,10.312000000000001
2000-04-21,10.9,10.287666666666667
2000-04-22,11.01,10.291
2000-04-23,9.0,10.281666666666668
2000-04-24,9.0,10.109000000000002
2000-04-25,10.62,9.978333333333333
2000-04-26,9.12,9.916333333333332
2000-04-27,9.64,9.874
2000-04-28,9.0,9.873666666666669
2000-04-29,9.03,9.874666666666666
2000-04-30,10.59,9.927666666666669
2000-05-01,10.42,9.975
2000-05-02,11.14,9.962
2000-05-03,9.94,9.959666666666667
2000-05-04,9.77,9.985333333333333
2000-05-05,11.36,10.064
2000-05-06,9.07,10.066333333333334
2000-05-07,9.0,10.057666666666668
2000-05-08,9.0,10.057666666666668
2000-05-09,10.78,10.099333333333332
2000-05-10,12.36,10.159666666666668
2000-05-11,9.06,10.100666666666665
2000-05-12,9.0,10.100666666666665
2000-05-13,10.73,10.158333333333333
2000-05-14,13.15,10.296666666666665
2000-05-15,14.91,10.493666666666666
2000-05-16,16.23,10.734666666666666
2000-05-17,9.69,10.757
2000-05-18,9.0,10.697666666666665
2000-05-19,9.07,10.551333333333334
2000-05-20,9.0,10.353000000000002
2000-05-21,9.0,10.289666666666669
2000-05-22,9.21,10.229666666666667
2000-05-23,12.82,10.357
2000-05-24,10.77,10.415999999999999
2000-05-25,9.49,10.378333333333332
2000-05-26,9.0,10.374333333333334
2000-05-27,9.0,10.353
2000-05-28,9.0,10.353
2000-05-29,9.96,10.384000000000002
2000-05-30,16.3,10.574333333333332
2000-05-31,10.68,10.583
2000-06-01,11.53,10.596
2000-06-02,10.59,10.617666666666667
2000-06-03,12.85,10.720333333333334
2000-06-04,10.19,10.681333333333333
2000-06-05,9.0,10.679
2000-06-06,9.0,10.679
2000-06-07,9.03,10.68
2000-06-08,9.76,10.645999999999999
2000-06-09,9.24,10.542
2000-06-10,9.0,10.54
2000-06-11,9.0,10.54
2000-06-12,9.0,10.482333333333333
2000-06-13,9.0,10.344
2000-06-14,9.0,10.146999999999998
2000-06-15,9.0,9.906
2000-06-16,9.0,9.883000000000001
2000-06-17,9.0,9.883000000000001
2000-06-18,9.0,9.880666666666665
2000-06-19,9.0,9.880666666666665
2000-06-20,11.15,9.952333333333334
2000-06-21,9.75,9.970333333333334
2000-06-22,9.0,9.843
2000-06-23,10.49,9.833666666666666
2000-06-24,9.02,9.818000000000001
2000-06-25,9.0,9.818000000000001
2000-06-26,9.0,9.818000000000001
2000-06-27,9.0,9.818000000000001
2000-06-28,10.84,9.847333333333331
2000-06-29,13.15,9.742333333333335
2000-06-30,10.69,9.742666666666668
2000-07-01,9.0,9.658333333333333
2000-07-02,9.0,9.605333333333334
2000-07-03,9.0,9.477
2000-07-04,10.07,9.473
2000-07-05,12.42,9.587
2000-07-06,9.47,9.602666666666666
2000-07-07,9.0,9.601666666666667
2000-07-08,10.29,9.619333333333335
2000-07-09,9.71,9.635
2000-07-10,9.0,9.635
2000-07-11,9.0,9.635
2000-07-12,9.0,9.635
2000-07-13,9.0,9.635
2000-07-14,9.0,9.635
2000-07-15,9.0,9.635
2000-07-16,9.0,9.635
2000-07-17,9.15,9.639999999999999
2000-07-18,9.91,9.670333333333334
2000-07-19,9.29,9.680000000000001
2000-07-20,9.0,9.608333333333333
2000-07-21,9.64,9.604666666666667
2000-07-22,13.66,9.759999999999998
2000-07-23,9.6,9.730333333333332
2000-07-24,9.0,9.729666666666667
2000-07-25,9.0,9.729666666666667
2000-07-26,9.0,9.729666666666667
2000-07-27,9.07,9.732
2000-07-28,9.23,9.678333333333335
2000-07-29,9.0,9.54
2000-07-30,9.0,9.483666666666666
2000-07-31,12.5,9.600333333333333
2000-08-01,13.71,9.757333333333332
2000-08-02,9.59,9.777
2000-08-03,11.11,9.811666666666666
2000-08-04,9.96,9.729666666666667
2000-08-05,9.92,9.744666666666667
