Date,population_million,urbanization_pct,population_million_MA30,urbanization_pct_MA30
2000-01-18,24.0,55.45,,
2000-01-19,24.0,55.22,,
2000-01-20,24.0,54.1,,
2000-01-21,24.0,52.82,,
2000-01-22,24.0,56.12,,
2000-01-23,24.0,53.59,,
2000-01-24,24.0,55.61,,
2000-01-25,24.0,54.65,,
2000-01-26,24.0,54.9,,
2000-01-27,24.0,56.6,,
2000-01-28,24.0,58.08,,
2000-01-29,24.0,59.01,,
2000-01-30,24.0,56.06,,
2000-01-31,24.0,55.19,,
2000-02-01,24.0,53.75,,
2000-02-02,24.0,53.62,,
2000-02-03,24.0,53.4,,
2000-02-04,24.0,53.46,,
2000-02-05,24.0,52.92,,
2000-02-06,24.0,57.44,,
2000-02-07,24.0,59.2,,
2000-02-08,24.0,54.87,,
2000-02-09,24.0,58.17,,
2000-02-10,24.0,54.04,,
2000-02-11,24.0,53.14,,
2000-02-12,24.0,56.15,,
2000-02-13,24.0,57.88,,
2000-02-14,24.0,57.31,,
2000-02-15,24.0,56.12,,
2000-02-16,24.0,51.15,24.0,55.333999999999996
2000-02-17,24.0,56.92,24.0,55.383
2000-02-18,24.0,57.12,24.0,55.44633333333333
2000-02-19,24.0,55.61,24.0,55.49666666666667
2000-02-20,24.0,53.88,24.0,55.532000000000004
2000-02-21,24.0,51.44,24.0,55.376
2000-02-22,24.0,52.53,24.0,55.34066666666667
2000-02-23,24.0,52.37,24.0,55.23266666666667
2000-02-24,24.0,53.88,24.0,55.207
2000-02-25,24.0,55.87,24.0,55.239333333333335
2000-02-26,24.0,55.48,24.0,55.202
2000-02-27,24.0,54.55,24.0,55.08433333333333
2000-02-28,24.0,55.0,24.0,54.95066666666666
2000-02-29,24.0,57.85,24.0,55.01033333333333
2000-03-01,24.0,57.21,24.0,55.077666666666666
2000-03-02,24.0,55.13,24.0,55.12366666666666
2000-03-03,24.0,57.31,24.0,55.24666666666667
2000-03-04,24.0,54.42,24.0,55.28066666666666
2000-03-05,24.0,52.53,24.0,55.24966666666667
2000-03-06,24.0,53.78,24.0,55.278333333333336
2000-03-07,24.0,53.08,24.0,55.133
2000-03-08,24.0,51.83,24.0,54.88733333333333
2000-03-09,24.0,52.31,24.0,54.802
2000-03-10,24.0,50.22,24.0,54.537
2000-03-11,24.0,50.74,24.0,54.427
2000-03-12,24.0,54.81,24.0,54.48266666666667
2000-03-13,24.0,55.0,24.0,54.44433333333334
2000-03-14,24.0,53.24,24.0,54.28966666666667
2000-03-15,24.0,52.85,24.0,54.141
2000-03-16,24.0,55.8,24.0,54.13033333333333
2000-03-17,24.0,54.71,24.0,54.249
2000-03-18,24.0,52.63,24.0,54.105999999999995
2000-03-19,24.0,56.31,24.0,54.079
2000-03-20,24.0,51.31,24.0,53.93566666666666
2000-03-21,24.0,53.4,24.0,53.91966666666667
2000-03-22,24.0,55.13,24.0,54.04266666666667
2000-03-23,24.0,53.78,24.0,54.08433333333333
2000-03-24,24.0,55.42,24.0,54.186
2000-03-25,24.0,57.69,24.0,54.313
2000-03-26,24.0,54.1,24.0,54.254
2000-03-27,24.0,55.87,24.0,54.26700000000001
2000-03-28,24.0,55.74,24.0,54.306666666666665
2000-03-29,24.0,52.5,24.0,54.223333333333336
2000-03-30,24.0,55.22,24.0,54.135666666666665
2000-03-31,24.0,51.06,24.0,53.93066666666667
2000-04-01,24.0,58.27,24.0,54.03533333333334
2000-04-02,24.0,54.1,24.0,53.92833333333333
