Date,internet_penetration,internet_penetration_MA30
2000-01-18,44.66,
2000-01-19,43.51,
2000-01-20,46.68,
2000-01-21,52.01,
2000-01-22,44.91,
2000-01-23,43.86,
2000-01-24,47.0,
2000-01-25,46.2,
2000-01-26,51.31,
2000-01-27,47.52,
2000-01-28,44.28,
2000-01-29,41.57,
2000-01-30,40.67,
2000-01-31,45.63,
2000-02-01,48.32,
2000-02-02,46.25,
2000-02-03,45.61,
2000-02-04,48.7,
2000-02-05,51.49,
2000-02-06,45.36,
2000-02-07,49.37,
2000-02-08,53.26,
2000-02-09,47.45,
2000-02-10,51.04,
2000-02-11,41.14,
2000-02-12,41.02,
2000-02-13,45.48,
2000-02-14,49.29,
2000-02-15,47.45,
2000-02-16,44.93,46.532333333333334
2000-02-17,45.78,46.56966666666666
2000-02-18,53.81,46.913
2000-02-19,47.57,46.942666666666675
2000-02-20,46.15,46.74733333333334
2000-02-21,45.36,46.76233333333334
2000-02-22,41.64,46.68833333333334
2000-02-23,50.39,46.80133333333334
2000-02-24,49.37,46.907000000000004
2000-02-25,46.35,46.74166666666667
2000-02-26,44.78,46.650333333333336
2000-02-27,47.62,46.76166666666666
2000-02-28,49.79,47.035666666666664
2000-02-29,49.99,47.34633333333333
2000-03-01,44.66,47.314
2000-03-02,49.64,47.35799999999999
2000-03-03,45.75,47.341333333333324
2000-03-04,43.69,47.27733333333333
2000-03-05,51.04,47.35533333333333
2000-03-06,42.41,47.05266666666667
2000-03-07,46.23,47.08166666666667
2000-03-08,49.32,47.08
2000-03-09,45.28,46.81399999999999
2000-03-10,46.95,46.79733333333333
2000-03-11,39.55,46.414333333333325
2000-03-12,47.38,46.62233333333334
2000-03-13,45.11,46.75866666666666
2000-03-14,53.73,47.03366666666667
2000-03-15,52.41,47.13766666666667
2000-03-16,50.54,47.24066666666667
2000-03-17,47.28,47.318999999999996
2000-03-18,46.8,47.352999999999994
2000-03-19,49.44,47.20733333333333
2000-03-20,54.16,47.427
2000-03-21,50.67,47.577666666666666
2000-03-22,46.35,47.61066666666667
2000-03-23,43.84,47.684
2000-03-24,44.58,47.490333333333325
2000-03-25,42.17,47.25033333333333
2000-03-26,52.56,47.457333333333324
2000-03-27,59.27,47.940333333333335
2000-03-28,48.17,47.958666666666666
2000-03-29,50.02,47.96633333333333
2000-03-30,44.23,47.77433333333333
2000-03-31,46.35,47.830666666666666
2000-04-01,45.56,47.69466666666667
2000-04-02,47.65,47.758
2000-04-03,38.97,47.60066666666667
2000-04-04,41.92,47.29666666666667
2000-04-05,42.64,47.30433333333334
2000-04-06,42.99,47.196333333333335
2000-04-07,43.44,47.00033333333333
2000-04-08,44.38,46.970333333333336
2000-04-09,46.28,46.948
2000-04-10,45.51,47.14666666666667
2000-04-11,43.39,47.01366666666667
2000-04-12,42.76,46.93533333333334
2000-04-13,57.22,47.05166666666666
2000-04-14,53.43,47.08566666666666
2000-04-15,44.41,46.88133333333334
2000-04-16,49.17,46.94433333333333
2000-04-17,49.22,47.025
2000-04-18,47.8,46.970333333333336
2000-04-19,50.14,46.83633333333333
2000-04-20,44.81,46.641
