Date,inflation_rate,unemployment_rate,inflation_rate_MA30,unemployment_rate_MA30
2000-01-18,2.57,5.83,,
2000-01-19,2.14,5.91,,
2000-01-20,2.69,6.74,,
2000-01-21,2.52,6.23,,
2000-01-22,2.27,6.18,,
2000-01-23,2.39,6.18,,
2000-01-24,2.31,5.78,,
2000-01-25,2.36,5.46,,
2000-01-26,2.39,4.22,,
2000-01-27,2.19,4.0,,
2000-01-28,2.85,5.54,,
2000-01-29,3.4,6.64,,
2000-01-30,3.01,5.35,,
2000-01-31,2.65,5.25,,
2000-02-01,2.81,5.07,,
2000-02-02,2.31,4.0,,
2000-02-03,2.15,4.96,,
2000-02-04,1.6,5.14,,
2000-02-05,2.44,7.39,,
2000-02-06,2.96,7.88,,
2000-02-07,2.21,6.37,,
2000-02-08,2.51,6.31,,
2000-02-09,2.54,6.57,,
2000-02-10,3.18,4.64,,
2000-02-11,2.8,4.81,,
2000-02-12,2.31,5.11,,
2000-02-13,2.71,5.86,,
2000-02-14,2.41,5.75,,
2000-02-15,2.04,4.99,,
2000-02-16,3.22,5.58,2.5313333333333334,5.658
2000-02-17,2.87,6.13,2.5413333333333337,5.668
2000-02-18,2.16,7.29,2.5420000000000003,5.7139999999999995
2000-02-19,2.96,5.96,2.551,5.688000000000001
2000-02-20,1.49,5.79,2.5166666666666666,5.673333333333333
2000-02-21,2.53,4.48,2.5253333333333337,5.616666666666665
2000-02-22,3.17,6.27,2.5513333333333335,5.619666666666666
2000-02-23,2.98,4.96,2.5736666666666665,5.592333333333333
2000-02-24,2.73,4.04,2.586,5.545
2000-02-25,3.46,4.62,2.621666666666667,5.558333333333334
2000-02-26,3.64,5.65,2.6700000000000004,5.613333333333333
2000-02-27,3.48,6.13,2.691,5.633
2000-02-28,2.74,4.83,2.669,5.572666666666666
2000-02-29,1.37,5.13,2.614333333333333,5.565333333333333
2000-03-01,2.11,4.0,2.5963333333333334,5.523666666666667
2000-03-02,2.14,4.88,2.574,5.517333333333334
2000-03-03,2.12,5.73,2.5676666666666668,5.575
2000-03-04,2.75,5.58,2.5876666666666663,5.595666666666667
2000-03-05,3.25,4.35,2.6426666666666665,5.569333333333334
2000-03-06,2.18,4.56,2.6340000000000003,5.475
2000-03-07,2.18,5.56,2.6079999999999997,5.397666666666667
2000-03-08,3.01,5.47,2.634666666666667,5.367666666666667
2000-03-09,1.92,4.27,2.615,5.299666666666666
2000-03-10,3.08,6.97,2.6330000000000005,5.313
2000-03-11,3.03,5.44,2.628,5.339666666666667
2000-03-12,2.97,4.57,2.633666666666667,5.331666666666667
2000-03-13,1.84,4.0,2.618,5.294666666666667
2000-03-14,2.11,4.4,2.598,5.246
2000-03-15,2.26,6.12,2.5930000000000004,5.258333333333334
2000-03-16,2.67,5.26,2.614,5.267333333333334
2000-03-17,1.74,4.86,2.5646666666666667,5.243333333333333
2000-03-18,2.41,4.0,2.5493333333333337,5.172333333333333
2000-03-19,2.46,5.64,2.5593333333333335,5.117333333333334
2000-03-20,2.69,5.93,2.550333333333333,5.1163333333333325
2000-03-21,1.66,6.11,2.5559999999999996,5.127
2000-03-22,1.57,5.03,2.524,5.145333333333334
2000-03-23,1.27,5.78,2.4606666666666666,5.1290000000000004
2000-03-24,1.31,6.8,2.4050000000000002,5.190333333333333
2000-03-25,2.24,6.03,2.3886666666666665,5.256666666666666
2000-03-26,1.94,5.04,2.338,5.270666666666667
2000-03-27,2.42,5.85,2.297333333333333,5.277333333333333
2000-03-28,2.66,4.96,2.2700000000000005,5.238333333333333
2000-03-29,1.35,5.42,2.2236666666666665,5.258
2000-03-30,2.31,5.97,2.2550000000000003,5.286
2000-03-31,2.54,6.64,2.269333333333334,5.374
2000-04-01,2.45,4.92,2.2796666666666665,5.375333333333333
2000-04-02,3.03,4.86,2.31,5.346333333333334
2000-04-03,2.03,5.88,2.286,5.356333333333334
2000-04-04,2.13,5.26,2.2486666666666664,5.386666666666667
2000-04-05,2.53,5.36,2.260333333333333,5.413333333333333
2000-04-06,2.3,6.34,2.2643333333333335,5.439333333333333
2000-04-07,1.95,6.39,2.2289999999999996,5.47
2000-04-08,2.41,5.66,2.2453333333333334,5.516333333333334
2000-04-09,2.88,5.12,2.2386666666666666,5.454666666666667
2000-04-10,2.68,5.44,2.2269999999999994,5.454666666666666
2000-04-11,2.85,6.32,2.223,5.513
2000-04-12,2.47,5.87,2.2439999999999998,5.575333333333333
2000-04-13,2.17,6.84,2.246,5.656666666666666
2000-04-14,2.67,7.09,2.2596666666666665,5.689000000000001
2000-04-15,3.73,6.99,2.2950000000000004,5.746666666666667
2000-04-16,2.59,5.83,2.3233333333333333,5.779
2000-04-17,3.06,6.35,2.345,5.857333333333333
2000-04-18,3.77,6.17,2.3886666666666665,5.875
2000-04-19,2.71,4.28,2.389333333333333,5.820000000000001
2000-04-20,1.46,4.42,2.3826666666666667,5.7636666666666665
2000-04-21,2.42,4.72,2.4110000000000005,5.753333333333333
2000-04-22,2.91,4.54,2.4656666666666665,5.712
2000-04-23,2.98,4.72,2.521333333333333,5.642666666666666
2000-04-24,2.25,4.71,2.521666666666667,5.598666666666667
2000-04-25,3.68,5.21,2.5796666666666668,5.604333333333333
2000-04-26,3.4,5.74,2.6123333333333334,5.600666666666667
2000-04-27,2.17,6.05,2.5960000000000005,5.637
2000-04-28,1.99,6.55,2.6173333333333333,5.674666666666667
2000-04-29,2.61,6.2,2.6273333333333335,5.682333333333333
2000-04-30,2.98,5.89,2.6420000000000003,5.657333333333333
2000-05-01,2.31,4.52,2.6373333333333333,5.644
2000-05-02,2.18,6.3,2.609,5.691999999999999
