Date,business_confidence_index,manufacturing_pmi,business_confidence_index_MA30,manufacturing_pmi_MA30
2000-01-18,49.23,53.07,,
2000-01-19,49.03,53.02,,
2000-01-20,46.27,52.56,,
2000-01-21,44.38,53.91,,
2000-01-22,47.14,49.69,,
2000-01-23,49.08,55.0,,
2000-01-24,49.17,53.68,,
2000-01-25,54.11,50.37,,
2000-01-26,48.59,51.03,,
2000-01-27,47.91,50.63,,
2000-01-28,48.39,50.92,,
2000-01-29,47.34,51.51,,
2000-01-30,52.82,52.33,,
2000-01-31,49.57,50.74,,
2000-02-01,50.92,50.24,,
2000-02-02,49.46,51.26,,
2000-02-03,48.89,52.82,,
2000-02-04,48.66,50.44,,
2000-02-05,50.28,51.81,,
2000-02-06,50.53,51.4,,
2000-02-07,49.05,52.49,,
2000-02-08,50.78,52.34,,
2000-02-09,50.81,51.45,,
2000-02-10,46.57,47.27,,
2000-02-11,52.0,49.96,,
2000-02-12,49.85,54.12,,
2000-02-13,49.74,52.72,,
2000-02-14,52.97,50.01,,
2000-02-15,49.81,47.7,,
2000-02-16,50.31,54.64,49.455333333333336,51.63766666666667
2000-02-17,49.37,51.17,49.46,51.574333333333335
2000-02-18,52.31,53.87,49.56933333333333,51.60266666666667
2000-02-19,51.38,52.2,49.73966666666667,51.59066666666667
2000-02-20,51.33,53.77,49.97133333333333,51.586000000000006
2000-02-21,52.5,51.92,50.15,51.660333333333334
2000-02-22,50.95,52.74,50.212333333333326,51.585
2000-02-23,54.25,52.98,50.38166666666667,51.56166666666666
2000-02-24,50.88,52.25,50.274,51.62433333333333
2000-02-25,52.43,54.37,50.402,51.735666666666674
2000-02-26,50.38,53.89,50.48433333333333,51.84433333333333
2000-02-27,49.58,51.45,50.524,51.861999999999995
2000-02-28,53.23,54.46,50.72033333333333,51.96033333333333
2000-02-29,54.82,52.09,50.787,51.95233333333333
2000-03-01,52.0,50.71,50.868,51.95133333333333
2000-03-02,52.24,50.22,50.912,51.95066666666666
2000-03-03,53.66,51.51,51.052,51.958999999999996
2000-03-04,55.25,51.44,51.264,51.913000000000004
2000-03-05,52.25,49.99,51.38366666666666,51.898
2000-03-06,49.8,50.37,51.367666666666665,51.85
2000-03-07,54.76,51.81,51.50866666666666,51.86366666666666
2000-03-08,52.61,50.85,51.62733333333334,51.809
2000-03-09,52.54,52.82,51.68600000000001,51.825
2000-03-10,53.68,54.53,51.78166666666666,51.92766666666667
2000-03-11,55.66,53.54,52.084666666666664,52.13666666666666
2000-03-12,55.07,52.54,52.187,52.22266666666667
2000-03-13,52.06,51.08,52.26066666666667,52.12133333333334
2000-03-14,54.18,51.01,52.40866666666667,52.06433333333334
2000-03-15,54.37,49.58,52.455333333333336,52.05
2000-03-16,54.16,51.72,52.60033333333333,52.184
2000-03-17,57.6,50.6,52.843333333333334,52.04933333333334
2000-03-18,54.23,51.79,53.00533333333333,52.07000000000001
2000-03-19,53.93,52.81,53.05933333333334,52.034666666666666
2000-03-20,54.2,48.23,53.15333333333333,51.90233333333333
2000-03-21,51.6,49.8,53.162333333333336,51.769999999999996
2000-03-22,50.3,52.15,53.089000000000006,51.77766666666667
2000-03-23,54.73,50.19,53.215,51.69266666666667
2000-03-24,54.39,49.1,53.21966666666666,51.56333333333334
2000-03-25,53.7,52.49,53.31366666666666,51.571333333333335
2000-03-26,55.53,52.06,53.417,51.49433333333333
2000-03-27,52.77,51.68,53.49666666666666,51.42066666666667
2000-03-28,53.3,52.08,53.62066666666667,51.44166666666667
2000-03-29,54.12,49.39,53.650333333333336,51.272666666666666
2000-03-30,54.36,48.8,53.635000000000005,51.163000000000004
2000-03-31,55.33,49.37,53.746,51.11833333333333
2000-04-01,55.6,52.02,53.858,51.17833333333333
2000-04-02,53.87,51.45,53.865,51.17633333333333
2000-04-03,52.72,52.33,53.78066666666667,51.205999999999996
2000-04-04,53.84,53.57,53.833666666666666,51.32533333333333
2000-04-05,54.32,50.85,53.98433333333333,51.34133333333333
2000-04-06,56.19,50.12,54.032000000000004,51.285000000000004
2000-04-07,54.62,52.13,54.099,51.327666666666666
2000-04-08,57.19,53.63,54.254,51.35466666666667
2000-04-09,54.89,52.08,54.29433333333334,51.273
2000-04-10,53.59,49.21,54.22533333333333,51.12866666666667
2000-04-11,51.04,52.41,54.091,51.124333333333325
2000-04-12,51.06,51.88,54.05766666666667,51.150999999999996
2000-04-13,52.13,51.58,53.989333333333335,51.169999999999995
2000-04-14,53.16,53.55,53.949,51.30233333333333
2000-04-15,51.31,55.0,53.854000000000006,51.41166666666666
2000-04-16,52.61,49.44,53.687666666666665,51.373000000000005
2000-04-17,51.38,48.8,53.592666666666666,51.273333333333326
2000-04-18,52.47,48.19,53.544,51.11933333333333
2000-04-19,51.08,47.82,53.440000000000005,51.105666666666664
2000-04-20,55.28,51.88,53.562666666666665,51.175
2000-04-21,51.72,51.38,53.61,51.14933333333333
2000-04-22,54.36,54.53,53.59766666666667,51.294000000000004
2000-04-23,52.95,54.16,53.54966666666667,51.462666666666664
2000-04-24,50.56,53.14,53.44500000000001,51.48433333333333
2000-04-25,53.39,52.22,53.373666666666665,51.48966666666667
2000-04-26,53.2,49.69,53.388000000000005,51.423333333333325
2000-04-27,55.9,48.96,53.474666666666664,51.31933333333333
2000-04-28,52.74,55.0,53.42866666666667,51.50633333333333
2000-04-29,50.53,53.22,53.301,51.653666666666666
2000-04-30,53.68,50.58,53.245999999999995,51.693999999999996
2000-05-01,56.08,52.95,53.26200000000001,51.725
2000-05-02,54.5,52.61,53.283,51.76366666666667
2000-05-03,54.64,53.18,53.346999999999994,51.792
2000-05-04,51.22,53.82,53.25966666666667,51.800333333333334
2000-05-05,51.99,53.75,53.182,51.897000000000006
2000-05-06,50.26,49.55,52.98433333333333,51.878
2000-05-07,50.47,49.78,52.846000000000004,51.79966666666667
2000-05-08,48.16,49.01,52.545,51.64566666666666
2000-05-09,50.63,52.79,52.403,51.669333333333334
2000-05-10,51.99,53.04,52.349666666666664,51.797
2000-05-11,53.36,49.74,52.42700000000001,51.708
2000-05-12,52.98,48.03,52.49099999999999,51.57966666666666
2000-05-13,51.03,49.07,52.45433333333334,51.496
2000-05-14,53.39,50.9,52.461999999999996,51.407666666666664
2000-05-15,55.74,51.93,52.60966666666666,51.30533333333334
2000-05-16,52.86,52.36,52.61800000000001,51.40266666666666
2000-05-17,51.97,52.56,52.63766666666666,51.528000000000006
2000-05-18,52.02,50.94,52.62266666666667,51.619666666666674
2000-05-19,49.96,53.38,52.58533333333333,51.805
2000-05-20,53.61,50.63,52.52966666666667,51.763333333333335
2000-05-21,51.58,49.99,52.525,51.717
2000-05-22,50.38,53.06,52.39233333333333,51.668
2000-05-23,51.99,50.3,52.36033333333334,51.53933333333334
2000-05-24,49.37,51.76,52.32066666666666,51.49333333333333
2000-05-25,54.66,52.82,52.36300000000001,51.51333333333333
2000-05-26,46.93,54.84,52.153999999999996,51.68500000000001
2000-05-27,50.12,51.81,51.96133333333333,51.78
2000-05-28,50.22,50.69,51.87733333333333,51.63633333333334
2000-05-29,51.74,51.7,51.91766666666667,51.58566666666666
2000-05-30,53.84,52.59,51.923,51.65266666666667
2000-05-31,51.11,53.41,51.757333333333335,51.668
2000-06-01,50.99,53.38,51.64033333333334,51.693666666666665
2000-06-02,52.11,53.11,51.556000000000004,51.69133333333333
