Date,poverty_rate,poverty_rate_MA30
2000-01-15,31.76,
2000-01-15,31.45,
2000-01-15,31.15,
2000-01-15,30.85,
2000-01-15,30.56,
2000-01-15,30.28,
2000-01-15,29.89,
2000-01-15,29.3,
2000-01-15,28.72,
2000-01-16,26.88,
2000-01-16,28.22,
2000-01-16,27.88,
2000-01-16,27.21,
2000-01-16,27.55,
2000-01-16,26.15,
2000-01-16,26.22,
2000-01-16,26.06,
2000-01-16,25.98,
2000-01-16,26.54,
2000-01-17,25.95,
2000-01-17,25.92,
2000-01-17,25.89,
2000-01-17,26.1,
2000-01-17,26.02,
2000-01-17,26.62,
2000-01-17,26.18,
2000-01-17,26.77,
2000-01-17,26.32,
2000-01-17,26.46,
2000-01-18,27.47,27.745
2000-01-18,26.9,27.583000000000002
2000-01-18,27.05,27.43633333333333
2000-01-18,27.19,27.304333333333332
2000-01-18,27.33,27.187
2000-01-18,27.61,27.088666666666665
2000-01-18,27.74,27.004
2000-01-18,27.88,26.936999999999998
2000-01-18,27.99,26.89333333333333
2000-01-18,28.06,26.871333333333332
2000-01-19,27.87,26.904333333333334
2000-01-19,27.75,26.88866666666667
2000-01-19,28.09,26.895666666666664
2000-01-19,27.99,26.921666666666667
2000-01-19,27.61,26.923666666666666
2000-01-19,26.97,26.951
2000-01-19,27.17,26.982666666666663
2000-01-19,26.74,27.005333333333333
2000-01-19,27.39,27.05233333333333
2000-01-19,26.85,27.062666666666665
2000-01-20,28.07,27.133333333333333
2000-01-20,28.29,27.212333333333333
2000-01-20,28.38,27.295333333333335
2000-01-20,28.22,27.366
2000-01-20,27.06,27.400666666666666
2000-01-20,27.21,27.420333333333335
2000-01-20,27.5,27.464333333333332
2000-01-20,26.91,27.468999999999998
2000-01-20,26.77,27.483999999999998
2000-01-20,27.79,27.528333333333332
2000-01-21,28.07,27.548333333333332
2000-01-21,27.19,27.558
2000-01-21,27.84,27.584333333333337
2000-01-21,27.59,27.597666666666665
2000-01-21,26.73,27.577666666666666
2000-01-21,25.97,27.523000000000003
2000-01-21,25.73,27.456000000000003
2000-01-21,25.54,27.378
2000-01-21,25.71,27.302000000000003
2000-01-21,26.27,27.24233333333333
2000-01-22,27.75,27.238333333333333
2000-01-22,25.99,27.179666666666666
2000-01-22,26.26,27.11866666666667
2000-01-22,26.66,27.074333333333335
2000-01-22,27.21,27.061
2000-01-22,28.9,27.125333333333334
2000-01-22,28.46,27.168333333333337
2000-01-22,28.73,27.23466666666667
2000-01-22,29.0,27.288333333333338
2000-01-22,28.18,27.332666666666668
2000-01-23,28.07,27.332666666666668
2000-01-23,27.34,27.301
2000-01-23,28.7,27.311666666666667
2000-01-23,28.47,27.32
2000-01-23,27.68,27.340666666666667
2000-01-23,26.74,27.325
2000-01-23,27.13,27.312666666666665
2000-01-23,26.57,27.301333333333336
2000-01-23,26.63,27.29666666666667
2000-01-23,26.94,27.26833333333333
2000-01-24,26.71,27.223000000000003
2000-01-24,26.91,27.213666666666665
2000-01-24,27.1,27.189
2000-01-24,27.3,27.179333333333332
2000-01-24,27.45,27.203333333333333
2000-01-24,27.38,27.250333333333334
2000-01-24,27.1,27.296
2000-01-24,26.91,27.341666666666665
2000-01-24,26.73,27.375666666666667
2000-01-24,27.27,27.409
2000-01-25,26.37,27.363
2000-01-25,25.32,27.340666666666667
2000-01-25,25.98,27.33133333333333
2000-01-25,25.59,27.295666666666666
2000-01-25,24.54,27.206666666666663
2000-01-25,24.74,27.067999999999998
2000-01-25,24.35,26.930999999999997
2000-01-25,24.94,26.804666666666666
2000-01-25,25.12,26.675333333333334
2000-01-26,24.49,26.552333333333333
2000-01-26,24.36,26.428666666666665
2000-01-26,24.4,26.33066666666667
2000-01-26,24.43,26.188333333333333
2000-01-26,24.47,26.055
2000-01-26,24.48,25.948333333333334
2000-01-26,24.53,25.874666666666666
2000-01-26,24.51,25.787333333333333
2000-01-26,24.5,25.71833333333333
2000-01-26,24.5,25.647333333333332
2000-01-27,24.46,25.564666666666668
2000-01-27,24.46,25.489666666666665
2000-01-27,24.42,25.40666666666667
2000-01-27,24.4,25.316666666666666
2000-01-27,24.56,25.22533333333333
2000-01-27,24.81,25.137333333333334
2000-01-27,25.28,25.067333333333334
2000-01-27,24.68,24.986666666666668
2000-01-27,24.92,24.920333333333335
2000-01-27,25.05,24.86433333333333
2000-01-28,26.13,24.82633333333333
2000-01-28,25.51,24.797666666666665
2000-01-28,25.75,24.811999999999998
2000-01-28,26.02,24.813333333333336
2000-01-28,25.89,24.823333333333334
2000-01-28,26.31,24.882333333333335
2000-01-28,26.18,24.930333333333337
2000-01-28,26.1,24.988666666666667
2000-01-28,26.26,25.032666666666668
2000-01-28,26.25,25.070333333333334
2000-01-29,25.61,25.107666666666663
2000-01-29,26.0,25.162333333333333
2000-01-29,25.91,25.212666666666667
2000-01-29,25.81,25.258666666666667
2000-01-29,25.71,25.3
2000-01-29,25.3,25.327333333333332
2000-01-29,25.41,25.35666666666667
2000-01-29,25.19,25.37933333333333
2000-01-29,25.09,25.399
2000-01-29,25.51,25.432666666666666
2000-01-30,26.73,25.508333333333333
2000-01-30,26.33,25.570666666666668
2000-01-30,25.96,25.622
2000-01-30,25.72,25.666
2000-01-30,25.52,25.698
2000-01-30,25.32,25.715
2000-01-30,24.96,25.704333333333334
2000-01-30,25.0,25.714999999999996
2000-01-30,27.11,25.788
2000-01-30,25.12,25.790333333333333
2000-01-31,27.91,25.849666666666668
2000-01-31,28.06,25.93466666666667
2000-01-31,27.71,26.0
2000-01-31,27.31,26.043
2000-01-31,27.51,26.096999999999998
2000-01-31,27.71,26.143666666666668
2000-01-31,27.64,26.192333333333334
2000-01-31,27.92,26.253
2000-01-31,28.01,26.31133333333333
2000-01-31,27.81,26.363333333333333
2000-02-01,27.42,26.42366666666667
2000-02-01,27.58,26.476333333333336
2000-02-01,27.53,26.53033333333333
2000-02-01,27.47,26.58566666666667
2000-02-01,27.42,26.642666666666667
2000-02-01,27.45,26.714333333333336
2000-02-01,27.47,26.783
2000-02-01,27.5,26.86
2000-02-01,27.55,26.942
2000-02-01,27.66,27.013666666666666
2000-02-02,28.19,27.062333333333335
2000-02-02,27.87,27.11366666666667
2000-02-02,27.96,27.180333333333333
2000-02-02,28.07,27.258666666666667
2000-02-02,27.77,27.333666666666666
2000-02-02,28.38,27.43566666666667
2000-02-02,28.72,27.561
2000-02-02,28.82,27.688333333333333
2000-02-02,28.88,27.747333333333334
2000-02-02,28.58,27.862666666666666
2000-02-03,27.92,27.863
2000-02-03,28.59,27.880666666666666
2000-02-03,28.41,27.904
2000-02-03,28.22,27.93433333333333
2000-02-03,28.74,27.97533333333333
2000-02-03,27.11,27.955333333333332
2000-02-03,26.93,27.931666666666665
2000-02-03,26.78,27.893666666666668
2000-02-03,27.28,27.869333333333334
2000-02-03,27.59,27.862000000000002
2000-02-04,26.9,27.84466666666667
2000-02-04,27.3,27.83533333333333
2000-02-04,26.67,27.80666666666667
2000-02-04,26.78,27.783666666666665
2000-02-04,27.08,27.772333333333336
2000-02-04,27.51,27.774333333333335
2000-02-04,27.64,27.779999999999998
2000-02-04,27.74,27.788000000000004
2000-02-04,27.68,27.792333333333332
2000-02-04,27.48,27.786333333333335
2000-02-05,27.28,27.755999999999997
2000-02-05,27.08,27.729666666666667
2000-02-05,25.99,27.664
2000-02-05,26.39,27.608
2000-02-05,26.78,27.575
2000-02-05,25.29,27.471999999999998
2000-02-05,25.14,27.352666666666664
2000-02-05,25.25,27.233666666666668
2000-02-05,25.49,27.12066666666667
2000-02-05,25.69,27.024333333333335
2000-02-06,25.93,26.958000000000002
2000-02-06,26.56,26.890333333333334
2000-02-06,25.42,26.790666666666667
2000-02-06,25.62,26.704
2000-02-06,26.23,26.620333333333335
2000-02-06,26.9,26.613333333333333
2000-02-06,27.23,26.623333333333335
2000-02-06,27.57,26.64966666666667
2000-02-06,27.89,26.67
2000-02-06,28.22,26.691
2000-02-07,29.8,26.787666666666667
2000-02-07,28.9,26.841
2000-02-07,29.26,26.92733333333333
2000-02-07,29.61,27.021666666666665
2000-02-07,28.55,27.070666666666664
2000-02-07,29.97,27.152666666666665
2000-02-07,30.32,27.242
2000-02-07,30.5,27.334
2000-02-07,30.52,27.42866666666667
2000-02-07,30.15,27.517666666666667
2000-02-08,30.41,27.622
2000-02-08,30.34,27.730666666666664
2000-02-08,30.29,27.874
2000-02-08,30.46,28.009666666666664
2000-02-08,30.41,28.130666666666666
2000-02-08,30.96,28.319666666666667
2000-02-08,31.15,28.52
2000-02-08,31.4,28.724999999999998
2000-02-08,30.77,28.901000000000003
2000-02-08,30.58,29.064
2000-02-09,32.54,29.284333333333336
2000-02-09,31.77,29.458000000000002
2000-02-09,31.99,29.677000000000003
2000-02-09,32.18,29.895666666666667
2000-02-09,32.35,30.099666666666668
2000-02-09,32.66,30.291666666666668
2000-02-09,32.51,30.467666666666666
2000-02-09,32.34,30.626666666666665
2000-02-09,32.18,30.769666666666662
2000-02-09,32.01,30.895999999999997
2000-02-10,31.73,30.96033333333333
2000-02-10,31.4,31.043666666666663
2000-02-10,31.06,31.103666666666665
2000-02-10,30.73,31.141000000000002
2000-02-10,30.41,31.203
2000-02-10,30.09,31.207
2000-02-10,29.41,31.176666666666666
2000-02-10,29.07,31.129
2000-02-10,28.74,31.069666666666667
2000-02-10,29.74,31.055999999999997
2000-02-11,28.41,30.989333333333335
2000-02-11,28.15,30.916333333333334
2000-02-11,27.88,30.836000000000002
2000-02-11,27.64,30.742
2000-02-11,27.38,30.641000000000002
2000-02-11,27.12,30.512999999999998
2000-02-11,26.86,30.37
2000-02-11,26.65,30.211666666666666
2000-02-11,26.46,30.067999999999998
2000-02-11,26.29,29.925
2000-02-12,26.16,29.71233333333333
2000-02-12,26.05,29.521666666666665
2000-02-12,25.97,29.321
2000-02-12,25.9,29.111666666666668
2000-02-12,25.96,28.898666666666664
2000-02-12,26.04,28.678
2000-02-12,26.15,28.466
2000-02-12,26.29,28.264333333333333
2000-02-12,26.43,28.07266666666667
2000-02-12,26.56,27.891000000000002
2000-02-13,26.02,27.700666666666667
2000-02-13,26.63,27.541666666666668
2000-02-13,26.56,27.391666666666666
2000-02-13,26.38,27.246666666666666
2000-02-13,26.2,27.106333333333332
2000-02-13,24.6,26.923333333333332
2000-02-13,25.82,26.80366666666667
2000-02-13,25.46,26.683333333333334
2000-02-13,25.11,26.56233333333333
2000-02-13,24.78,26.397000000000002
2000-02-14,24.44,26.264666666666663
2000-02-14,24.65,26.148
2000-02-14,24.97,26.051
2000-02-14,25.62,25.983666666666668
2000-02-14,25.29,25.913999999999998
2000-02-14,26.81,25.903666666666666
2000-02-14,27.45,25.923333333333332
2000-02-14,27.81,25.962
2000-02-14,28.13,26.017666666666667
2000-02-14,26.18,26.014
2000-02-15,28.45,26.090333333333334
2000-02-15,28.68,26.177999999999997
2000-02-15,28.52,26.262999999999998
2000-02-15,28.29,26.342666666666666
2000-02-15,27.96,26.409333333333336
2000-02-15,27.54,26.459333333333333
2000-02-15,26.81,26.481333333333332
2000-02-15,26.59,26.491333333333333
2000-02-15,27.12,26.514333333333333
2000-02-15,26.39,26.508666666666667
2000-02-16,26.17,26.51366666666667
2000-02-16,26.06,26.494666666666667
2000-02-16,26.16,26.481333333333332
2000-02-16,26.3,26.478666666666665
2000-02-16,26.5,26.48866666666667
2000-02-16,26.7,26.558666666666667
2000-02-16,26.94,26.596
2000-02-16,26.57,26.633
2000-02-16,26.17,26.668333333333337
2000-02-16,26.87,26.738
2000-02-17,24.95,26.755
2000-02-17,25.77,26.792333333333332
2000-02-17,23.35,26.738333333333333
2000-02-17,25.36,26.729666666666667
2000-02-17,24.15,26.691666666666666
2000-02-17,22.17,26.537
2000-02-17,22.58,26.374666666666666
2000-02-17,21.37,26.16
2000-02-17,21.77,25.947999999999997
2000-02-17,21.56,25.794
2000-02-18,23.66,25.634333333333334
2000-02-18,21.92,25.409000000000002
2000-02-18,22.3,25.201666666666664
2000-02-18,22.93,25.023
2000-02-18,26.02,24.958333333333332
2000-02-18,24.4,24.853666666666665
2000-02-18,24.85,24.788333333333338
2000-02-18,25.24,24.743333333333332
2000-02-18,25.63,24.69366666666667
2000-02-19,27.07,24.716333333333335
2000-02-19,26.4,24.723999999999997
2000-02-19,26.8,24.74866666666667
2000-02-19,27.03,24.77766666666667
2000-02-19,27.12,24.805
2000-02-19,26.43,24.802666666666664
2000-02-19,27.01,24.813
2000-02-19,26.83,24.80933333333333
2000-02-19,26.63,24.811333333333334
2000-02-19,27.15,24.843999999999998
2000-02-20,26.23,24.822666666666667
2000-02-20,25.98,24.857000000000003
2000-02-20,25.59,24.851000000000003
2000-02-20,24.85,24.901
2000-02-20,25.19,24.895333333333333
2000-02-20,24.44,24.905000000000005
2000-02-20,24.64,24.987333333333332
2000-02-20,24.24,25.04266666666667
2000-02-20,24.29,25.14
2000-02-20,24.44,25.229
2000-02-21,25.66,25.365666666666666
2000-02-21,24.61,25.397333333333336
2000-02-21,24.9,25.496666666666666
2000-02-21,25.21,25.593666666666664
2000-02-21,25.5,25.679333333333332
2000-02-21,25.82,25.672666666666665
2000-02-21,25.97,25.725
2000-02-21,26.12,25.767333333333333
2000-02-21,26.27,25.801666666666666
2000-02-21,26.39,25.826999999999998
2000-02-22,26.32,25.802000000000003
2000-02-22,26.35,25.800333333333334
2000-02-22,26.31,25.784
2000-02-22,26.37,25.762
2000-02-22,26.38,25.737333333333332
2000-02-22,26.84,25.751
2000-02-22,26.54,25.735333333333337
2000-02-22,26.72,25.73166666666667
2000-02-22,26.46,25.726
2000-02-22,26.63,25.708666666666666
2000-02-23,26.43,25.715333333333334
2000-02-23,27.26,25.758
2000-02-23,26.74,25.796333333333333
2000-02-23,26.94,25.865999999999996
2000-02-23,27.41,25.94
2000-02-23,27.31,26.035666666666664
2000-02-23,27.18,26.120333333333335
2000-02-23,27.0,26.212333333333333
2000-02-23,27.39,26.31566666666667
2000-02-23,27.1,26.404333333333334
2000-02-24,25.42,26.396333333333335
2000-02-24,25.66,26.43133333333333
2000-02-24,26.12,26.471999999999998
2000-02-24,25.84,26.493000000000002
2000-02-24,25.51,26.493333333333336
2000-02-24,25.56,26.484666666666666
2000-02-24,25.72,26.476333333333333
2000-02-24,25.91,26.46933333333333
2000-02-24,26.22,26.467666666666666
2000-02-24,26.54,26.472666666666665
2000-02-25,27.4,26.508666666666667
2000-02-25,26.88,26.526333333333337
2000-02-25,27.07,26.551666666666666
2000-02-25,27.24,26.580666666666666
2000-02-25,27.57,26.620333333333335
2000-02-25,27.73,26.65
2000-02-25,27.74,26.689999999999998
2000-02-25,27.69,26.72233333333333
2000-02-25,27.64,26.761666666666667
2000-02-25,27.8,26.800666666666668
2000-02-26,27.64,26.841
2000-02-26,27.6,26.85233333333333
2000-02-26,27.58,26.880333333333333
2000-02-26,27.78,26.908333333333335
2000-02-26,27.71,26.918333333333333
2000-02-26,27.95,26.939666666666668
2000-02-26,27.85,26.961999999999996
2000-02-26,28.35,27.006999999999998
2000-02-26,28.09,27.03033333333333
2000-02-26,28.23,27.068
2000-02-27,26.71,27.110999999999997
2000-02-27,26.87,27.151333333333334
2000-02-27,27.15,27.18566666666667
2000-02-27,27.47,27.24
2000-02-27,27.78,27.31566666666667
2000-02-27,27.95,27.395333333333333
2000-02-27,28.11,27.475
2000-02-27,28.27,27.55366666666667
2000-02-27,28.42,27.627000000000002
2000-02-27,28.43,27.69
2000-02-28,26.25,27.651666666666664
2000-02-28,26.09,27.625333333333334
2000-02-28,26.56,27.608333333333334
2000-02-28,26.4,27.580333333333332
2000-02-28,26.1,27.531333333333333
2000-02-28,26.32,27.484333333333332
2000-02-28,26.13,27.43066666666667
2000-02-28,26.19,27.380666666666666
2000-02-28,26.24,27.334
2000-02-28,26.29,27.283666666666665
2000-02-29,26.49,27.245333333333335
2000-02-29,26.36,27.204
2000-02-29,26.39,27.164333333333335
2000-02-29,26.43,27.119333333333334
2000-02-29,26.47,27.078
2000-02-29,26.56,27.031666666666663
