Date,energy_consumption_mwh,energy_consumption_mwh_MA30
2000-01-17,821.65,
2000-01-17,823.59,
2000-01-17,825.7,
2000-01-17,827.82,
2000-01-17,829.93,
2000-01-18,831.87,
2000-01-18,833.8,
2000-01-18,837.68,
2000-01-18,841.73,
2000-01-18,845.77,
2000-01-18,850.0,
2000-01-18,854.23,
2000-01-18,858.27,
2000-01-18,862.5,
2000-01-18,866.73,
2000-01-19,887.32,
2000-01-19,870.95,
2000-01-19,875.18,
2000-01-19,879.58,
2000-01-19,883.98,
2000-01-19,895.77,
2000-01-19,889.44,
2000-01-19,891.73,
2000-01-19,893.84,
2000-01-19,896.13,
2000-01-20,887.68,
2000-01-20,894.72,
2000-01-20,893.31,
2000-01-20,891.9,
2000-01-20,890.14,864.4313333333333
2000-01-20,885.04,866.5443333333333
2000-01-20,882.57,868.5103333333333
2000-01-20,879.93,870.318
2000-01-20,877.29,871.9670000000001
2000-01-20,874.82,873.4633333333334
2000-01-21,863.73,874.5253333333333
2000-01-21,861.8,875.4586666666667
2000-01-21,871.13,876.5736666666667
2000-01-21,867.43,877.4303333333334
2000-01-21,859.68,877.894
2000-01-21,857.92,878.1579999999999
2000-01-21,856.87,878.246
2000-01-21,858.1,878.2403333333333
2000-01-21,859.51,878.1406666666666
2000-01-21,861.62,877.9703333333333
2000-01-22,866.55,877.278
2000-01-22,869.01,877.2133333333333
2000-01-22,874.12,877.178
2000-01-22,864.08,876.6613333333333
2000-01-22,871.48,876.2446666666667
2000-01-22,876.76,875.6110000000001
2000-01-22,881.69,875.3526666666666
2000-01-22,884.33,875.106
2000-01-22,879.23,874.619
2000-01-22,886.97,874.3136666666667
2000-01-23,886.44,874.2723333333334
2000-01-23,869.89,873.4446666666666
2000-01-23,889.61,873.3213333333333
2000-01-23,891.55,873.3096666666667
2000-01-23,878.35,872.9166666666666
2000-01-23,810.04,870.4166666666666
2000-01-23,861.62,869.7183333333334
2000-01-23,853.17,868.8263333333333
2000-01-23,842.96,867.682
2000-01-23,826.41,866.0683333333333
2000-01-24,786.8,863.504
2000-01-24,770.07,860.4463333333333
2000-01-24,795.25,857.9169999999999
2000-01-24,778.52,854.9533333333333
2000-01-24,761.8,851.6906666666667
2000-01-24,761.44,848.4746666666667
2000-01-24,764.79,845.4053333333334
2000-01-24,770.95,842.5003333333333
2000-01-24,777.46,839.7653333333334
2000-01-24,783.8,837.1713333333333
2000-01-25,788.2,834.5596666666667
2000-01-25,792.78,832.0186666666667
2000-01-25,797.36,829.4599999999999
2000-01-25,806.34,827.5353333333334
2000-01-25,801.76,825.2113333333333
2000-01-25,816.9,823.216
2000-01-25,819.54,821.1443333333334
2000-01-25,810.92,818.6973333333333
2000-01-25,822.01,816.7899999999998
2000-01-25,814.26,814.3663333333334
2000-01-26,834.33,812.6293333333332
2000-01-26,824.47,811.1153333333333
2000-01-26,826.94,809.0263333333334
2000-01-26,829.4,806.9546666666666
2000-01-26,831.87,805.4053333333334
2000-01-26,836.8,806.2973333333334
2000-01-26,839.08,805.546
2000-01-26,841.37,805.1526666666666
2000-01-26,843.13,805.1583333333333
2000-01-26,844.37,805.757
2000-01-27,839.96,807.5290000000001
2000-01-27,844.72,810.0173333333333
2000-01-27,843.31,811.6193333333334
2000-01-27,841.73,813.7263333333334
2000-01-27,845.42,816.5136666666666
2000-01-27,836.97,819.0313333333332
2000-01-27,831.34,821.2496666666666
2000-01-27,829.75,823.2096666666667
2000-01-27,828.17,824.9
2000-01-27,833.98,826.5726666666667
2000-01-28,830.11,827.9696666666666
2000-01-28,834.51,829.3606666666667
2000-01-28,828.52,830.3993333333333
2000-01-28,831.69,831.2443333333333
2000-01-28,827.11,832.0893333333333
2000-01-28,837.5,832.776
2000-01-28,842.43,833.539
2000-01-28,844.01,834.642
2000-01-28,845.6,835.4283333333333
2000-01-28,840.67,836.3086666666666
2000-01-29,860.21,837.1713333333335
2000-01-29,857.04,838.257
2000-01-29,853.7,839.1489999999999
2000-01-29,851.58,839.8883333333334
2000-01-29,863.38,840.9386666666667
2000-01-29,851.23,841.4196666666667
2000-01-29,850.53,841.8013333333333
2000-01-29,848.77,842.0480000000001
2000-01-29,847.18,842.1830000000001
2000-01-29,851.41,842.4176666666667
2000-01-30,886.8,843.9789999999999
2000-01-30,866.55,844.7066666666667
2000-01-30,874.3,845.7396666666666
2000-01-30,880.46,847.0306666666668
2000-01-30,869.89,847.8463333333333
2000-01-30,891.9,849.6773333333333
2000-01-30,895.07,851.8016666666666
2000-01-30,898.24,854.0846666666667
2000-01-30,900.35,856.4906666666666
2000-01-30,897.89,858.6209999999999
2000-01-31,894.89,860.7803333333334
2000-01-31,885.74,862.4879999999999
2000-01-31,879.93,864.2016666666666
2000-01-31,891.55,866.197
2000-01-31,874.47,867.7756666666667
2000-01-31,865.49,868.7086666666668
2000-01-31,862.68,869.3836666666666
2000-01-31,860.04,869.9179999999999
2000-01-31,868.49,870.681
2000-01-31,871.48,871.7080000000001
2000-02-01,859.68,871.6903333333333
2000-02-01,860.74,871.8136666666667
2000-02-01,861.8,872.0836666666668
2000-02-01,864.08,872.5003333333333
2000-02-01,862.85,872.4826666666668
2000-02-01,866.55,872.9933333333333
2000-02-01,867.61,873.5626666666667
2000-02-01,868.84,874.2316666666666
2000-02-01,869.89,874.9886666666666
2000-02-01,865.32,875.4523333333333
2000-02-02,877.82,875.153
2000-02-02,871.13,875.3056666666668
2000-02-02,872.54,875.247
2000-02-02,873.77,875.0239999999999
2000-02-02,875.53,875.212
2000-02-02,880.11,874.819
2000-02-02,884.86,874.4786666666666
2000-02-02,887.15,874.109
2000-02-02,882.57,873.5163333333334
2000-02-02,889.79,873.2463333333333
2000-02-03,899.47,873.3989999999999
2000-02-03,891.37,873.5866666666667
2000-02-03,893.13,874.0266666666666
2000-02-03,896.48,874.191
2000-02-03,900.88,875.0713333333333
2000-02-03,852.46,874.637
