Date,interest_rate,exchange_rate,interest_rate_MA30,exchange_rate_MA30
2000-01-18,5.54,1.41,,
2000-01-19,4.39,1.37,,
2000-01-20,4.65,1.31,,
2000-01-21,3.4,1.36,,
2000-01-22,4.46,1.31,,
2000-01-23,3.4,1.26,,
2000-01-24,2.65,1.35,,
2000-01-25,3.96,1.35,,
2000-01-26,3.41,1.29,,
2000-01-27,4.2,1.46,,
2000-01-28,4.66,1.42,,
2000-01-29,4.24,1.39,,
2000-01-30,4.46,1.41,,
2000-01-31,4.36,1.41,,
2000-02-01,3.47,1.31,,
2000-02-02,3.8,1.25,,
2000-02-03,4.52,1.35,,
2000-02-04,6.15,1.33,,
2000-02-05,4.4,1.52,,
2000-02-06,4.02,1.42,,
2000-02-07,2.98,1.26,,
2000-02-08,4.68,1.4,,
2000-02-09,4.14,1.26,,
2000-02-10,4.22,1.17,,
2000-02-11,2.96,1.14,,
2000-02-12,3.44,1.26,,
2000-02-13,4.18,1.28,,
2000-02-14,4.74,1.39,,
2000-02-15,5.67,1.51,,
2000-02-16,4.53,1.32,4.189333333333334,1.3423333333333334
2000-02-17,4.82,1.24,4.165333333333333,1.3366666666666667
2000-02-18,5.22,1.23,4.193,1.332
2000-02-19,3.23,1.29,4.145666666666667,1.3313333333333333
2000-02-20,4.61,1.44,4.186,1.3339999999999999
2000-02-21,4.6,1.24,4.190666666666667,1.3316666666666668
2000-02-22,4.6,1.28,4.230666666666667,1.3323333333333334
2000-02-23,4.84,1.49,4.303666666666667,1.337
2000-02-24,4.58,1.4,4.324333333333333,1.338666666666667
2000-02-25,4.16,1.41,4.349333333333333,1.3426666666666667
2000-02-26,4.52,1.31,4.36,1.3376666666666668
2000-02-27,5.07,1.33,4.373666666666667,1.3346666666666667
2000-02-28,4.52,1.42,4.383,1.3356666666666668
2000-02-29,3.67,1.3,4.3566666666666665,1.332
2000-03-01,4.73,1.18,4.369,1.3243333333333331
2000-03-02,4.07,1.25,4.388999999999999,1.3223333333333334
2000-03-03,3.54,1.26,4.380333333333334,1.3226666666666669
2000-03-04,3.77,1.26,4.355333333333333,1.3196666666666668
2000-03-05,2.88,1.22,4.246333333333333,1.3159999999999998
2000-03-06,4.1,1.28,4.236333333333333,1.308
2000-03-07,4.81,1.29,4.262666666666666,1.3036666666666668
2000-03-08,3.56,1.35,4.282,1.3066666666666669
2000-03-09,4.49,1.29,4.275666666666667,1.3030000000000002
2000-03-10,4.57,1.25,4.29,1.3026666666666666
2000-03-11,4.69,1.37,4.305666666666667,1.3093333333333335
2000-03-12,4.18,1.39,4.346333333333333,1.3176666666666668
2000-03-13,4.5,1.41,4.381666666666666,1.3226666666666667
2000-03-14,5.98,1.41,4.441666666666666,1.3270000000000002
2000-03-15,4.54,1.22,4.435,1.3213333333333332
2000-03-16,4.75,1.54,4.404333333333333,1.3223333333333331
2000-03-17,4.67,1.52,4.409,1.329
2000-03-18,3.91,1.37,4.378666666666667,1.3333333333333333
2000-03-19,4.67,1.43,4.360333333333333,1.3399999999999999
2000-03-20,5.01,1.47,4.419666666666667,1.3459999999999999
2000-03-21,5.31,1.33,4.443,1.3423333333333334
2000-03-22,4.1,1.34,4.426333333333333,1.3456666666666666
2000-03-23,5.68,1.46,4.4623333333333335,1.3516666666666666
2000-03-24,5.31,1.37,4.478,1.3476666666666668
2000-03-25,4.21,1.4,4.4656666666666665,1.3476666666666666
2000-03-26,3.31,1.18,4.437333333333333,1.34
2000-03-27,3.28,1.3,4.396000000000001,1.3396666666666666
2000-03-28,4.32,1.34,4.3709999999999996,1.34
2000-03-29,3.84,1.27,4.348333333333333,1.335
2000-03-30,3.83,1.3,4.353666666666666,1.3350000000000002
2000-03-31,3.99,1.26,4.329,1.3376666666666668
2000-04-01,3.82,1.23,4.320666666666667,1.337
2000-04-02,5.0,1.38,4.3693333333333335,1.341
2000-04-03,5.8,1.41,4.436999999999999,1.3459999999999999
2000-04-04,4.14,1.27,4.479,1.3476666666666666
2000-04-05,4.53,1.41,4.493333333333334,1.3519999999999999
2000-04-06,3.73,1.25,4.457333333333334,1.3506666666666665
2000-04-07,3.72,1.29,4.462666666666666,1.3486666666666667
2000-04-08,3.97,1.33,4.445333333333333,1.35
2000-04-09,4.38,1.31,4.438999999999999,1.352
2000-04-10,4.38,1.51,4.4286666666666665,1.3566666666666667
2000-04-11,4.91,1.48,4.453,1.3596666666666666
2000-04-12,4.82,1.34,4.463666666666667,1.3573333333333333
2000-04-13,3.5,1.33,4.381,1.3546666666666667
2000-04-14,3.21,1.37,4.336666666666667,1.3596666666666666
2000-04-15,4.06,1.35,4.313666666666666,1.3533333333333333
2000-04-16,4.04,1.44,4.292666666666666,1.3506666666666667
2000-04-17,4.63,1.44,4.316666666666666,1.3530000000000002
2000-04-18,4.23,1.41,4.3020000000000005,1.3523333333333334
2000-04-19,5.17,1.49,4.307333333333333,1.3530000000000002
2000-04-20,4.14,1.34,4.2683333333333335,1.3533333333333333
2000-04-21,3.11,1.31,4.235333333333333,1.3523333333333334
2000-04-22,6.14,1.45,4.250666666666667,1.352
2000-04-23,6.66,1.48,4.2956666666666665,1.3556666666666666
2000-04-24,4.7,1.45,4.312,1.3573333333333333
2000-04-25,5.49,1.47,4.384666666666666,1.367
2000-04-26,6.17,1.52,4.481,1.3743333333333334
2000-04-27,2.87,1.5,4.432666666666667,1.3796666666666666
2000-04-28,3.42,1.55,4.418666666666667,1.389
2000-04-29,3.95,1.38,4.422666666666667,1.3916666666666666
2000-04-30,3.54,1.35,4.4076666666666675,1.3946666666666665
2000-05-01,3.64,1.4,4.401666666666666,1.4003333333333334
2000-05-02,3.59,1.3,4.354666666666668,1.3976666666666666
2000-05-03,4.14,1.2,4.299333333333333,1.390666666666667
2000-05-04,3.91,1.23,4.291666666666667,1.3893333333333333
2000-05-05,3.42,1.25,4.254666666666667,1.3840000000000001
2000-05-06,3.72,1.29,4.254333333333333,1.3853333333333333
2000-05-07,4.34,1.47,4.275,1.391333333333333
2000-05-08,4.45,1.48,4.291,1.3963333333333334
2000-05-09,3.43,1.31,4.259333333333333,1.3963333333333332
2000-05-10,5.13,1.39,4.2843333333333335,1.3923333333333332
2000-05-11,4.39,1.45,4.2669999999999995,1.3913333333333333
2000-05-12,5.18,1.58,4.279,1.3993333333333333
2000-05-13,4.36,1.3,4.307666666666666,1.3983333333333334
2000-05-14,4.56,1.34,4.352666666666667,1.3973333333333333
2000-05-15,4.59,1.36,4.370333333333333,1.3976666666666666
2000-05-16,3.81,1.31,4.362666666666667,1.3933333333333333
2000-05-17,4.34,1.3,4.353,1.3886666666666665
2000-05-18,5.33,1.38,4.389666666666667,1.3876666666666668
2000-05-19,4.11,1.41,4.354333333333333,1.385
2000-05-20,3.5,1.41,4.333,1.3873333333333333
2000-05-21,4.49,1.45,4.3790000000000004,1.3920000000000001
2000-05-22,4.68,1.4,4.330333333333333,1.3903333333333334
2000-05-23,3.7,1.4,4.2316666666666665,1.3876666666666668
2000-05-24,3.76,1.4,4.200333333333334,1.386
2000-05-25,3.77,1.29,4.143,1.38
2000-05-26,3.29,1.36,4.047,1.3746666666666665
2000-05-27,4.92,1.3,4.115333333333334,1.3679999999999999
2000-05-28,5.75,1.37,4.1930000000000005,1.3619999999999999
2000-05-29,5.14,1.34,4.232666666666667,1.3606666666666667
2000-05-30,6.07,1.3,4.316999999999999,1.3590000000000002
2000-05-31,4.39,1.41,4.342,1.359333333333333
2000-06-01,3.93,1.54,4.3533333333333335,1.3673333333333335
2000-06-02,4.08,1.45,4.351333333333333,1.3756666666666666
2000-06-03,4.28,1.39,4.363666666666666,1.381
2000-06-04,5.95,1.45,4.4479999999999995,1.3876666666666668
2000-06-05,5.24,1.42,4.498666666666667,1.392
2000-06-06,4.3,1.43,4.497333333333334,1.3906666666666667
2000-06-07,5.46,1.52,4.531,1.392
2000-06-08,3.62,1.41,4.537333333333334,1.3953333333333333
2000-06-09,4.7,1.29,4.523,1.3920000000000001
2000-06-10,4.9,1.45,4.54,1.392
2000-06-11,4.79,1.42,4.527,1.3866666666666667
2000-06-12,4.74,1.3,4.539666666666666,1.3866666666666665
2000-06-13,4.92,1.22,4.551666666666667,1.3826666666666667
2000-06-14,3.99,1.42,4.531666666666666,1.3846666666666667
2000-06-15,4.47,1.56,4.5536666666666665,1.393
2000-06-16,4.51,1.38,4.559333333333333,1.3956666666666668
2000-06-17,4.86,1.4,4.543666666666667,1.3963333333333334
2000-06-18,5.2,1.4,4.58,1.3960000000000001
2000-06-19,4.35,1.27,4.608333333333333,1.3913333333333333
2000-06-20,4.63,1.12,4.6129999999999995,1.3803333333333334
2000-06-21,5.21,1.21,4.630666666666667,1.3739999999999999
2000-06-22,4.14,1.3,4.645333333333332,1.3706666666666665
2000-06-23,3.95,1.23,4.651666666666667,1.365
2000-06-24,3.13,1.42,4.630333333333334,1.3693333333333333
2000-06-25,3.26,1.28,4.629333333333333,1.3666666666666667
2000-06-26,3.2,1.1,4.572000000000001,1.3599999999999999
2000-06-27,7.07,1.23,4.6160000000000005,1.3553333333333333
2000-06-28,5.7,1.43,4.634666666666666,1.3583333333333334
2000-06-29,2.77,1.44,4.524666666666667,1.363
2000-06-30,3.59,1.38,4.498,1.3619999999999999
2000-07-01,4.65,1.36,4.522000000000001,1.356
2000-07-02,4.71,1.43,4.543,1.3553333333333335
2000-07-03,4.1,1.48,4.537,1.3583333333333334
2000-07-04,4.87,1.41,4.501,1.3569999999999998
2000-07-05,3.35,1.38,4.438,1.3556666666666668
2000-07-06,4.85,1.37,4.456333333333333,1.3536666666666666
2000-07-07,2.87,1.25,4.37,1.3446666666666665
2000-07-08,3.88,1.37,4.378666666666667,1.3433333333333333
2000-07-09,4.4,1.17,4.368666666666667,1.3393333333333333
2000-07-10,3.78,1.33,4.331333333333333,1.3353333333333335
2000-07-11,5.07,1.23,4.3406666666666665,1.329
2000-07-12,4.6,1.35,4.335999999999999,1.3306666666666667
2000-07-13,4.69,1.2,4.328333333333333,1.3299999999999998
2000-07-14,5.85,1.42,4.390333333333333,1.3299999999999998
2000-07-15,4.36,1.32,4.386666666666667,1.3219999999999998
2000-07-16,4.96,1.24,4.401666666666667,1.3173333333333332
2000-07-17,5.21,1.47,4.413333333333333,1.3196666666666665
2000-07-18,4.94,1.41,4.404666666666667,1.32
2000-07-19,4.14,1.25,4.397666666666667,1.3193333333333332
2000-07-20,3.88,1.38,4.3726666666666665,1.3279999999999998
2000-07-21,3.49,1.44,4.315333333333332,1.3356666666666668
2000-07-22,3.48,1.19,4.293333333333334,1.332
2000-07-23,3.43,1.07,4.276,1.3266666666666667
2000-07-24,5.01,1.2,4.338666666666667,1.3193333333333335
2000-07-25,5.29,1.32,4.406333333333333,1.3206666666666669
2000-07-26,2.9,1.25,4.396333333333334,1.3256666666666668
2000-07-27,5.55,1.27,4.345666666666667,1.3270000000000002
2000-07-28,4.92,1.0,4.3196666666666665,1.3126666666666664
2000-07-29,4.79,1.33,4.387,1.309
2000-07-30,4.36,1.37,4.4126666666666665,1.3086666666666669
2000-07-31,4.01,1.4,4.391333333333334,1.3099999999999998
2000-08-01,5.17,1.38,4.406666666666667,1.3083333333333333
2000-08-02,5.33,1.34,4.447666666666667,1.3036666666666668
2000-08-03,4.43,1.39,4.433000000000001,1.3030000000000002
2000-08-04,4.87,1.32,4.483666666666667,1.301
2000-08-05,5.34,1.3,4.5,1.2986666666666666
2000-08-06,3.5,1.34,4.521000000000001,1.3016666666666667
2000-08-07,3.68,1.26,4.514333333333332,1.2979999999999998
2000-08-08,5.09,1.14,4.537333333333334,1.297
2000-08-09,4.15,1.23,4.549666666666667,1.2936666666666667
2000-08-10,6.06,1.1,4.582666666666666,1.2893333333333332
2000-08-11,6.08,1.0,4.632000000000001,1.2776666666666665
2000-08-12,4.25,1.15,4.617333333333334,1.276
2000-08-13,4.29,1.23,4.565333333333333,1.2696666666666667
2000-08-14,4.43,1.23,4.567666666666667,1.2666666666666666
2000-08-15,5.98,1.42,4.6016666666666675,1.2726666666666666
2000-08-16,4.95,1.27,4.593,1.2660000000000002
2000-08-17,2.91,1.37,4.525333333333333,1.2646666666666666
2000-08-18,3.38,1.34,4.5,1.2676666666666667
2000-08-19,4.99,1.17,4.537,1.2606666666666666
2000-08-20,4.43,1.24,4.568333333333333,1.254
2000-08-21,5.36,1.35,4.631,1.2593333333333334
2000-08-22,5.01,1.23,4.683666666666666,1.2646666666666666
2000-08-23,3.89,1.21,4.646333333333333,1.265
2000-08-24,4.44,1.31,4.618,1.2646666666666666
2000-08-25,5.45,1.3,4.703,1.266333333333333
2000-08-26,5.84,1.27,4.712666666666666,1.2663333333333333
2000-08-27,4.47,1.24,4.697666666666667,1.2743333333333335
2000-08-28,4.45,1.11,4.686333333333334,1.2670000000000001
2000-08-29,3.58,1.25,4.660333333333333,1.2630000000000001
2000-08-30,4.52,1.3,4.677333333333333,1.2596666666666667
2000-08-31,5.26,1.32,4.6803333333333335,1.2576666666666665
2000-09-01,5.39,1.33,4.682333333333333,1.2573333333333332
2000-09-02,4.61,1.22,4.6883333333333335,1.2516666666666665
2000-09-03,3.33,1.14,4.637,1.2456666666666665
2000-09-04,4.78,1.19,4.618333333333333,1.2420000000000002
2000-09-05,5.04,1.23,4.669666666666667,1.2383333333333333
2000-09-06,4.29,1.3,4.69,1.2396666666666667
2000-09-07,4.23,1.29,4.661333333333333,1.2446666666666668
2000-09-08,4.24,1.47,4.664333333333333,1.2526666666666666
2000-09-09,3.71,1.32,4.586,1.2600000000000002
2000-09-10,4.85,1.27,4.545,1.269
2000-09-11,4.36,1.39,4.548666666666666,1.2770000000000001
2000-09-12,3.34,1.3,4.5169999999999995,1.2793333333333334
2000-09-13,5.18,1.26,4.542,1.2803333333333335
2000-09-14,6.05,1.14,4.544333333333333,1.2710000000000001
2000-09-15,3.88,1.21,4.5086666666666675,1.269
2000-09-16,4.32,1.1,4.555666666666667,1.26
2000-09-17,4.13,1.24,4.580666666666667,1.2566666666666666
2000-09-18,4.46,1.29,4.563000000000001,1.2606666666666666
2000-09-19,4.17,1.28,4.554333333333333,1.262
2000-09-20,2.43,1.16,4.456666666666666,1.2556666666666667
2000-09-21,4.61,1.32,4.443333333333333,1.2586666666666668
2000-09-22,3.28,1.34,4.423000000000001,1.2630000000000001
2000-09-23,3.84,1.19,4.403,1.259
2000-09-24,4.58,1.32,4.374,1.2596666666666667
2000-09-25,4.87,1.3,4.341666666666667,1.2606666666666666
2000-09-26,4.18,1.25,4.332,1.261
2000-09-27,4.32,1.29,4.327666666666667,1.267
2000-09-28,4.07,1.34,4.343999999999999,1.2699999999999998
2000-09-29,5.54,1.27,4.378,1.269
2000-09-30,4.45,1.27,4.351,1.2673333333333334
2000-10-01,5.2,1.26,4.344666666666667,1.2650000000000001
2000-10-02,5.73,1.49,4.382000000000001,1.2740000000000002
2000-10-03,4.84,1.41,4.432333333333333,1.2830000000000001
2000-10-04,5.48,1.38,4.455666666666667,1.2893333333333332
2000-10-05,5.13,1.11,4.458666666666667,1.2853333333333334
2000-10-06,5.53,1.25,4.5,1.2836666666666667
2000-10-07,5.01,1.33,4.526,1.285
2000-10-08,5.63,1.32,4.572333333333334,1.28
2000-10-09,4.47,1.32,4.597666666666667,1.28
2000-10-10,2.95,1.39,4.5343333333333335,1.284
2000-10-11,5.38,1.17,4.5683333333333325,1.2766666666666668
2000-10-12,6.41,1.24,4.6706666666666665,1.2746666666666664
2000-10-13,4.98,1.17,4.664000000000001,1.2716666666666667
2000-10-14,4.0,1.27,4.595666666666667,1.276
2000-10-15,5.53,1.43,4.650666666666667,1.2833333333333334
2000-10-16,5.35,1.33,4.6850000000000005,1.2910000000000001
2000-10-17,4.15,1.23,4.685666666666666,1.2906666666666666
2000-10-18,4.16,1.45,4.675666666666667,1.296
2000-10-19,4.91,1.43,4.700333333333333,1.301
2000-10-20,5.74,1.43,4.810666666666666,1.3099999999999998
2000-10-21,5.22,1.33,4.831,1.3103333333333331
2000-10-22,5.45,1.2,4.903333333333333,1.3056666666666668
2000-10-23,4.16,1.29,4.914,1.3090000000000002
2000-10-24,4.46,1.24,4.91,1.3063333333333336
2000-10-25,4.67,1.11,4.903333333333334,1.3
2000-10-26,4.74,1.22,4.922,1.299
2000-10-27,5.95,1.3,4.976333333333334,1.2993333333333332
2000-10-28,4.82,1.09,5.001333333333333,1.2910000000000001
2000-10-29,4.03,1.21,4.951,1.2890000000000001
2000-10-30,4.36,1.27,4.9479999999999995,1.289
2000-10-31,2.09,1.28,4.844333333333333,1.2896666666666665
2000-11-01,6.38,1.26,4.866,1.2819999999999998
2000-11-02,5.68,1.28,4.894,1.2776666666666665
2000-11-03,4.27,1.16,4.853666666666667,1.2703333333333333
2000-11-04,4.2,1.15,4.822666666666667,1.2716666666666667
2000-11-05,2.86,1.09,4.733666666666667,1.2663333333333333
2000-11-06,4.01,1.34,4.700333333333333,1.2666666666666666
2000-11-07,5.45,1.32,4.694333333333333,1.2666666666666666
2000-11-08,4.55,1.14,4.697,1.2606666666666666
2000-11-09,3.69,1.1,4.721666666666667,1.2510000000000001
2000-11-10,3.97,1.17,4.674666666666667,1.2510000000000001
2000-11-11,4.44,1.34,4.608999999999999,1.2543333333333335
2000-11-12,4.36,1.33,4.588333333333334,1.2596666666666667
2000-11-13,5.1,1.3,4.625,1.2606666666666666
2000-11-14,5.94,1.29,4.6386666666666665,1.256
2000-11-15,4.29,1.13,4.6033333333333335,1.2493333333333332
