Date,debt_gdp_ratio,debt_gdp_ratio_MA30
2000-01-18,60.96,
2000-01-19,52.38,
2000-01-20,45.65,
2000-01-21,38.69,
2000-01-22,59.0,
2000-01-23,61.69,
2000-01-24,61.08,
2000-01-25,60.15,
2000-01-26,55.92,
2000-01-27,55.15,
2000-01-28,54.88,
2000-01-29,53.58,
2000-01-30,62.42,
2000-01-31,68.88,
2000-02-01,56.27,
2000-02-02,59.88,
2000-02-03,65.88,
2000-02-04,62.85,
2000-02-05,53.69,
2000-02-06,43.38,
2000-02-07,47.5,
2000-02-08,55.58,
2000-02-09,66.0,
2000-02-10,57.23,
2000-02-11,55.96,
2000-02-12,60.85,
2000-02-13,66.5,
2000-02-14,63.42,
2000-02-15,50.35,
2000-02-16,55.62,57.04633333333334
2000-02-17,54.38,56.827
2000-02-18,58.08,57.017
2000-02-19,49.5,57.14533333333333
2000-02-20,54.62,57.67633333333333
2000-02-21,59.35,57.687999999999995
2000-02-22,58.65,57.58666666666667
2000-02-23,57.0,57.45066666666666
2000-02-24,59.5,57.429
2000-02-25,61.42,57.61233333333334
2000-02-26,47.73,57.364999999999995
2000-02-27,56.31,57.412666666666674
2000-02-28,52.5,57.37666666666667
2000-02-29,39.35,56.60766666666667
2000-03-01,57.46,56.227
2000-03-02,54.23,56.159
2000-03-03,55.0,55.99633333333334
2000-03-04,67.31,56.044
2000-03-05,60.0,55.949
2000-03-06,50.15,55.831
2000-03-07,56.35,56.263333333333335
2000-03-08,60.92,56.710666666666675
2000-03-09,60.77,56.88366666666666
2000-03-10,61.81,56.744
2000-03-11,54.15,56.641333333333336
2000-03-12,49.42,56.423333333333325
2000-03-13,51.27,56.104000000000006
2000-03-14,62.77,55.97966666666667
2000-03-15,67.81,56.126
2000-03-16,68.0,56.714333333333336
2000-03-17,52.73,56.618
2000-03-18,61.5,56.855333333333334
2000-03-19,51.65,56.641
2000-03-20,44.69,56.48066666666667
2000-03-21,52.54,56.41133333333333
2000-03-22,56.85,56.328
2000-03-23,53.38,56.15233333333333
2000-03-24,57.85,56.18066666666667
2000-03-25,73.81,56.657666666666664
2000-03-26,61.65,56.66533333333333
2000-03-27,58.77,57.03333333333334
2000-03-28,57.23,57.06399999999999
2000-03-29,51.92,57.044666666666664
2000-03-30,45.58,57.25233333333333
2000-03-31,60.54,57.355000000000004
2000-04-01,54.96,57.37933333333333
2000-04-02,49.88,57.208666666666666
2000-04-03,50.15,56.63666666666667
2000-04-04,57.19,56.543
2000-04-05,55.5,56.72133333333333
2000-04-06,64.81,57.00333333333334
2000-04-07,58.81,56.933
2000-04-08,62.65,56.995666666666665
2000-04-09,64.5,57.08533333333333
2000-04-10,45.96,56.81233333333333
2000-04-11,51.54,56.88300000000001
2000-04-12,67.54,57.425333333333334
2000-04-13,64.77,57.492
2000-04-14,57.77,57.157333333333334
2000-04-15,61.54,56.942
2000-04-16,53.73,56.97533333333333
2000-04-17,49.27,56.56766666666667
2000-04-18,51.54,56.564
2000-04-19,58.69,57.03066666666667
2000-04-20,50.08,56.94866666666667
2000-04-21,48.62,56.67433333333334
2000-04-22,46.42,56.44233333333333
2000-04-23,54.81,56.341
2000-04-24,38.58,55.166666666666664
2000-04-25,53.69,54.90133333333334
2000-04-26,53.04,54.71033333333333
2000-04-27,59.23,54.77700000000001
2000-04-28,52.73,54.804
2000-04-29,55.42,55.132
2000-04-30,57.85,55.04233333333333
2000-05-01,54.85,55.03866666666667
2000-05-02,49.65,55.031
2000-05-03,60.96,55.391333333333336
2000-05-04,50.69,55.17466666666667
2000-05-05,49.58,54.97733333333334
2000-05-06,53.77,54.60933333333333
2000-05-07,46.96,54.214333333333336
2000-05-08,63.31,54.23633333333334
2000-05-09,73.15,54.524666666666675
2000-05-10,67.81,55.25300000000001
2000-05-11,54.73,55.35933333333334
2000-05-12,57.35,55.019666666666666
2000-05-13,54.04,54.662
2000-05-14,58.46,54.684999999999995
2000-05-15,45.96,54.16566666666667
2000-05-16,59.31,54.35166666666667
2000-05-17,46.08,54.24533333333333
2000-05-18,42.15,53.93233333333333
2000-05-19,54.08,53.778666666666666
2000-05-20,57.88,54.03866666666667
2000-05-21,55.15,54.25633333333334
2000-05-22,53.54,54.49366666666667
2000-05-23,49.23,54.30766666666667
2000-05-24,48.58,54.641
2000-05-25,56.04,54.71933333333333
2000-05-26,63.38,55.064
2000-05-27,58.5,55.03966666666667
2000-05-28,50.04,54.95
2000-05-29,55.58,54.955333333333336
2000-05-30,53.12,54.797666666666665
2000-05-31,52.46,54.717999999999996
2000-06-01,48.58,54.68233333333333
2000-06-02,53.46,54.432333333333325
2000-06-03,56.04,54.610666666666674
2000-06-04,55.5,54.808
2000-06-05,52.31,54.75933333333333
2000-06-06,62.77,55.28633333333333
2000-06-07,57.58,55.09533333333333
2000-06-08,51.31,54.36733333333334
2000-06-09,59.38,54.08633333333333
2000-06-10,62.69,54.35166666666667
2000-06-11,51.15,54.144999999999996
2000-06-12,55.0,54.177
2000-06-13,51.23,53.936
