Date,exports_usd,imports_usd,exports_usd_MA30,imports_usd_MA30
2000-01-05,409444.44,397592.59,,
2000-01-06,409444.44,397592.59,,
2000-01-07,409444.44,397592.59,,
2000-01-08,409444.44,397592.59,,
2000-01-09,409444.44,397592.59,,
2000-01-10,409444.44,397592.59,,
2000-01-11,409444.44,397592.59,,
2000-01-12,409444.44,397592.59,,
2000-01-13,409444.44,397592.59,,
2000-01-14,409444.44,397592.59,,
2000-01-18,247222.22,226666.67,,
2000-01-19,286296.3,234814.81,,
2000-01-20,312777.78,270925.93,,
2000-01-21,329444.44,287777.78,,
2000-01-22,303148.15,284074.07,,
2000-01-23,233703.7,232962.96,,
2000-01-24,255000.0,203333.33,,
2000-01-25,314814.81,225185.19,,
2000-01-26,322407.41,273888.89,,
2000-01-27,288703.7,270740.74,,
2000-01-28,271296.3,268333.33,,
2000-01-29,279259.26,256296.3,,
2000-01-30,216481.48,246296.3,,
2000-01-31,253518.52,283333.33,,
2000-02-01,340925.93,302222.22,,
2000-02-02,346481.48,321666.67,,
2000-02-03,309074.07,311851.85,,
2000-02-04,282592.59,266666.67,,
2000-02-05,330185.19,281851.85,,
2000-02-06,313703.7,272592.59,331049.381,309913.57933333336
2000-02-07,272222.22,290000.0,326475.30700000003,306327.1596666667
2000-02-08,300185.19,255000.0,322833.332,301574.07333333336
2000-02-09,320740.74,277037.04,319876.542,297555.555
2000-02-10,317407.41,282777.78,316808.641,293728.39466666675
2000-02-11,317777.78,316296.3,313753.0856666667,291018.51833333337
2000-02-12,302222.22,305925.93,310179.01166666666,287962.96300000005
2000-02-13,285740.74,226296.3,306055.555,282253.08666666667
2000-02-14,268703.7,223703.7,301364.197,276456.79033333337
2000-02-15,285740.74,261111.11,297240.7403333333,271907.40766666667
2000-02-16,298333.33,270925.93,293537.0366666667,267685.18566666666
2000-02-17,254074.07,275925.93,293765.4316666667,269327.161
2000-02-18,262592.59,278148.15,292975.308,270771.60566666664
2000-02-19,283518.52,282222.22,291999.99933333334,271148.14866666665
2000-02-20,292407.41,315740.74,290765.43166666664,272080.2473333333
2000-02-21,287222.22,240925.93,290234.5673333333,270641.976
2000-02-22,273888.89,257222.22,291574.07366666663,271450.618
2000-02-23,280000.0,245555.56,292407.40699999995,272858.0256666666
2000-02-24,301111.11,285925.93,291950.61699999997,274882.717
2000-02-25,295555.56,316851.85,291055.55533333326,276314.81566666666
2000-02-26,362592.59,297037.04,293518.51833333337,277191.359
2000-02-27,331111.11,267222.22,295512.3453333333,277154.322
2000-02-28,257962.96,247962.96,294802.4686666666,276876.544
2000-02-29,319444.44,225370.37,298234.56733333337,276179.013
2000-03-01,293518.52,189444.44,299567.9006666666,273049.38333333336
2000-03-02,269259.26,233518.52,297179.01166666666,270759.26
2000-03-03,262407.41,206666.67,294376.5426666666,266925.92666666664
2000-03-04,301666.67,268703.7,294129.62933333335,265487.65499999997
2000-03-05,284074.07,308703.7,294179.012,266888.8893333333
2000-03-06,242777.78,263703.7,291265.43166666664,266283.951
2000-03-07,331666.67,270370.37,291864.1973333333,266209.87700000004
2000-03-08,321111.11,312777.78,293493.827,266969.1363333333
2000-03-09,290740.74,248333.33,293179.012,266746.914
2000-03-10,246666.67,308888.89,290709.8763333333,267808.6423333333
2000-03-11,259259.26,270925.93,288771.6046666667,267413.5806666667
2000-03-12,246111.11,206481.48,286382.7156666666,263753.08666666667
2000-03-13,245000.0,212962.96,284475.30833333335,260654.32099999997
2000-03-14,333333.33,283148.15,286061.728,262549.38266666664
2000-03-15,349814.81,300185.19,288765.4316666667,265098.7656666667
2000-03-16,324074.07,259444.44,290043.2093333333,265043.21
2000-03-17,338333.33,271111.11,291376.5426666666,265049.38266666664
2000-03-18,344259.26,300185.19,294382.7156666667,265858.02466666664
2000-03-19,319629.63,298518.52,296283.95033333334,266537.037
2000-03-20,276481.48,270370.37,296049.3823333334,266141.9753333333
2000-03-21,322222.22,285555.56,297043.2093333333,265135.8026666667
2000-03-22,312407.41,226296.3,297882.7156666666,264648.1483333333
2000-03-23,326666.67,290000.0,299641.975,265740.741
2000-03-24,294814.81,241111.11,300135.802,265592.59266666666
2000-03-25,292407.41,280740.74,299845.6786666667,265419.75299999997
2000-03-26,371481.48,279814.81,302376.54266666673,264185.185
2000-03-27,247777.78,284814.81,298549.3823333333,263777.77733333333
2000-03-28,287592.59,266851.85,297098.76499999996,263765.4316666667
2000-03-29,313148.15,290555.56,298938.27133333334,265185.185
2000-03-30,267407.41,230185.19,297203.70366666664,265345.679
2000-03-31,323888.89,292407.41,298216.0493333333,268777.778
2000-04-01,252777.78,200740.74,297666.6666666667,267685.1853333333
2000-04-02,301851.85,201111.11,298981.4813333333,267500.0
2000-04-03,295185.19,247962.96,298765.432,266808.642
2000-04-04,277407.41,265740.74,298543.20999999996,265376.54333333333
2000-04-05,271111.11,243148.15,299487.65433333337,264691.35833333334
2000-04-06,272407.41,245185.19,297512.3456666667,263851.8523333333
2000-04-07,311111.11,279444.44,297179.0123333333,262740.74100000004
2000-04-08,319814.81,315555.56,298148.14800000004,264981.482
2000-04-09,299074.07,258518.52,299895.0613333333,263302.46966666664
2000-04-10,366666.67,265000.0,303475.30833333335,263104.9386666667
2000-04-11,328333.33,265000.0,306216.04899999994,265055.55600000004
2000-04-12,306111.11,317407.41,308253.086,268537.03766666667
2000-04-13,283888.89,267592.59,306604.93799999997,268018.51900000003
2000-04-14,287407.41,281481.48,304524.69133333326,267395.062
2000-04-15,328518.52,294259.26,304672.8396666667,268555.556
2000-04-16,308148.15,278148.15,303666.667,268790.124
2000-04-17,289074.07,243518.52,301827.16066666663,266901.235
2000-04-18,284444.44,276296.3,300654.32100000005,266160.49433333334
2000-04-19,287777.78,324259.26,301030.86433333333,267956.79066666664
2000-04-20,303888.89,277037.04,300419.75333333336,267672.84
2000-04-21,322037.04,277592.59,300740.74100000004,269382.71633333334
2000-04-22,302962.96,252037.04,299950.61733333336,268117.2843333333
2000-04-23,245555.56,287962.96,298308.6423333333,269679.01266666665
2000-04-24,240370.37,312962.96,296574.07433333335,270753.08666666667
2000-04-25,287592.59,227407.41,293777.778,269006.17333333334
2000-04-26,302962.96,249074.07,295617.284,267814.81533333333
2000-04-27,320000.0,264814.81,296697.531,267746.914
2000-04-28,323148.15,289444.44,297030.86433333333,267709.87666666665
2000-04-29,301296.3,238888.89,298160.494,268000.0
2000-04-30,324814.81,257407.41,298191.358,266833.3333333333
2000-05-01,331666.67,278148.15,300820.9876666667,269413.5803333333
2000-05-02,356481.48,238888.89,302641.9753333333,270672.8396666667
2000-05-03,311481.48,301296.3,303185.185,272450.6176666667
2000-05-04,274259.26,292222.22,303080.2466666667,273333.33366666664
2000-05-05,278333.33,290185.19,303320.9873333333,274901.235
2000-05-06,342037.04,295555.56,305641.975,276580.2473333333
2000-05-07,279814.81,245925.93,304598.76499999996,275462.96366666665
2000-05-08,329814.81,291666.67,304932.0983333333,274666.66733333335
2000-05-09,304074.07,260000.0,305098.765,274716.05
2000-05-10,250925.93,228703.7,301240.7403333334,273506.1733333333
2000-05-11,297777.78,224074.07,300222.222,272141.97566666664
2000-05-12,331666.67,282777.78,301074.07399999996,270987.6546666667
2000-05-13,294074.07,320000.0,301413.58,272734.5683333333
2000-05-14,370740.74,319259.26,304191.3576666667,273993.82766666665
2000-05-15,390185.19,327407.41,306246.9133333333,275098.766
2000-05-16,302037.04,315370.37,306043.2096666667,276339.50666666665
2000-05-17,257962.96,295185.19,305006.1726666667,278061.729
2000-05-18,315000.0,288703.7,306024.69133333326,278475.309
2000-05-19,333148.15,292592.59,307537.03699999995,277419.7533333333
2000-05-20,272962.96,299629.63,306506.1726666667,278172.83966666664
2000-05-21,297407.41,239259.26,305685.185,276895.06200000003
2000-05-22,322592.59,272222.22,306339.506,277567.90133333334
2000-05-23,309629.63,303333.33,308475.30833333335,278080.24700000003
2000-05-24,295000.0,321111.11,310296.296,278351.852
2000-05-25,256851.85,262037.04,309271.6046666667,279506.173
2000-05-26,324629.63,268703.7,309993.827,280160.494
2000-05-27,310555.56,224814.81,309679.0123333334,278827.1606666667
2000-05-28,282407.41,233518.52,308320.9876666667,276962.9633333333
2000-05-29,278518.52,263518.52,307561.72833333333,277783.951
2000-05-30,309814.81,274629.63,307061.72833333333,278358.025
2000-05-31,280740.74,252222.22,305364.1973333333,277493.8273333333
2000-06-01,343703.7,265740.74,304938.27133333334,278388.889
2000-06-02,355185.19,316296.3,306395.06166666665,278888.889
2000-06-03,329629.63,306111.11,308240.7406666667,279351.852
2000-06-04,293703.7,298148.15,308753.08633333334,279617.284
2000-06-05,317037.04,247222.22,307919.75299999997,278006.1726666667
2000-06-06,308333.33,226666.67,308870.3703333334,277364.1973333334
2000-06-07,295185.19,256666.67,307716.04966666666,276197.5306666667
2000-06-08,248888.89,233333.33,305876.54366666666,275308.64166666666
2000-06-09,255000.0,269814.81,306012.346,276679.012
2000-06-10,310555.56,280925.93,306438.272,278574.07399999996
2000-06-11,250185.19,279259.26,303722.2226666667,278456.79
2000-06-12,281851.85,303333.33,303314.8153333334,277901.2343333333
2000-06-13,297777.78,316481.48,300882.7166666667,277808.64166666666
2000-06-14,353333.33,294814.81,299654.3213333333,276722.2216666666
2000-06-15,334259.26,309444.44,300728.3953333333,276524.69066666666
2000-06-16,319814.81,308703.7,302790.1236666667,276975.3076666667
2000-06-17,288518.52,238703.7,301907.40766666667,275308.641
2000-06-18,326296.3,266851.85,301679.0126666667,274450.61633333337
2000-06-19,337407.41,300740.74,303827.161,274487.6533333334
2000-06-20,347777.78,311111.11,305506.1733333333,276882.71499999997
2000-06-21,343703.7,274444.44,306209.87700000004,276956.789
2000-06-22,332407.41,264074.07,306969.1363333333,275648.147
2000-06-23,262592.59,279259.26,305888.8893333334,274253.08533333335
2000-06-24,303148.15,268148.15,307432.09933333326,274456.789
2000-06-25,326666.67,286481.48,307500.00066666666,275049.38166666665
2000-06-26,344074.07,300555.56,308617.2843333333,277574.0733333333
2000-06-27,297777.78,267222.22,309129.63,278697.53
2000-06-28,291111.11,275000.0,309549.38300000003,279080.246
2000-06-29,300740.74,269259.26,309246.914,278901.23366666667
2000-06-30,329074.07,238703.7,310858.025,278450.61633333337
2000-07-01,279444.44,255740.74,308716.04966666666,278117.283
2000-07-02,268518.52,277222.22,305827.1606666667,276814.8136666667
2000-07-03,267222.22,277592.59,303746.91366666666,275864.1963333333
2000-07-04,291851.85,257222.22,303685.1853333333,274499.9986666667
2000-07-05,294074.07,249259.26,302919.75299999997,274567.9
2000-07-06,303333.33,275000.0,302753.08633333334,276179.011
2000-07-07,354814.81,243518.52,304740.7403333334,275740.73933333333
2000-07-08,311666.67,245370.37,306833.333,276141.974
2000-07-09,300925.93,300000.0,308364.1973333333,277148.147
2000-07-10,290185.19,277407.41,307685.185,277030.863
2000-07-11,301296.3,225740.74,309388.8886666667,275246.9123333333
2000-07-12,285185.19,212962.96,309500.0,272234.56666666665
2000-07-13,275000.0,279444.44,308740.7406666667,270999.9986666667
2000-07-14,292962.96,269444.44,306728.39499999996,270154.3196666667
2000-07-15,317407.41,265740.74,306166.6666666667,268697.52966666664
2000-07-16,296851.85,283703.7,305401.23466666666,267864.1963333333
2000-07-17,281296.3,271296.3,305160.494,268950.6163333333
2000-07-18,315740.74,237592.59,304808.642,267975.30766666663
2000-07-19,320370.37,244074.07,304240.74066666665,266086.41866666666
2000-07-20,304259.26,278148.15,302790.12333333335,264987.6533333334
2000-07-21,288333.33,267407.41,300944.4443333333,264753.0856666667
2000-07-22,294629.63,265185.19,299685.185,264790.12299999996
2000-07-23,262777.78,242592.59,299691.35799999995,263567.9006666666
2000-07-24,312222.22,229629.63,299993.827,262283.94999999995
2000-07-25,313333.33,233333.33,299549.3823333334,260512.345
2000-07-26,323888.89,278518.52,298876.543,259777.77700000003
2000-07-27,312222.22,288888.89,299358.0243333333,260499.9993333333
2000-07-28,312962.96,281296.3,300086.4193333333,260709.876
2000-07-29,288796.29500000004,295555.56,299688.27116666664,261586.41933333332
2000-07-30,264629.63,247037.04,297540.12316666666,261864.19733333334
2000-07-31,254814.81,252592.59,296719.1355,261759.259
2000-08-01,237592.59,271296.3,295688.27116666664,261561.72833333333
2000-08-02,248888.89,277037.04,295077.16016666667,261543.21
2000-08-03,315185.19,262777.78,295854.93816666666,261728.39533333335
2000-08-04,274814.81,227037.04,295212.96283333335,260987.6546666667
2000-08-05,249814.81,233518.52,293429.0121666667,259604.93866666668
2000-08-06,295925.93,212962.96,291466.04949999996,258586.41999999998
2000-08-07,327222.22,292962.96,291984.5678333333,260172.83966666664
2000-08-08,294814.81,255555.56,291780.8638333333,258691.35833333334
2000-08-09,246481.48,222037.04,290324.0735,256845.67933333333
2000-08-10,279537.03500000003,329074.07,289598.7646666666,260290.1236666667
2000-08-11,312592.59,323703.7,290512.34466666664,263981.4816666667
2000-08-12,302222.22,210740.74,291419.75200000004,261691.35833333334
2000-08-13,301296.3,281296.3,291697.53,262086.4203333333
2000-08-14,293148.15,279259.26,290888.88800000004,262537.03766666667
2000-08-15,328703.7,278888.89,291950.61633333325,262376.544
2000-08-16,305000.0,244259.26,292740.73966666666,261475.30933333334
2000-08-17,325185.19,257222.22,293055.55466666666,262129.63033333333
2000-08-18,276666.67,248888.89,291598.7646666667,262290.12433333334
2000-08-19,285000.0,258148.15,290956.7893333333,261623.45766666665
2000-08-20,290740.74,248518.52,291037.0363333334,260993.828
2000-08-21,279074.07,205740.74,290518.51766666665,259012.34633333335
2000-08-22,285555.56,199629.63,291277.777,257580.2476666667
2000-08-23,220555.56,235925.93,288222.2216666667,257790.12433333334
2000-08-24,289444.44,258148.15,287425.9253333333,258617.28500000003
2000-08-25,315000.0,278518.52,287129.629,258617.285
2000-08-26,255000.0,277037.04,285222.2216666667,258222.22333333333
2000-08-27,312777.78,287592.59,285216.049,258432.09966666668
2000-08-28,271296.3,241851.85,284632.7158333333,256641.976
2000-08-29,286296.3,270370.37,285354.93816666666,257419.75366666666
2000-08-30,241666.67,230000.0,284916.6668333334,256666.66733333332
2000-08-31,222777.78,234444.44,284422.83983333333,255438.272
2000-09-01,359074.07,280185.19,288095.67916666664,255543.21033333335
2000-09-02,290925.93,304629.63,287287.03716666665,256938.272
