Date,gdp_per_capita,gdp_per_capita_MA30
2000-01-18,9032.05,
2000-01-19,9929.49,
2000-01-20,10394.23,
2000-01-21,10532.05,
2000-01-22,10256.41,
2000-01-23,9615.38,
2000-01-24,9326.92,
2000-01-25,10644.23,
2000-01-26,10266.03,
2000-01-27,10326.92,
2000-01-28,10310.9,
2000-01-29,9596.15,
2000-01-30,9788.46,
2000-01-31,9798.08,
2000-02-01,10570.51,
2000-02-02,10506.41,
2000-02-03,10179.49,
2000-02-04,10333.33,
2000-02-05,10458.33,
2000-02-06,10487.18,
2000-02-07,10368.59,
2000-02-08,9913.46,
2000-02-09,10455.13,
2000-02-10,10862.18,
2000-02-11,10685.9,
2000-02-12,10044.87,
2000-02-13,9657.05,
2000-02-14,9923.08,
2000-02-15,10035.26,
2000-02-16,10641.03,10164.636666666665
2000-02-17,10233.97,10204.700666666668
2000-02-18,10323.72,10217.841666666667
2000-02-19,10573.72,10223.824666666666
2000-02-20,10996.79,10239.315999999999
2000-02-21,10900.64,10260.790333333334
2000-02-22,9435.9,10254.807666666666
2000-02-23,9403.85,10257.372000000001
2000-02-24,10689.1,10258.867666666665
2000-02-25,10782.05,10276.068333333333
2000-02-26,11108.97,10302.136666666665
2000-02-27,10153.85,10296.901666666667
2000-02-28,9330.13,10288.034333333333
2000-02-29,10615.38,10315.598333333333
2000-03-01,10076.92,10324.893
2000-03-02,9887.82,10302.136666666665
2000-03-03,10006.41,10285.470000000001
2000-03-04,10887.82,10309.081
2000-03-05,10205.13,10304.807666666666
2000-03-06,9355.77,10268.055666666665
2000-03-07,9810.9,10245.513
2000-03-08,10410.26,10246.902
2000-03-09,10153.85,10254.915
2000-03-10,10958.33,10271.688333333334
2000-03-11,10025.64,10243.803666666667
2000-03-12,9429.49,10201.923333333334
2000-03-13,9852.56,10195.513
2000-03-14,10791.67,10233.333666666667
2000-03-15,11108.97,10272.863333333333
2000-03-16,11099.36,10308.333333333334
2000-03-17,10378.21,10299.572666666667
2000-03-18,11246.79,10333.333333333334
2000-03-19,10580.13,10341.880333333334
2000-03-20,10525.64,10340.277666666665
2000-03-21,10839.74,10335.042666666668
2000-03-22,10791.67,10331.410333333333
2000-03-23,11108.97,10387.179333333333
2000-03-24,10490.38,10423.396999999999
2000-03-25,9445.51,10381.944
2000-03-26,11394.23,10402.35
2000-03-27,10272.44,10374.465666666665
2000-03-28,10580.13,10388.675
2000-03-29,9846.15,10405.875666666667
2000-03-30,8955.13,10350.534000000001
2000-03-31,10349.36,10359.615333333333
2000-04-01,9538.46,10347.970000000001
2000-04-02,9301.28,10324.465666666665
2000-04-03,9150.64,10266.559666666666
2000-04-04,9551.28,10244.764666666666
2000-04-05,10381.41,10278.952666666668
2000-04-06,10858.97,10313.888333333332
2000-04-07,11048.08,10335.149
2000-04-08,11096.15,10366.559000000001
2000-04-09,10958.33,10366.559
2000-04-10,11541.67,10417.093333333334
2000-04-11,11541.67,10487.499333333333
2000-04-12,11022.44,10526.495333333332
2000-04-13,9794.87,10493.268666666667
2000-04-14,9855.77,10451.495333333334
2000-04-15,10817.31,10442.093666666666
2000-04-16,9923.08,10426.922666666667
2000-04-17,9256.41,10360.576666666666
2000-04-18,10246.79,10349.465333333332
2000-04-19,11067.31,10367.521
2000-04-20,10618.59,10360.149333333335
2000-04-21,9801.28,10327.136333333332
2000-04-22,10358.97,10302.136333333334
2000-04-23,10769.23,10311.431333333334
2000-04-24,9913.46,10327.029666666667
2000-04-25,10291.67,10290.277666666667
2000-04-26,10054.49,10283.012666666667
2000-04-27,10666.67,10285.897333333332
2000-04-28,10990.38,10324.038333333332
2000-04-29,10483.97,10374.999666666667
2000-04-30,10310.9,10373.717666666666
2000-05-01,10217.95,10396.367333333332
2000-05-02,11076.92,10455.555333333334
2000-05-03,10205.13,10490.704999999998
2000-05-04,10416.67,10519.551333333335
2000-05-05,10461.54,10522.222333333333
2000-05-06,10532.05,10511.325
2000-05-07,10166.67,10481.944666666668
2000-05-08,10814.1,10472.543
2000-05-09,10358.97,10452.564333333334
2000-05-10,9285.26,10377.350666666665
2000-05-11,10746.79,10350.854666666668
2000-05-12,11929.49,10381.089666666667
2000-05-13,11035.26,10422.436
2000-05-14,11426.28,10474.786333333332
2000-05-15,11564.1,10499.679333333333
2000-05-16,11144.23,10540.384333333333
2000-05-17,10070.51,10567.521
2000-05-18,10288.46,10568.91
2000-05-19,9849.36,10528.311666666668
2000-05-20,9836.54,10502.243333333334
2000-05-21,9964.74,10507.692000000001
2000-05-22,10214.74,10502.884333333332
2000-05-23,10673.08,10499.679333333333
2000-05-24,10195.51,10509.081
2000-05-25,10269.23,10508.333
2000-05-26,11435.9,10554.380000000001
2000-05-27,10163.46,10537.606333333333
2000-05-28,9698.72,10494.551000000001
2000-05-29,9608.97,10465.384333333332
2000-05-30,9894.23,10451.495333333334
2000-05-31,9596.15,10430.768666666667
2000-06-01,11500.0,10444.871333333334
2000-06-02,10695.51,10461.217333333334
2000-06-03,10737.18,10471.901
2000-06-04,10500.0,10473.182999999999
2000-06-05,10362.18,10467.520666666667
2000-06-06,10884.62,10491.45233333333
2000-06-07,10698.72,10487.606333333333
2000-06-08,9576.92,10461.538
2000-06-09,10317.31,10495.939666666667
2000-06-10,10221.15,10478.418333333333
2000-06-11,10336.54,10425.32
2000-06-12,10442.31,10405.554999999998
2000-06-13,10573.72,10377.136333333334
2000-06-14,10519.23,10342.307333333332
2000-06-15,10759.62,10329.487
2000-06-16,9711.54,10317.521333333332
2000-06-17,9897.44,10304.487333333333
2000-06-18,10868.59,10338.461666666666
2000-06-19,10910.26,10374.252333333334
2000-06-20,11307.69,10419.017333333333
