Date,renewable_energy_pct,income_inequality_gini,renewable_energy_pct_MA30,income_inequality_gini_MA30
2000-01-18,16.25,38.94,,
2000-01-19,14.86,40.69,,
2000-01-20,17.92,40.51,,
2000-01-21,10.14,36.3,,
2000-01-22,7.36,40.51,,
2000-01-23,7.5,38.94,,
2000-01-24,3.06,43.75,,
2000-01-25,13.56,47.18,,
2000-01-26,11.9,32.96,,
2000-01-27,12.27,33.43,,
2000-01-28,12.13,31.94,,
2000-01-29,10.88,38.01,,
2000-01-30,15.93,45.0,,
2000-01-31,15.74,38.47,,
2000-02-01,17.92,36.44,,
2000-02-02,14.54,36.53,,
2000-02-03,11.99,44.95,,
2000-02-04,10.93,32.82,,
2000-02-05,10.69,33.1,,
2000-02-06,11.16,30.56,,
2000-02-07,10.74,34.54,,
2000-02-08,10.09,39.35,,
2000-02-09,4.21,34.35,,
2000-02-10,8.8,32.18,,
2000-02-11,10.0,44.21,,
2000-02-12,13.94,42.87,,
2000-02-13,8.75,32.5,,
2000-02-14,14.07,35.37,,
2000-02-15,13.06,32.59,,
2000-02-16,6.16,34.81,11.551666666666668,37.46
2000-02-17,3.24,38.33,11.118,37.43966666666666
2000-02-18,13.94,40.09,11.087333333333333,37.41966666666667
2000-02-19,13.47,37.45,10.939,37.31766666666667
2000-02-20,7.45,28.0,10.849333333333332,37.041000000000004
2000-02-21,7.64,33.84,10.858666666666666,36.818666666666665
2000-02-22,12.69,36.76,11.031666666666666,36.745999999999995
2000-02-23,12.36,32.87,11.341666666666667,36.38333333333333
2000-02-24,8.75,45.56,11.181333333333335,36.32933333333334
2000-02-25,12.5,41.3,11.201333333333332,36.60733333333334
2000-02-26,8.94,37.04,11.090333333333335,36.727666666666664
2000-02-27,11.76,35.65,11.078000000000001,36.85133333333333
2000-02-28,14.58,32.73,11.201333333333334,36.675333333333334
2000-02-29,11.81,40.46,11.064,36.523999999999994
2000-03-01,18.24,37.92,11.147333333333334,36.50566666666667
2000-03-02,9.44,34.03,10.864666666666666,36.425333333333334
2000-03-03,9.44,40.09,10.694666666666668,36.544000000000004
2000-03-04,15.97,39.4,10.827333333333334,36.359
2000-03-05,12.45,39.95,10.878000000000002,36.59666666666667
2000-03-06,13.15,43.98,10.96,36.95933333333333
2000-03-07,11.99,36.3,10.987666666666666,37.150666666666666
2000-03-08,2.22,36.99,10.703666666666665,37.23233333333334
2000-03-09,0.69,34.68,10.390333333333333,37.07666666666667
2000-03-10,4.44,42.27,10.398,37.34066666666667
2000-03-11,3.98,34.4,10.237333333333334,37.41466666666667
2000-03-12,9.77,35.19,10.229666666666667,37.114
2000-03-13,9.26,36.39,10.073666666666668,36.898
2000-03-14,6.02,38.1,9.982666666666667,37.084666666666664
2000-03-15,7.87,31.53,9.776000000000002,36.95666666666667
2000-03-16,9.58,29.91,9.66,36.867333333333335
2000-03-17,6.06,34.44,9.656666666666666,36.855000000000004
2000-03-18,8.7,34.17,9.838666666666665,36.71633333333333
2000-03-19,9.03,37.36,9.675,36.62533333333333
2000-03-20,13.7,35.83,9.682666666666668,36.57133333333333
2000-03-21,15.79,44.26,9.960666666666667,37.11333333333333
2000-03-22,8.29,46.71,9.982333333333333,37.54233333333333
2000-03-23,3.1,40.65,9.662666666666667,37.672000000000004
2000-03-24,10.69,45.88,9.607,38.105666666666664
2000-03-25,9.35,43.56,9.627,38.038999999999994
2000-03-26,7.78,44.77,9.469666666666665,38.15466666666667
2000-03-27,4.12,39.91,9.309,38.25033333333333
2000-03-28,11.44,37.82,9.298333333333334,38.32266666666666
2000-03-29,9.31,41.67,9.122666666666667,38.620666666666665
2000-03-30,0.14,39.07,8.733666666666666,38.574333333333335
2000-03-31,2.13,44.03,8.196666666666665,38.778000000000006
