Date,education_index,healthcare_index,education_index_MA30,healthcare_index_MA30
2000-01-18,0.5533,0.6465,,
2000-01-19,0.5691,0.6448,,
2000-01-20,0.5876,0.6598,,
2000-01-21,0.6051,0.6456,,
2000-01-22,0.604,0.649,,
2000-01-23,0.6257,0.6613,,
2000-01-24,0.6238,0.6672,,
2000-01-25,0.6031,0.6609,,
2000-01-26,0.609,0.6576,,
2000-01-27,0.5962,0.6594,,
2000-01-28,0.5791,0.6495,,
2000-01-29,0.5866,0.6725,,
2000-01-30,0.6151,0.6767,,
2000-01-31,0.6039,0.6714,,
2000-02-01,0.6288,0.6521,,
2000-02-02,0.5894,0.6521,,
2000-02-03,0.6251,0.676,,
2000-02-04,0.6115,0.6582,,
2000-02-05,0.5956,0.6552,,
2000-02-06,0.605,0.6519,,
2000-02-07,0.6151,0.6531,,
2000-02-08,0.6146,0.6467,,
2000-02-09,0.5989,0.6445,,
2000-02-10,0.5923,0.6446,,
2000-02-11,0.6161,0.6879,,
2000-02-12,0.5925,0.6618,,
2000-02-13,0.5664,0.637,,
2000-02-14,0.589,0.6521,,
2000-02-15,0.6193,0.6592,,
2000-02-16,0.6142,0.6713,0.6011799999999999,0.65753
2000-02-17,0.6094,0.633,0.60305,0.65708
2000-02-18,0.6006,0.6456,0.6041000000000001,0.6571066666666667
2000-02-19,0.5835,0.6337,0.6039633333333333,0.6562366666666667
2000-02-20,0.577,0.6408,0.6030266666666666,0.6560766666666668
2000-02-21,0.6117,0.6573,0.6032833333333334,0.6563533333333333
2000-02-22,0.6144,0.6456,0.6029066666666668,0.65583
2000-02-23,0.5962,0.6542,0.6019866666666667,0.6553966666666666
2000-02-24,0.5978,0.6414,0.6018100000000001,0.6547466666666667
2000-02-25,0.6069,0.6476,0.6017399999999999,0.6544133333333332
2000-02-26,0.6125,0.6549,0.6022833333333334,0.6542633333333333
2000-02-27,0.5847,0.6739,0.60247,0.6550766666666666
2000-02-28,0.5951,0.6319,0.6027533333333334,0.6537233333333334
2000-02-29,0.6315,0.6503,0.6033000000000001,0.6528433333333333
2000-03-01,0.6008,0.6408,0.6031966666666667,0.6518233333333333
2000-03-02,0.5933,0.6345,0.6020133333333333,0.6512366666666666
2000-03-03,0.5956,0.6333,0.6022200000000001,0.65061
2000-03-04,0.6023,0.668,0.60146,0.6503433333333334
2000-03-05,0.6032,0.6398,0.6011833333333333,0.6497299999999999
2000-03-06,0.622,0.6385,0.6020633333333334,0.6491733333333334
2000-03-07,0.597,0.6499,0.6017966666666666,0.6491066666666666
2000-03-08,0.5871,0.659,0.6008633333333333,0.6493033333333335
2000-03-09,0.6177,0.6647,0.6009666666666666,0.6499033333333333
2000-03-10,0.6165,0.6753,0.6015533333333333,0.6509300000000001
2000-03-11,0.618,0.6901,0.6024100000000001,0.6524466666666667
2000-03-12,0.5832,0.6427,0.6013133333333334,0.65094
2000-03-13,0.5848,0.6664,0.6010566666666667,0.6510933333333333
2000-03-14,0.5893,0.6617,0.6018199999999999,0.6519166666666666
2000-03-15,0.6038,0.6487,0.6023133333333334,0.6518033333333334
2000-03-16,0.6098,0.6531,0.6019966666666667,0.6516
2000-03-17,0.6036,0.6852,0.6016433333333334,0.6520633333333333
2000-03-18,0.5718,0.6498,0.6003900000000001,0.6526233333333333
2000-03-19,0.5885,0.6412,0.5999866666666667,0.6524766666666667
2000-03-20,0.5794,0.6624,0.59985,0.6534333333333333
2000-03-21,0.5928,0.6517,0.6003766666666668,0.6537966666666667
2000-03-22,0.5829,0.6496,0.5994166666666666,0.65354
2000-03-23,0.6013,0.6716,0.59898,0.6544066666666666
2000-03-24,0.6243,0.6564,0.5999166666666667,0.65448
2000-03-25,0.6084,0.6852,0.60027,0.65594
2000-03-26,0.584,0.6487,0.5995066666666666,0.6559766666666668
2000-03-27,0.6078,0.646,0.5993499999999999,0.65568
2000-03-28,0.6172,0.6775,0.6004333333333334,0.6557999999999999
2000-03-29,0.6327,0.6729,0.6016866666666666,0.6571666666666667
2000-03-30,0.596,0.6258,0.6005033333333334,0.65635
2000-03-31,0.5973,0.6389,0.6003866666666667,0.6562866666666666
2000-04-01,0.618,0.6504,0.60121,0.6568166666666666
2000-04-02,0.6134,0.6441,0.6018033333333332,0.6571766666666667
2000-04-03,0.6189,0.6504,0.6023566666666668,0.6565899999999999
2000-04-04,0.6285,0.6426,0.6032,0.6566833333333334
2000-04-05,0.6239,0.6502,0.6032633333333333,0.6570733333333333
2000-04-06,0.6069,0.6379,0.6035933333333333,0.6566733333333334
2000-04-07,0.6157,0.6531,0.6045466666666666,0.6564766666666666
2000-04-08,0.5753,0.6476,0.6031333333333334,0.6559066666666666
2000-04-09,0.5914,0.6381,0.6022966666666666,0.6546666666666667
2000-04-10,0.6209,0.6527,0.6023933333333333,0.65342
2000-04-11,0.6006,0.681,0.6029733333333334,0.6546966666666667
2000-04-12,0.6093,0.6733,0.6037899999999999,0.6549266666666667
2000-04-13,0.6115,0.6776,0.6045300000000001,0.6554566666666667
2000-04-14,0.6056,0.6615,0.60459,0.6558833333333334
2000-04-15,0.6015,0.649,0.6043133333333333,0.6557466666666667
2000-04-16,0.6123,0.6583,0.6046033333333333,0.6548499999999999
2000-04-17,0.599,0.6504,0.60551,0.6548700000000001
2000-04-18,0.6005,0.6159,0.60591,0.6540266666666666
2000-04-19,0.6123,0.65,0.6070066666666667,0.6536133333333333
2000-04-20,0.6006,0.6766,0.6072666666666666,0.6544433333333333
2000-04-21,0.5743,0.6816,0.60698,0.6555099999999999
2000-04-22,0.5573,0.7,0.6055133333333333,0.6564566666666667
2000-04-23,0.5718,0.6767,0.6037633333333333,0.6571333333333332
2000-04-24,0.5901,0.6603,0.6031533333333333,0.6563033333333333
2000-04-25,0.5833,0.6544,0.60313,0.6564933333333334
2000-04-26,0.596,0.6606,0.6027366666666667,0.65698
2000-04-27,0.5925,0.6483,0.6019133333333334,0.6560066666666667
2000-04-28,0.602,0.6619,0.6008899999999999,0.65564
2000-04-29,0.6055,0.668,0.6012066666666667,0.6570466666666667
2000-04-30,0.601,0.6567,0.60133,0.6576400000000001
2000-05-01,0.6166,0.6717,0.6012833333333333,0.65835
2000-05-02,0.607,0.6655,0.6010700000000001,0.6590633333333333
2000-05-03,0.6213,0.6519,0.6011500000000001,0.6591133333333334
2000-05-04,0.6184,0.6707,0.6008133333333333,0.66005
2000-05-05,0.6038,0.6657,0.6001433333333334,0.6605666666666666
2000-05-06,0.6208,0.6473,0.6006066666666666,0.66088
2000-05-07,0.5867,0.6227,0.5996400000000001,0.6598666666666666
2000-05-08,0.597,0.6209,0.6003633333333334,0.6589766666666667
2000-05-09,0.6176,0.6504,0.6012366666666668,0.6593866666666666
2000-05-10,0.6117,0.6691,0.60093,0.6599333333333333
2000-05-11,0.586,0.6297,0.6004433333333333,0.6582233333333333
2000-05-12,0.5703,0.6614,0.5991433333333335,0.6578266666666667
2000-05-13,0.6084,0.6398,0.59904,0.6565666666666666
2000-05-14,0.6052,0.6592,0.5990266666666667,0.6564899999999999
2000-05-15,0.5882,0.6281,0.5985833333333335,0.6557933333333333
2000-05-16,0.6123,0.6299,0.5985833333333334,0.6548466666666667
2000-05-17,0.5649,0.6419,0.5974466666666667,0.6545633333333334
2000-05-18,0.5736,0.6518,0.59655,0.65576
2000-05-19,0.5964,0.6517,0.5960199999999999,0.6558166666666667
2000-05-20,0.6097,0.6389,0.5963233333333332,0.65456
2000-05-21,0.6188,0.6626,0.5978066666666667,0.6539266666666668
2000-05-22,0.6364,0.6305,0.6004433333333333,0.6516099999999999
2000-05-23,0.5955,0.6473,0.6012333333333333,0.65063
2000-05-24,0.5789,0.6638,0.6008600000000001,0.6507466666666666
2000-05-25,0.6361,0.658,0.6026199999999999,0.6508666666666667
2000-05-26,0.5971,0.6533,0.6026566666666666,0.6506233333333334
2000-05-27,0.6112,0.6932,0.6032799999999999,0.6521199999999999
2000-05-28,0.6039,0.667,0.6033433333333333,0.65229
2000-05-29,0.6048,0.6759,0.60332,0.6525533333333333
2000-05-30,0.6213,0.6534,0.6039966666666667,0.6524433333333334
2000-05-31,0.5993,0.6657,0.6034200000000001,0.6522433333333334
2000-06-01,0.6063,0.6644,0.6033966666666666,0.6522066666666666
2000-06-02,0.5969,0.658,0.6025833333333334,0.6524099999999999
2000-06-03,0.6046,0.6607,0.6021233333333333,0.6520766666666665
2000-06-04,0.622,0.6444,0.60273,0.6513666666666666
2000-06-05,0.6213,0.6358,0.6027466666666667,0.6509833333333332
2000-06-06,0.596,0.6384,0.6030566666666667,0.6515066666666667
2000-06-07,0.5902,0.6392,0.6028299999999999,0.6521166666666666
2000-06-08,0.6163,0.6467,0.6027866666666667,0.6519933333333334
2000-06-09,0.6005,0.6774,0.6024133333333334,0.65227
2000-06-10,0.6136,0.6419,0.6033333333333334,0.6526766666666667
2000-06-11,0.6314,0.6498,0.60537,0.65229
2000-06-12,0.6117,0.6668,0.60548,0.65319
2000-06-13,0.619,0.6652,0.60594,0.65339
2000-06-14,0.6143,0.6634,0.60681,0.6545666666666666
2000-06-15,0.6006,0.655,0.6064200000000001,0.6554033333333333
2000-06-16,0.6109,0.6439,0.6079533333333332,0.6554699999999999
2000-06-17,0.5875,0.6404,0.6084166666666667,0.65509
2000-06-18,0.591,0.672,0.6082366666666666,0.6557666666666666
2000-06-19,0.602,0.6967,0.60798,0.6576933333333332
2000-06-20,0.6139,0.6595,0.6078166666666667,0.65759
2000-06-21,0.5895,0.6619,0.6062533333333333,0.6586366666666666
2000-06-22,0.6054,0.6605,0.6065833333333334,0.6590766666666666
2000-06-23,0.6123,0.6642,0.6076966666666668,0.6590900000000001
2000-06-24,0.6268,0.668,0.6073866666666667,0.6594233333333333
2000-06-25,0.64,0.6594,0.6088166666666667,0.6596266666666666
2000-06-26,0.64,0.6557,0.6097766666666666,0.6583766666666667
2000-06-27,0.6165,0.686,0.6101966666666667,0.65901
2000-06-28,0.6039,0.6947,0.6101666666666666,0.6596366666666668
2000-06-29,0.609,0.6693,0.6097566666666668,0.6601666666666667
2000-06-30,0.5636,0.6553,0.6085666666666666,0.65982
2000-07-01,0.5955,0.6702,0.6082066666666667,0.6600133333333333
2000-07-02,0.6234,0.6564,0.60909,0.65996
2000-07-03,0.6029,0.6545,0.6090333333333332,0.6597533333333333
2000-07-04,0.6119,0.6818,0.6086966666666667,0.661
2000-07-05,0.6223,0.645,0.60873,0.6613066666666667
2000-07-06,0.6075,0.6326,0.6091133333333333,0.6611133333333333
2000-07-07,0.6067,0.6609,0.6096633333333333,0.6618366666666666
2000-07-08,0.5866,0.6749,0.6086733333333333,0.6627766666666666
2000-07-09,0.586,0.6879,0.6081900000000001,0.6631266666666666
2000-07-10,0.5828,0.6491,0.6071633333333334,0.6633666666666667
2000-07-11,0.5983,0.6366,0.60606,0.6629266666666668
2000-07-12,0.5866,0.6356,0.6052233333333333,0.6618866666666666
2000-07-13,0.5833,0.6495,0.6040333333333333,0.6613633333333334
2000-07-14,0.605,0.6572,0.6037233333333333,0.6611566666666667
2000-07-15,0.6119,0.6745,0.6041,0.6618066666666667
2000-07-16,0.6235,0.663,0.6045200000000001,0.6624433333333334
2000-07-17,0.619,0.6323,0.6055699999999999,0.6621733333333334
2000-07-18,0.5925,0.6507,0.60562,0.6614633333333334
2000-07-19,0.5905,0.6856,0.6052366666666666,0.6610933333333334
2000-07-20,0.6075,0.7005,0.6050233333333334,0.6624599999999999
2000-07-21,0.5993,0.6866,0.6053499999999999,0.6632833333333334
2000-07-22,0.6008,0.6496,0.6051966666666666,0.6629200000000001
2000-07-23,0.5966,0.6521,0.6046733333333333,0.6625166666666668
2000-07-24,0.6146,0.669,0.6042666666666666,0.66255
2000-07-25,0.5918,0.6698,0.60266,0.6628966666666667
2000-07-26,0.5933,0.6832,0.6011033333333333,0.6638133333333334
2000-07-27,0.5975,0.6611,0.60047,0.6629833333333334
2000-07-28,0.6201,0.6537,0.60101,0.6616166666666666
2000-07-29,0.6092,0.6592,0.6010166666666668,0.66128
2000-07-30,0.6189,0.6362,0.6028600000000001,0.6606433333333332
2000-07-31,0.6028,0.6573,0.6031033333333333,0.6602133333333333
2000-08-01,0.623,0.6571,0.60309,0.6602366666666666
2000-08-02,0.6281,0.6402,0.6039300000000001,0.65976
2000-08-03,0.5946,0.6701,0.6033533333333333,0.6593699999999999
2000-08-04,0.5963,0.6412,0.6024866666666667,0.6592433333333333
2000-08-05,0.6071,0.6641,0.6024733333333334,0.6602933333333333
2000-08-06,0.6265,0.6545,0.6031333333333334,0.6600800000000001
2000-08-07,0.6188,0.6874,0.6042066666666667,0.6604966666666667
2000-08-08,0.5935,0.6379,0.6044566666666665,0.65883
2000-08-09,0.5856,0.6385,0.60455,0.6584766666666667
2000-08-10,0.6222,0.6266,0.6053466666666668,0.6581433333333333
2000-08-11,0.6036,0.6462,0.6059133333333334,0.6584966666666666
2000-08-12,0.5849,0.6514,0.6059666666666667,0.6585599999999999
2000-08-13,0.5882,0.6575,0.6054066666666666,0.65857
2000-08-14,0.5824,0.654,0.6044233333333333,0.6578866666666667
2000-08-15,0.5933,0.6384,0.6034166666666667,0.6570666666666667
2000-08-16,0.6273,0.6625,0.6036933333333334,0.6580733333333334
2000-08-17,0.6074,0.6636,0.6041900000000001,0.6585033333333333
2000-08-18,0.5828,0.6449,0.6039333333333334,0.6571466666666665
2000-08-19,0.5912,0.673,0.60339,0.6562300000000001
2000-08-20,0.6013,0.6701,0.6034566666666666,0.6556799999999999
2000-08-21,0.6077,0.6598,0.6036866666666667,0.6560199999999999
2000-08-22,0.6127,0.6563,0.6042233333333333,0.65616
2000-08-23,0.5932,0.6481,0.60351,0.6554633333333334
2000-08-24,0.5993,0.6445,0.60376,0.65462
2000-08-25,0.6055,0.663,0.6041666666666666,0.6539466666666667
2000-08-26,0.5806,0.632,0.6036033333333334,0.6529766666666666
2000-08-27,0.5895,0.6495,0.6025833333333334,0.6528366666666667
2000-08-28,0.5789,0.6427,0.6015733333333333,0.6522866666666667
2000-08-29,0.5665,0.6674,0.5998266666666666,0.6533266666666667
2000-08-30,0.5848,0.655,0.5992266666666667,0.65325
2000-08-31,0.6228,0.6686,0.59922,0.6536333333333333
2000-09-01,0.5868,0.6496,0.5978433333333333,0.6539466666666667
2000-09-02,0.5973,0.6564,0.5979333333333333,0.65349
2000-09-03,0.5837,0.6812,0.5975133333333333,0.6548233333333333
2000-09-04,0.5817,0.6587,0.5966666666666668,0.6546433333333334
2000-09-05,0.5836,0.6675,0.5952366666666667,0.6550766666666666
2000-09-06,0.6052,0.6483,0.5947833333333333,0.6537733333333333
2000-09-07,0.6055,0.6603,0.5951833333333334,0.65452
2000-09-08,0.6015,0.6602,0.5957133333333332,0.6552433333333333
2000-09-09,0.5935,0.6766,0.5947566666666667,0.65691
2000-09-10,0.6092,0.6829,0.5949433333333333,0.6581333333333333
2000-09-11,0.5881,0.6755,0.5950500000000001,0.6589366666666667
2000-09-12,0.6212,0.6439,0.5961500000000001,0.6584833333333332
2000-09-13,0.6201,0.6553,0.5974066666666666,0.6585266666666666
2000-09-14,0.6017,0.66,0.5976866666666666,0.6592466666666666
2000-09-15,0.6142,0.6407,0.5972500000000001,0.65852
2000-09-16,0.599,0.636,0.59697,0.6576000000000001
2000-09-17,0.6097,0.6265,0.5978666666666667,0.6569866666666667
2000-09-18,0.6245,0.636,0.5989766666666667,0.6557533333333333
2000-09-19,0.6074,0.6416,0.59918,0.6548033333333334
2000-09-20,0.5948,0.6465,0.59875,0.65436
2000-09-21,0.6219,0.6342,0.5990566666666666,0.6536233333333333
2000-09-22,0.6002,0.6435,0.59929,0.65347
2000-09-23,0.5977,0.6485,0.5992366666666666,0.6536033333333333
2000-09-24,0.607,0.625,0.5992866666666666,0.6523366666666667
2000-09-25,0.6089,0.6618,0.60023,0.6533300000000001
2000-09-26,0.5935,0.6726,0.6003633333333334,0.6541
2000-09-27,0.5985,0.6914,0.6010166666666666,0.6557233333333333
2000-09-28,0.587,0.6653,0.6017,0.6556533333333333
2000-09-29,0.6109,0.6483,0.6025699999999999,0.6554300000000001
2000-09-30,0.6204,0.6496,0.60249,0.6547966666666666
2000-10-01,0.6111,0.6521,0.6033000000000001,0.65488
2000-10-02,0.6086,0.6504,0.6036766666666668,0.65468
2000-10-03,0.5964,0.6587,0.6041000000000001,0.65393
2000-10-04,0.5941,0.6439,0.6045133333333332,0.6534366666666666
2000-10-05,0.6107,0.656,0.6054166666666667,0.6530533333333334
2000-10-06,0.6021,0.6418,0.6053133333333333,0.6528366666666667
2000-10-07,0.5803,0.6498,0.6044733333333333,0.6524866666666667
2000-10-08,0.6039,0.6522,0.6045533333333334,0.65222
2000-10-09,0.594,0.6648,0.60457,0.6518266666666667
2000-10-10,0.6104,0.6667,0.60461,0.6512866666666667
2000-10-11,0.594,0.6768,0.6048066666666667,0.65133
2000-10-12,0.6215,0.6748,0.6048166666666666,0.65236
2000-10-13,0.6046,0.6568,0.6043000000000001,0.65241
2000-10-14,0.5971,0.6495,0.6041466666666667,0.6520600000000001
2000-10-15,0.5939,0.6398,0.60347,0.6520299999999999
2000-10-16,0.5917,0.6506,0.6032266666666666,0.6525166666666666
2000-10-17,0.6023,0.6782,0.6029800000000001,0.6542399999999999
2000-10-18,0.6131,0.6668,0.6026,0.6552666666666667
2000-10-19,0.6117,0.6441,0.6027433333333333,0.65535
2000-10-20,0.6272,0.6875,0.6038233333333333,0.6567166666666666
2000-10-21,0.6069,0.6817,0.6033233333333334,0.6583
2000-10-22,0.5905,0.6648,0.603,0.65901
2000-10-23,0.5767,0.667,0.6023,0.6596266666666666
2000-10-24,0.6149,0.6485,0.6025633333333335,0.6604099999999999
2000-10-25,0.6162,0.6711,0.6028066666666666,0.66072
2000-10-26,0.5954,0.6863,0.6028699999999999,0.6611766666666666
2000-10-27,0.582,0.6577,0.60232,0.6600533333333334
2000-10-28,0.6021,0.6648,0.6028233333333333,0.6600366666666666
2000-10-29,0.5636,0.6906,0.6012466666666667,0.6614466666666666
2000-10-30,0.5619,0.6821,0.5992966666666668,0.6625300000000001
2000-10-31,0.5996,0.6491,0.5989133333333334,0.6624300000000001
2000-11-01,0.5971,0.6369,0.5985300000000001,0.66198
2000-11-02,0.6159,0.6755,0.59918,0.66254
2000-11-03,0.6134,0.6373,0.5998233333333334,0.66232
2000-11-04,0.5909,0.6477,0.5991633333333334,0.6620433333333333
2000-11-05,0.6002,0.6507,0.5991,0.6623399999999999
2000-11-06,0.5973,0.6805,0.5996666666666666,0.6633633333333333
2000-11-07,0.6119,0.6496,0.5999333333333333,0.6632766666666666
2000-11-08,0.6069,0.6426,0.6003633333333334,0.6625366666666667
2000-11-09,0.5923,0.6239,0.59976,0.6611100000000001
2000-11-10,0.618,0.6346,0.60056,0.6597033333333333
