Date,inflation_rate,unemployment_rate,inflation_rate_MA30,unemployment_rate_MA30
2000-01-18,3.0,6.5,,
2000-01-19,3.16,6.42,,
2000-01-20,2.93,6.07,,
2000-01-21,2.32,7.14,,
2000-01-22,4.26,6.42,,
2000-01-23,2.19,7.37,,
2000-01-24,2.18,5.23,,
2000-01-25,3.5,5.31,,
2000-01-26,2.42,5.72,,
2000-01-27,2.47,6.08,,
2000-01-28,3.03,5.34,,
2000-01-29,2.78,4.49,,
2000-01-30,2.76,5.79,,
2000-01-31,2.76,7.03,,
2000-02-01,2.23,5.98,,
2000-02-02,1.93,6.19,,
2000-02-03,3.3,5.98,,
2000-02-04,3.85,5.64,,
2000-02-05,3.99,6.25,,
2000-02-06,3.4,6.29,,
2000-02-07,2.76,5.21,,
2000-02-08,3.51,7.71,,
2000-02-09,3.25,6.03,,
2000-02-10,2.78,6.0,,
2000-02-11,2.67,3.91,,
2000-02-12,2.48,4.6,,
2000-02-13,3.4,6.32,,
2000-02-14,3.28,4.62,,
2000-02-15,3.0,6.07,,
2000-02-16,2.64,5.21,2.9410000000000003,5.897333333333334
2000-02-17,2.89,5.4,2.9373333333333336,5.860666666666666
2000-02-18,2.33,6.4,2.909666666666667,5.86
2000-02-19,1.8,7.18,2.872,5.897
2000-02-20,3.97,5.9,2.927,5.855666666666667
2000-02-21,2.76,5.16,2.8770000000000002,5.813666666666666
2000-02-22,3.86,5.26,2.932666666666667,5.743333333333334
2000-02-23,2.48,6.22,2.9426666666666663,5.776333333333333
2000-02-24,2.07,5.9,2.895,5.796
2000-02-25,2.53,5.16,2.8986666666666667,5.777333333333333
2000-02-26,3.9,4.31,2.946333333333333,5.718333333333334
2000-02-27,2.91,5.61,2.9423333333333335,5.727333333333334
2000-02-28,2.55,6.95,2.9346666666666668,5.809333333333333
2000-02-29,2.17,5.78,2.915,5.809
2000-03-01,3.0,5.97,2.923,5.773666666666667
2000-03-02,3.39,5.28,2.961666666666667,5.750333333333334
2000-03-03,2.43,4.96,2.978333333333333,5.709333333333333
2000-03-04,1.57,5.59,2.920666666666667,5.696333333333333
2000-03-05,2.29,5.56,2.868666666666667,5.693666666666667
