Date,population_million,urbanization_pct,population_million_MA30,urbanization_pct_MA30
2000-01-18,41.0,57.75,,
2000-01-19,41.12,57.02,,
2000-01-20,40.91,54.86,,
2000-01-21,40.81,58.08,,
2000-01-22,41.12,58.28,,
2000-01-23,41.02,57.05,,
2000-01-24,40.98,57.46,,
2000-01-25,40.78,56.97,,
2000-01-26,40.83,55.85,,
2000-01-27,40.73,57.22,,
2000-01-28,40.81,56.33,,
2000-01-29,40.61,56.98,,
2000-01-30,40.74,57.5,,
2000-01-31,41.03,55.44,,
2000-02-01,40.98,57.67,,
2000-02-02,40.85,56.79,,
2000-02-03,41.02,58.56,,
2000-02-04,41.07,57.19,,
2000-02-05,40.93,57.48,,
2000-02-06,40.71,54.86,,
2000-02-07,40.76,55.03,,
2000-02-08,40.79,57.32,,
2000-02-09,40.98,56.69,,
2000-02-10,41.14,55.32,,
2000-02-11,40.78,54.54,,
2000-02-12,40.76,55.29,,
2000-02-13,40.73,56.49,,
2000-02-14,40.74,55.38,,
2000-02-15,40.71,54.76,,
2000-02-16,40.66,56.56,40.87,56.55733333333333
2000-02-17,40.85,58.81,40.865,56.592666666666666
2000-02-18,40.97,56.45,40.86000000000001,56.57366666666667
2000-02-19,40.86,57.05,40.858333333333334,56.64666666666666
2000-02-20,40.95,57.92,40.86300000000001,56.641333333333336
2000-02-21,40.69,55.62,40.84866666666667,56.55266666666667
2000-02-22,40.76,57.51,40.84,56.568
2000-02-23,40.9,56.28,40.837333333333326,56.528666666666666
2000-02-24,40.81,57.53,40.83833333333334,56.547333333333334
2000-02-25,40.74,56.86,40.83533333333333,56.581
2000-02-26,40.97,56.66,40.843333333333334,56.562333333333335
2000-02-27,41.02,59.26,40.85033333333333,56.660000000000004
2000-02-28,40.76,56.2,40.85533333333333,56.634
2000-02-29,40.47,58.5,40.84633333333333,56.66733333333333
2000-03-01,40.83,57.38,40.839666666666666,56.732
2000-03-02,40.91,56.47,40.837333333333326,56.692
2000-03-03,40.74,57.14,40.833666666666666,56.70366666666666
2000-03-04,40.97,56.57,40.832,56.63733333333334
2000-03-05,40.97,57.51,40.82866666666666,56.648
2000-03-06,40.76,58.64,40.823,56.68666666666666
2000-03-07,40.79,55.6,40.82566666666666,56.711333333333336
2000-03-08,40.97,54.28,40.83266666666667,56.68633333333334
2000-03-09,40.9,54.47,40.836333333333336,56.59133333333333
2000-03-10,40.78,55.74,40.82966666666667,56.55966666666667
2000-03-11,40.86,57.24,40.82033333333333,56.623666666666665
2000-03-12,40.81,54.86,40.82133333333333,56.63433333333333
2000-03-13,41.31,57.15,40.839666666666666,56.696333333333335
2000-03-14,41.14,58.85,40.85333333333333,56.775
2000-03-15,41.1,58.4,40.86533333333333,56.87566666666667
2000-03-16,41.05,56.47,40.876666666666665,56.93266666666667
2000-03-17,40.76,55.92,40.88,56.91133333333333
2000-03-18,40.78,56.95,40.87766666666666,56.849333333333334
2000-03-19,40.85,55.77,40.87366666666666,56.82666666666667
2000-03-20,41.1,55.89,40.88166666666667,56.788000000000004
2000-03-21,41.14,54.03,40.888,56.65833333333333
2000-03-22,41.03,58.09,40.89933333333333,56.74066666666667
2000-03-23,40.56,56.98,40.89266666666666,56.723
2000-03-24,40.59,56.88,40.882333333333335,56.74300000000001
2000-03-25,40.88,56.79,40.88466666666667,56.718333333333334
2000-03-26,40.85,55.1,40.888333333333335,56.659666666666666
2000-03-27,40.74,56.66,40.88066666666667,56.659666666666666
2000-03-28,41.07,56.33,40.882333333333335,56.562
2000-03-29,41.12,57.41,40.894333333333336,56.60233333333334
2000-03-30,40.71,57.21,40.90233333333334,56.55933333333334
2000-03-31,41.02,56.42,40.90866666666667,56.52733333333333
2000-04-01,40.76,56.57,40.90366666666667,56.53066666666667
2000-04-02,41.15,57.65,40.91733333333333,56.54766666666667
2000-04-03,41.21,58.01,40.925333333333334,56.595666666666666
2000-04-04,41.07,58.21,40.92866666666667,56.619
2000-04-05,40.74,57.34,40.928,56.57566666666666
